optimistic_submission|decode_duration|prechecks_duration|simulation_duration|redis_update_duration|total_duration|slot|block_hash
f|93041|1581|146983|4769|246375|6000359|0xe50dac99649117a265bb52faed3b061ca81dd670eb8d8f59a60a6e5932580142
f|11229|1794|99266|5994|118284|5999757|0x6308b267b905e968b3f836a3a7c8aa03f1769da629bc285a761021f882be85c3
f|12445|1759|122558|0|0|5999533|0x1eaa0117adb30d8945f5c644cd6b8fad74ca8b8e3148290b18e9a5db7d7f3151
f|90914|1701|95680|4622|192919|5999758|0x721d7280548f2dad470f7c8c79041d13c786a903ae835a301a4e9cdf8a85db9e
f|16813|1375|99310|5439|122939|5999533|0x1eaa0117adb30d8945f5c644cd6b8fad74ca8b8e3148290b18e9a5db7d7f3151
f|88641|1689|94996|14332|199660|6000365|0x9013f7a123eaba40fca2c0d74d851ccd06d4e84c0cc129790138baeccb1ad331
f|9930|1642|141005|4651|157229|5999561|0x329d9fbe31aeb9f836feb788fbe862f26947e79f86fa2b7312f657a2ff9f6d00
f|10765|1592|100827|7789|120975|5999587|0x581c70697c60059a33f68451eadc02e7ceb7ae07cf1d8109c5ead7e10c4d847d
f|10967|1267|119696|7547|139478|6000368|0xb8a073fa58ba739637dd41ebbc60a8a361236753fa7ea80b5c3616cb40c55c3a
f|12015|1651|148536|5170|167373|5999759|0x357413334241fad07a38b08f1d577001789da0008ddc1bbdf58b95527d147e56
f|12876|1771|134132|5289|154069|5999594|0x753a876d7ce8e56c64373c813e992c02c604f23566485d2fef658f42ba18f11f
f|92075|1637|125069|298988|517771|5999935|0xe9dabb9addbb3bda42dc937a49fad440de7cef2c526a01b6e84756725c1bdb1f
f|218350|1582|98909|12604|331447|6000438|0x3bb83a1c5b9a3c6fb13a3477529cd46cef792d9556fd65f04e653fa461e202ff
f|241780|2656|98870|6287|349594|6000438|0x3bb83a1c5b9a3c6fb13a3477529cd46cef792d9556fd65f04e653fa461e202ff
f|9100|69415|158772|39578|276866|5999776|0x8c3d440093b77303ef62d1fb485d26fdcdce64990be944a1dd7f453677e1465a
f|12461|4610|254853|92329|364255|6000445|0xdcbc066d7c46b4c949eb1aff356a1fb5dbac5b0172b2e054c244fdda73872b14
f|13028|4496|126080|48504|192109|5999936|0xc41ac5d59f7e50a385460685ac26de049ffd5c14bf9e3c7410af6e116ef73616
f|91565|274808|163573|6073|536021|5999795|0x3f3556ab06f46c361645780e4d2e9d84a2d80f00ca43044b5fcced91aef3b83e
f|9405|1381|114548|7730|133067|5999938|0x1245277afe97d56ff7790cb2de21de3c35828ea216dee8877e311024e450afd3
f|15434|1449|90527|5129|112540|5999983|0x545b41b922a2e0396bf68acaf16a8e47e095de78d49e5cee21cc431075082979
f|123322|1765|193538|13725|332351|6000400|0x41ad9ba0390d1e5714c07c6fce4a2486611ac8057f1baaaab7ec9d83b481f68f
f|99142|1957|130977|5090|237169|6000559|0x1cfa9be80bfbd4d0e6a6e21af8712134d8e9d1b2b33d4366decfe96e6cdb61e1
f|20836|1456|189084|0|0|5999983|0x545b41b922a2e0396bf68acaf16a8e47e095de78d49e5cee21cc431075082979
f|7762|1287|78293|6806|94150|6000155|0x1e3e83eecd485db6212b68513588031632eb35599ab2015169eb5ffca8481e02
f|12828|153967|152049|5480|324325|6000562|0x5e32e94d89d9472031e5e4ad7bf2f26e9d1e7f2189266568697c2d93ffd6cb12
f|91183|1410|113040|4909|210544|6000670|0x0e841315c5f03d71b4cc2e2499c4a028f91ff92bbd3a03e92f5c3d46cff7a567
f|10850|2364|97974|4366|115557|6000155|0x1e3e83eecd485db6212b68513588031632eb35599ab2015169eb5ffca8481e02
f|13538|1583|243562|19560|278243|6000399|0x91cb38a3874ccc5fbca653a3f4d6e92f6b850ae2a767ced575b8c8a15245d66c
f|9017|1259|137468|4974|152719|6000945|0x062b63d17e3d35bd64ab6d0e120db9f49c9f503b470bf561aa3078e20c3282b5
f|11961|4727|213909|5110|235708|6000945|0x062b63d17e3d35bd64ab6d0e120db9f49c9f503b470bf561aa3078e20c3282b5
f|25948|1406|153396|9127|189879|6000647|0xc53fa1adff05870ccd9adab41699bc76e7f6b7698066efb92e4c6a0f019eeadb
f|91117|1484|114437|5468|212506|6000686|0xffabb5383866c28cfcf40f7d00e81924271b24872734486c89a1082c8642eb8a
f|12545|2456|167529|14503|197034|5998886|0xebafa9073e473fcc4255c5df872c5b54e8c79b76e806f6afc1a488a9154c4c22
f|8415|1607|94575|5146|109745|6000558|0x9bfe6cc82aced64b2476da217efce3e5637a4f3e8931f1c8efef51402b089e53
f|13275|3225|104704|4868|126073|5998991|0xfd23de947a24ea37c460dffdcb4de31486fc906ec98ce9396718e049c92e7edb
f|11443|1326|109088|5501|127360|6001101|0x9ddc265712038cb0873c9771d375a10325223d2eb8393157025953607034ae76
f|90313|2612|142903|7091|242921|5998952|0xe0694bf05df63e288f4bc65b71b920c0b45d90dd07be51c27429af9da62fdcf8
f|231092|21784|164623|13112|430612|6001133|0xf94a8b7f2031420ff25a3f26dcbfe9c12a48c4810bbd98a695ff0d7d75369379
f|8543|1604|92085|4432|106666|5999238|0xf24d0e2271c1a4274f1ceff1b1b8bc1e6031cc58c04801168a5ff935bff7dc54
f|88552|1397|124874|4679|219504|5999300|0xec281f20c09cd38a5693af05f2f97f6e0c35cf83cee186b4291f8e4b3b46e0fa
f|29420|2832|197449|9894|239596|5999338|0x23dfd9d6501c34aa906f561c91542ab3d8656caf77eff6cac0ca4ff8acf72a4a
f|7600|1529|181592|8739|199462|5998905|0x947c6feace991894cf6a44e438b3662c64ff21ff35926b53d329f60c1facec91
f|10103|1765|183722|6894|202485|5999301|0xe56bdf0402498c2f2ff77fec990d4e36cff75def1ea5fb2a8dd90bf8d756a3f6
f|17249|10835|116979|5299|150362|5998920|0x4d71b5328335333d04f41eea3bb50a71d0c2636ffb4d2a4d1aee73d595644eb6
f|8363|2443|78968|35013|124789|5999808|0x84d3abd90c3b4292be9cb6c3c27495012843275638b2349f3c58d396ef094e45
f|12857|6493|133587|7827|160766|5999332|0x68bb2a5c0f77cbc9ef0ff9a1a37a95efe5d775da04c4899d4a2f641d6d542c48
f|28854|1578|158295|11722|200451|5999822|0xe133fce478bcb393ec1c9eb198f9d84868d5f79f08bf0701e868f550c857a0d4
f|21909|7271|152325|24041|205548|5999822|0xe133fce478bcb393ec1c9eb198f9d84868d5f79f08bf0701e868f550c857a0d4
f|125092|1237|105341|6355|238028|5998933|0x397375b63244ae0b7353674e51bec7163316fa06edfe7e0f6a4b0bcff48fb792
f|102656|1790|146616|5191|256254|5999622|0x665b43fb5a951c3c6b1c012c0516857e6fe71a4fd29a21ef91300bc4f743508e
f|14417|2813|173985|6838|198054|5998940|0x844a75dee0fc3c221c6027c4574862fd10d5d381e97a3e541271fbf5ff146c19
f|8631|1582|77288|6238|93741|5999979|0xaf890ad356e38eda68ccc0eca322a8ef7ec95844268f348ae72552cc35233015
f|126364|1641|144360|8615|280982|5999740|0xfa283982d488be84071fd78553dc620f303b9f3753b9ac8f34a17ad70645d00e
f|89314|2927|107797|5647|205687|6000043|0x76f2973f180a1006f3c964b39f2d258c71a7698b00e3b969814e8403cb1b25c5
f|111536|3408|127550|9913|252409|5999048|0x5935dadd1578356d9e2e6e565acf58bf660256ecacfa18b18facebdc1caa954a
f|11204|1852|114348|6382|133788|5999915|0xc6154d78267f5779d38198964cf0847bf7d589a0ead8e80b9c7d1200e00729ec
f|16277|229789|231684|16938|494690|5999060|0x8b2340a15f1763994ca411428fd7635069bf8926a95d6adcc118c5a594bfeda9
f|6929|1758|135857|4900|149445|6000045|0x8db7a9f955be2bdd46834c3e7573e5449c9cb546ddc697d3443ed044bf50f04a
f|11468|1377|149413|7071|169332|5999951|0x346cf9216c5803e902b8464917b60d2e79c38c7d16d37def1fe00a11d2333f0d
f|89997|1872|145667|9230|246766|6000047|0x759ed1c15dc6b5d3fc6bda3e8fc6a58ef620af4736fcf46b48a1e491a4eb9232
f|93596|2906|204036|6294|306832|5999077|0xe2a6634455bf8016b866d92f6fbbd40dd1c77da3cf22417fb3ccedf7f5bda74f
f|11042|1937|144221|5958|163159|6000051|0x3bb87612036e3bbe0e477181f2deeac75b0526ebc7669104d1b5fda8195cc8a3
f|108989|5923|142707|9497|267118|5999235|0xf54e0c5160ddd3f736e5a4a8aad3c00d55822a97af4f7cac2cddcb90f40580a2
f|17756|1408|149887|7808|176861|6000622|0x24d0f0ff3ebdc20092b604ede284438531ff80c74ff67b8af9ce9ffa36351723
f|9764|2081|89682|4833|106362|6000229|0xf321e8065f08b9ffbe1435c964d5efce454b6883ce7cbd1694c305b9f05fc644
f|19954|1681|153914|6146|181695|6000622|0x24d0f0ff3ebdc20092b604ede284438531ff80c74ff67b8af9ce9ffa36351723
f|15667|1594|192851|6202|216316|6000240|0x6e05a3d6b1b6d3169baebdd3bec6175dfc5447e8b2889ee37723874abcb2cda5
f|10032|1839|117490|5578|134941|6000659|0x864460bc352be637c72a7ec333217e8d85236223e35f3e87331991d85372f506
f|13934|1799|88782|5339|109855|5999397|0x5dea3e9eb12c4ebd459664ef4e2025ef873e9312271e6603a5c4f0f48d14ff75
f|99058|1628|117324|7757|225768|6000310|0x8b1118c67520810a4fd021bce59aa2bea6f53f78160f9565da66a332f39b139e
f|7101|1713|102991|5361|117167|5999480|0xac0eb10cf0af6147cf23d4afab8cac25dab91df3aae7875dd1a4c2f5bdbe37d1
f|87787|1364|92064|5435|186651|5999095|0x40f88d8ee822de0a9e5ea0f0b10ca5492edc4a2e3b8d4270520c86b8792a247d
f|97769|1475|145812|9972|255030|6000460|0x5d5f2c91d78b9dd613e0e2714db118dfddcbc014e6176afa7ea75127b6c99161
f|11309|13704|111355|6215|142585|5999341|0xbae70854e15d0923748afa90496dd8ccb3766bef1802d043e9400009b16f886f
f|2361|2944|68143|4591|78040|5999483|0xb64e9660e9ce54b9c71ee8def9f9504152b0a697d86ef9e5b2826c7eb1524ed2
f|95551|1942|168890|7218|273602|6000461|0x601c48445cb7070b7697016d2382634be48f263e420779dd6fac46d236f25bbe
f|106920|1446|76357|6323|191048|6000550|0xdfd1faf8128743e8414932d37ff376ab26f2755a353b7008dd81ec85b2482eb7
f|26795|1474|135092|5112|168474|5999706|0x808bf9d144489d2226cb4ec05137661cc3ea6d8ee5e06bb7820dc76fc8a38852
f|21950|1353|159210|13213|195727|5999466|0x2c2548d16a2ccfc43074e508570f328c9b67406e0f766cb22a05473082399f39
f|104923|2994|159270|14478|281667|5998955|0xdcf04b4cc04ddfa3c5a11700b8d61c1ec21ddcd60f0e2b431042d1b7bdbc4d13
f|8526|15343|156382|5218|185471|5999601|0x91d344045d21ddce735eea86eecc92d42d445cec56cf2c7a22cf90051d6ac320
f|108036|4288|111590|8336|232251|5999716|0x904e46e9fbc47db36e17feb864e70953f1117e93b2c2eeac7f4be90b782c99be
f|100666|1965|151094|6916|260642|5999013|0x631c0ddcbdb17ae82568034de5e116c879931359fd1f7e89bfd003263051f853
f|35015|1902|258528|11519|306965|5999770|0x8672791034d51a3d8dad0713b88b84729220ed0a2f51c07050597230665438cb
f|10269|1836|86292|5305|103704|6000053|0x357275056a32176aecff0c86ea676f2b0389d063c57f4d422d85730f9e53d727
f|214922|1495|125687|5513|347619|5999034|0x4e1ab3e86cc156a59840e2c71aafd2939b8b1fde794badb6f44f4c10d115774e
f|27448|2987|151091|7858|189386|5999053|0x1f03da24b8f6ef6891d9a51896dc1a386cab8c0594beba1588347ec54ffcc2dd
f|14011|1532|192160|18604|226307|6000054|0xf5bae2c3a40e253f0d00084d4cdb04b2f5335bbd80437373e51493adaa444e38
f|37665|2026|151421|11639|202752|5999772|0x2afe6c9b836ed7cce427884ca13bda83b9eafc6a0c5c2eb8c40a16068ae63a4a
f|14104|1544|181188|15414|212251|5999068|0xce5b914404a75da5f27aba5536175bfd3587266cab33ca474ad03ab69ec2d7ab
f|95454|1343|153382|5410|255591|5999144|0x53c87691b4283a9a377468a091fd4abdc75ed3fe8a281a8715eac0fc3f77432b
f|15873|1806|176176|7369|201225|5999162|0x9abe8bc571d681f31cd5fd8ca5d1f11ac2f64a02ccb4df9c46da2effcd638f73
f|19024|1573|85761|8425|114785|6000061|0x9d79748199f8c99196a12de1f19795b7cc6bc1006ec114e01a902d17e5798438
f|9287|1543|118470|6132|135434|6000092|0x9caa41805c6914e7cbc59a9697636844079f1d77827f41a15fff7271daa33ae3
f|142353|1751|203103|9095|356305|5999116|0x51d5c21a53c9606d1c5ddd51ec6c8e6d794889c9bd2eaf6c2bd0eb2c5ad2be07
f|8895|1699|112881|4649|128126|6000838|0x119df438775e8f3f2cb0458dfa95cf11b57d81283a5573a54921567d81e7b287
f|94749|1319|127675|5473|229217|5999166|0x303d121417bcb44113f60700dc23eed179ee3b45ec0a27b177168208b9413049
f|23153|3201|193357|25854|245566|5999313|0x768183f5449b16c2a736d0b9d5e05ac3203b53f6033e0e454f0450ed8af50870
f|13460|3643|112904|48113|178121|5999200|0x192d65b3a88abaad5247983d50fe756e32297681ac736b80891ae58193c442ee
f|108283|1982|96483|8540|215290|5999133|0xb34b85bfbbcba3a0fd378856bea50107856c957e672dd4fd5473ed33659b21dc
f|31135|8303|170763|8173|218375|5999354|0xe8c52591b0049cb4603887e39d2029f4e5f4f75088957f5a28891a2daeb6bf7e
f|7144|1720|124984|6412|140262|5999142|0xa0afb79b125ef349ba6a0b7b800f6f22e9b738f0313642e9315066d7fafc8ef9
f|14491|1684|116023|5761|137960|5999163|0x18ded6e3796949c4e5c3e4efa5d3d36d3ba03ffb033debfeb0f46eaaf1f92a38
f|11111|1607|144916|9025|166660|5999376|0xe841d782a24b2e487e6a93972aa0c14b44f0ab342e232037429e757d67d054b2
f|15814|2068|155759|10466|184108|5999355|0x6215dd12972ceaf430a0735375df737cd37cdfb2ead4f30565dc6579ddf9847a
f|86039|1547|154325|6104|248016|5999382|0x6b4a6523b09fbcf68ad3157e5a7794a121feecb941ed9939b4436ff0a8c05400
f|11697|1358|150311|6476|169843|5999355|0x6215dd12972ceaf430a0735375df737cd37cdfb2ead4f30565dc6579ddf9847a
f|8553|2603|151279|4918|167355|5999362|0x837789213ed4017885ec96219e3f9e5d07ab5c4b85df4584bd8739a15f141190
f|17508|1303|102717|6533|128062|5999388|0xb73387a2fa0ba4c97a9b6ea0d29edc4386d2be1549d072db41ce08f353fc21c1
f|113493|12333|128043|8158|262029|5999449|0xa3485b1d42c371c108d6e4a834c8457edc8338cf123e7d60cf80cb3b529f858c
f|7899|1457|158626|6567|174551|5999362|0x837789213ed4017885ec96219e3f9e5d07ab5c4b85df4584bd8739a15f141190
f|8390|1430|92395|21414|123630|5999362|0x837789213ed4017885ec96219e3f9e5d07ab5c4b85df4584bd8739a15f141190
f|11902|1534|191554|6515|211507|5999752|0x636bb332c62a3b7ec72c0fcfa1c09017280480db9ca4094f089625c4d357c8ef
f|16786|1448|182853|6048|207137|5999752|0x636bb332c62a3b7ec72c0fcfa1c09017280480db9ca4094f089625c4d357c8ef
f|10537|2033|122096|6829|141497|5999422|0x223bbb1d59a510af28e71b7beaf3a74eb51fab20e115a70d86784c6ef89a67c2
f|10042|1622|107705|5514|124885|5999843|0xaf85706d4bb201360f8789f996682db09e81cfeeb25a6fff7d4699d62727721f
f|27286|2142|212416|11301|253146|5999405|0xc049fd98ed8b3e8ddd8830840cd7c97c888b4f7bef6b20491fd6326956a4570d
f|107125|5142|120722|97067|330057|5999445|0xa992ec02498156a5f51b253fcf27abd7994c3a4d180e7dba1bc1b344ebdd82f4
f|10813|1410|103661|5766|121652|5999532|0xfb3e90ec24e1dd64c42787d31e28a14fd6087dcb79dd7c3b67f5467c8bf32840
f|18847|2413|139766|5361|166389|5999844|0x643fd5999923dee25977ebe3ae24fafd2b24b8d3acf2a4e37da7293cfc3e6983
f|95468|1357|138141|5955|240921|5999579|0x9fbfeb32e75f16e4a93773bc40802f90aaea233148dab5d8e4e22de7cdaa5b2b
f|104700|1572|150124|5425|261823|5999505|0x6d743a1bb1e0cdb4d97fd99ffce896eac94302871f4d9b2e4b443ae216e256bf
f|11092|3838|96667|4797|116395|5999625|0xedd990c37f43f4a5a7c0eaf214bd4a372fd9a2f9e06e70c2daac477b196ba226
f|25557|4156|161066|41684|232464|5999552|0xb80f4c99c6345595385fabf0fafa9c46d92d5dd650c5221f30aa818738f58a29
f|16646|1678|116493|6435|141254|6000081|0xf100695284af17add2daeb6ca35a07202d5dfa95fadd2f41a77b0b53a0455841
f|106993|1935|92149|7489|208567|5999685|0x29c4ea001de30f252e48b7a13107e80c8d712268696b5b89d4748f71f6f47a8d
f|13239|1594|62964|9722|87520|6000423|0xec279e6718a2fd315b5cf85648a50310e08bae54817d05120776f7616c789f28
f|39990|1597|344845|140070|526504|5999554|0x68f92233e02b14318ad710c1103b175fb58b6af41739523fb31bb693253fb08b
f|30526|1559|284012|204128|520226|5999554|0x68f92233e02b14318ad710c1103b175fb58b6af41739523fb31bb693253fb08b
f|7449|1424|79503|4833|93210|5999571|0x481b4850103017ed583977ca08aa9e756dcf9131f4b8c5f2b61834d3c5a2e005
f|6792|1524|100388|4257|112963|5999563|0xb5b89a7928ecba8b46a7568fa3421c543e4564a196d1defc22d6a7781e8990c2
f|11349|1847|103298|4825|121320|5999325|0xd4129239969704ccd69157076fcfad3e8a1b43dfaf9e7c29cc80f89bee10bbb1
f|6517|26765|75480|4543|113308|5999628|0x0a680ab3790dae336a6f0aef86f4a3cfbe0b088a8b5a6805fdb04c5100538dc4
f|6924|1512|104357|14324|127118|5999356|0x69a2d84f15b34939607f8c7d07468b5180ce648354886d6d5d6b0c96eef7bf9a
f|140383|2819|195552|12688|351443|5999684|0xbec7e5ed178ceab81ae509369c65d1bba647e619180a958bff319ef1c17ba0ec
f|91786|1942|97436|4926|196092|5999581|0xcc2f2f76fd328415038105e81123a6faa20ec3b108c7566e2de058f47e35521b
f|13957|3829|109950|39225|166962|5999584|0x917a03a339f7820efba64933171e3e9a6a308fb44f55d15fc1e47750cc812b17
f|112020|1865|141589|7812|263287|5999695|0x6ecfde311e96781f1da53e2a0c2b21f2bdbcdcfa8e06f84aba3f2df9ffd03db0
f|100379|1714|132255|8921|243270|5999363|0x8c619aca5ed904d29141c9f44a9b12964b19ebadcee3bcdab38698382af8be03
f|114557|1717|119961|14161|250397|5999665|0xa802f40ee7509b659206d25c0122541f16fd510cf9175d5c779b3c016fc0ea3d
f|13053|1864|168894|6437|190249|5999377|0xc122643b90ae9141e3af4024c6aa6baf2a1582f0052d2390159de61fd2598985
f|13953|1526|144718|6542|166741|5999245|0x93ae7ea2bb8d467a4bff3a752ffafbf326f448c0961e2a9312d2654084a0d983
f|15014|2722|205481|34883|258102|5999699|0xa8adaa7b0debf7a9b76169a58594bdbd76e1246405e15fd3c80cad645e395db5
f|139085|2875|182130|15821|339913|5999299|0xc24f06eb8deae7dd26dd82949b60d1a4d01af9f5715a5faebf33ad15b7069e44
f|57409|8232|201615|258068|525326|5999440|0x08d2d4972a7f5d504a4bd845ce60456197b934eecf8748c3669e1b1d76a9e92a
f|99957|1891|227363|15479|344691|5999814|0xa25a2f01cdc6395df79e97397bcef3b64fddf78bb48cffa94d09318914ce85aa
f|16253|1385|161544|149613|328796|5999444|0x75f486f545f53dde9f486ac8265c0754766d0734df1dd3fdb6b1cb6612f0fdb2
f|15842|2444|99243|5422|122952|5999611|0xa1010f817963f4889a1991a254ef2e8e78a5dcf9a0d55690c29682cf0180edfa
f|14808|1424|199685|7095|223014|6000029|0x2c374088805a4820415772b5bd5fadbbcaba460884b66d2902dd539d3180533f
f|8589|1578|113219|5561|128948|5999620|0x4324d6fcc3a84eab09ece615a7f2d3d2d4e0c6727123ac578a4daddd66da5790
f|103855|1554|123392|6099|234902|5999448|0x094891518531bbc9e801d39be0f6fb0910e78ee62481a165818124992768e087
f|87434|2320|210033|5925|305713|6000079|0x356bbf048fc85901bade6643a5f2e5b8ce75e9fe9a3ad4a143e7526227bcb8d2
f|23446|1798|169025|5591|199861|5999465|0x1fc268b1c2fa16efaf1894a7a8028b8142180c2bd7b43f0e32d473cf79a45d90
f|88168|1400|112694|5685|207949|5999621|0xe7b2bf66e678e3f903bc29bff370174ad48f7768611afa180bba6e5299502999
f|11082|1883|113150|4939|131055|5999623|0x11ebf3928261a11ec765c2f3c39fc9961031dbac22fbe4737e15b287c7faf89a
f|100503|1366|144040|17395|263306|6000136|0x1e217ad791a7bf13a06407c337ec4c17c31ae5435ab9176b9428f853b1ab37c9
f|16617|2834|153061|7340|179853|6000179|0x59e54e05a56f30c1306a02406751d1c90e13d58ee6eaf0d1892e66f9ec022c33
f|9542|1772|140001|6317|157634|5999470|0x4ed2b3e445f9bd6729b8bbf9100c75f0cdab9ce174daa913ff22cffe9291e97d
f|92884|1271|122243|7782|224181|5999493|0xf5ac3edd6ed97837894a23100bb71e2c2733ece662bb06a4a8227ecaedd804c1
f|125965|1226|124065|16480|267738|6000138|0xb31849026643bf3dbf29649a6c85036d79fb9d813e7d0f26d3c8ee66ca5daeda
f|16456|2165|141076|6393|166092|5999494|0xb902a9db146e03e6b7874647eda160db3c2f03fa467fb8ccb8a6bc1a3a4f8870
f|24013|5732|253947|17799|301493|6000299|0x223d6f6cab0af28a954916c54b608e9f0134ee989a668836196fd4fd4a7a26be
f|119817|1789|116434|9389|247432|6000144|0x4264c27d8052a1f71bd614c51e2a29de1243159a8b32848ec3a787098f32410c
f|117978|1834|144136|6757|270706|6000425|0xd55278fe8b0aa21e32a56720aa2bf081c169155c2dee9ffbc2e38c1e168cbfc7
f|24347|2010|93100|8329|127788|5999506|0x8c982dcec15cae44479a037b948c1fe732f5e76151405ec84fbe1df8e4207585
f|37432|4398|193192|71317|306341|6000672|0x048b76d473660933945430c1b7e85409a469c470adb3b2a688c0b0b430207aae
f|26935|15885|184145|6859|233826|6000571|0x8ce7a9e36aca647c521ca40b17d25247e0da992af2ad561f30d504287c63b042
f|95104|1545|173157|184188|453995|5999629|0xd10979d22b0e69c7eb3ed712da709e9c4e22ad3340db1abbc16a67bf5c26ab26
f|9162|1249|108470|6638|125521|6000771|0x9df2f5a5e5f506546301f325aa4fa88d36dd330eb75ddd98f29526893c56a145
f|17170|1681|117659|0|0|6000771|0x9df2f5a5e5f506546301f325aa4fa88d36dd330eb75ddd98f29526893c56a145
f|9358|1510|109232|5256|125358|5999517|0x5e136146ee828d3db7a38fc686f0df313f7b852c7b1d66818338bbba775b3467
f|22392|2496|94217|4924|124030|5999535|0xbd1381d9e6c1b010af0e125405f039743d815e9d966a120f6ad3871a1fa0ff99
f|11315|2189|110121|5546|129173|5999535|0xbd1381d9e6c1b010af0e125405f039743d815e9d966a120f6ad3871a1fa0ff99
f|93127|1530|135233|7646|237536|5999639|0xd35bbd1661b80bb4940af778d0300391f577bca9b5933b0e3361612b8e0956b3
f|13228|2196|119201|5365|139991|6000976|0xb0a22fe4f51348268fd34c59b60cf7bcac47c57a86e806d3fe094f62ee8f4d38
f|92655|1839|117180|7041|218717|5999675|0x7b58bd16c1b42c2dc869deb8db6def0b599c7ab3c997f97d7cda4b43981332a2
f|107206|1511|203280|6320|318319|6000978|0x6e5a19173b3620a8858bd8f6ea140ded594b2567c5ccae51c175dec463c5cbca
f|27242|2683|136096|52529|218551|5999539|0x7d90d9a0c4a0c97fea0bb2f2784f8d48c89a13893ad93bc707d6b42df03ff135
f|89734|1590|215270|87149|393744|5999688|0xfb809d930359b4e4b2d8ad4af7ba485dc48361058e4dc429ab4d6c5fcd9d34f1
f|97411|1489|140397|5724|245022|5999540|0xab2d051d9f95ffd9272c82fe897320e083adfcf3514143379acc98e9f95f5a1e
f|13211|2551|89590|4679|110033|5999826|0x904d39309018b4fb111253005974c6891de9a053cc70bd1e39d10ddfc2f77623
f|19224|2324|181368|21281|224200|5999700|0x6ece94a12b425687bfff323d87044652b419c577327f39f256470dfb30d3c0f0
f|10619|2125|229461|5478|247683|6000996|0xa80d7b8a12d7207f8363eb171434508542d0bb8a98b7fb35eabe7fb9787e5ea1
f|6378|2298|145749|294351|448777|5999889|0x3a961a9aca20f02a5426a5f44a27b3c213c779562da2bd24e2e5cfd529f67f61
f|157125|2214|185610|95207|440157|6001112|0xdaa7f04e7fcef060256054bfecc16c0a4342d21dd5ca72cdd1fe4ed11f0861f2
f|93375|2859|97261|5550|199047|6000280|0xd504a7768984f9247599e748d4fb6e65707a77366d8131eca320942ccf8124af
f|90906|1565|90896|6699|190067|6000245|0x2802eb7c4dd1bd171d0e404484ba1a752725f117e0850a3bda4e2a5f0e2e3434
f|161398|1635|95003|5249|263286|6001181|0x1bd80baa67b1f89b00ebe822acc9ccb949029654697e6a5dd66e8ba4c9b46f69
f|144164|1551|155117|11124|311957|6000264|0x7db9b66cfe8f5361c657dc7d220ee462366cc233846c45a2f1140cc0c5785d68
f|14453|7930|114748|5623|142756|6001521|0xae9d6d28ece134a89601c49fc3f22605813950f4727f2cbe5ba5e2478b5bdc5f
f|11215|1919|123662|5631|142429|6000600|0xc7575dd31959da4994f5453f2c85c7341e6d10f9afc40d747640dc4fd7e4665f
f|84573|1382|194087|5247|285290|6000396|0x01612af786ba0835243acabed83e113188ea59b2964b505ca2902948dcda3903
f|28675|2906|272598|12447|316627|5999702|0x66e5e11b0f8e2d9637fac22446cf48de06be720e712fe241db655d06db46db88
f|17731|3092|451802|7911|480538|6000412|0x882d52a23eeeb6ad33c4b33d5777c0e60e0b84a6582e0b087b3d96837234f826
f|28809|1269|316854|6719|353653|5999741|0x4c18715aed7c29f04d578d58d1b91475493edf1c207f00bbe82bca966537d4d3
f|88145|1828|122103|9839|221917|5999613|0xf52285cbdfbb191c9a7f1aeb2e289258a154063fb629fdc248e4ae8a265e40c8
f|136188|7844|239455|5366|388854|6000415|0xb7b660e153f682de8788c22161c70c15d0ba2b7fa38ef3824fbac4fcd11d1225
f|14035|2162|138279|5278|159756|5999659|0x8f3b24de4cb1acf7829ec78f8bc6cd0355f2b87a93a2ce683d9b98a3125c076f
f|93984|4544|114971|38975|252475|6000416|0x1c642c69916bce6771489c3be4be6e204891b45c6e695a3fe448b8b75cc428fa
f|22426|3177|115364|9064|150033|5999733|0x1a0404a61233fc4611ec67a43129fc111cb299e84cefdffa2b6cb837e1c482bd
f|9102|2505|148247|6182|166039|5999765|0x178c8cb72ee355d45bbccedf818f95ceb140628dd732d9da36d09f3e4234b9d2
f|9508|1507|136409|4804|152230|6000543|0x554f30a22819704b60debcc1c7aa35955095bc0b489aa013d501acacbb0382c2
f|13024|1540|170130|150575|335270|5999783|0x493e5e7da30272053de9a9f25a8622e4df9c336a85ebda7cabbe1face060419e
f|91878|1551|96527|4891|194848|6000720|0x007a3c184cacd78992fad82336b5476bddccb63b26d66e279275a73d1ac59147
f|16569|8561|205542|5774|236447|5999785|0xa48fe9af4e350e28850f7542d9a1bde28141c0c804cac4b3eacf7d1673c8bad1
f|14839|1803|107110|5644|129397|5999737|0x650d29c7131b74f70b4ae8a0867358763a42bf988de85726f42929f1a0cfb3da
f|19167|1532|103454|10637|134792|5999737|0x650d29c7131b74f70b4ae8a0867358763a42bf988de85726f42929f1a0cfb3da
f|102604|2371|241818|7082|353877|6001052|0xef010e0d78ed1e1249288fc499b3adbb1db4cd71551b1a3dc996b06416c1e1e8
f|9976|1603|124333|6915|142828|5999742|0x4a0e43f60eec6ef60de96e5e94e16efe649843fb1f5ef8362c902bdbf85835b1
f|9723|1409|70742|10016|91890|5999787|0x74c2db7f50ab650eb7391a56b3ed710603db6a9368368bbb41e8c4ca0d1818c2
f|93313|1924|108283|9350|212872|6001065|0xf397a10c6790e22d525532325f1ffa2cfdd5382e19134cfbfa8c82a02d7b79a2
