optimistic_submission|decode_duration|prechecks_duration|simulation_duration|redis_update_duration|total_duration|slot|block_hash
f|11262|18420|151104|7377|188164|5994769|0x5999c7adb762d07a63623ae64cef3f1f09616acd0439b7389f86765e967c12f9
f|10656|1551|112747|5361|130317|5995215|0x4973fa462c375260759dcb4fce5004b40adcfd0c13adccf8395a92273c043113
f|12275|1528|128617|21776|164198|5994516|0x24847f1970a047edbf97704cf02cd8cadc4f3c192d520024919f1f9330a9b86e
f|102438|1675|99557|4958|208629|5994780|0xa725cc3eb1b2f0966993f1dea1f23178c28cbeea6f825d06cc23eb97b4270d6d
f|118093|2563|82464|6107|209228|5994520|0xdc4900b341234eb2f8a6a82e43ddb955b8a1574c0290b38ea717d0e405ac3670
f|62002|4037|159906|14007|239953|5995217|0xbecb286e28068976ac8267171edd910b449d4709d453f4cf99be52c74acd13b7
f|25019|1558|139111|13243|178933|5995217|0xbecb286e28068976ac8267171edd910b449d4709d453f4cf99be52c74acd13b7
f|8610|1360|100845|6028|116845|5994791|0x23a1d1bade4722efb12471c0ea2b6caba4e0123696efb91d808c2a410e9e7e6d
f|5922|5931|118087|5081|135023|5995321|0xf23ccb218cf2f38c61a95b36c8900ed8691a89aa14fa1d493b097c53468c86ca
f|110203|3905|132026|13982|260117|5994698|0x5db34eea5592aec61d9f2d8eab868c736b18807de681038bc0a5096cd029e9f5
f|18542|1568|103501|6075|129686|5995339|0x5dc06151777a27f24471ddfba29977dafd7f818bc719b8b20b26b3bf07a1cdb1
f|86641|1288|152575|4751|245257|5995365|0xda44409768c25a39c93f4a936badbec82e1e937b67c62bc8faa1e28faaed423a
f|105635|53362|215301|27922|402221|5995665|0xc5f06e9809e6e642e7254c091a48c61b25cde3d9ffc29f0f2e245a9b2c83af0a
f|11398|2393|118455|9675|141924|5994729|0x500b4b5d54508388ce0ec673e0ccaaded41c425a6f8274554b2bffb08bf14d12
f|6806|1645|89729|5702|103885|5995718|0x0bcaf9713e07b15e3484c575fd6279383588d803da0012d717b61b59ccdcf0e3
f|7134|1395|104216|7192|119939|5995032|0x6554ea4b65399d0bbb0bb8dd3d8fbcba96f952cc1642b71fc675f9069b3db9a2
f|103739|1602|98631|5576|209550|5995788|0xfb9085cc2e981c2cbe4d0ef33813ce993388476294f75278217779ce4325f876
f|164865|7431|196923|90550|459771|5995783|0xd4b7557f81d8e709d39e29f860c223728e1fcbe02ee12a55c9980d2df0c82c24
f|11598|2098|119808|5514|139019|5994920|0x86cbfa4cdce642acdf55886d5c970d06ad754ff2421fc881961dc7dbea2c8754
f|11183|5225|126720|29250|172381|5995106|0x0972f28fd00fd99bf64b680950a34d6d496a9d0f56369b4b1c2bbdedd3d2920a
f|8298|1325|122563|4593|136780|5995106|0x0972f28fd00fd99bf64b680950a34d6d496a9d0f56369b4b1c2bbdedd3d2920a
f|7662|2576|89511|4491|104241|5995954|0xa1670220d97440b6a3abf9393c0330501253be4c69eb363d4ecda4383e96c11d
f|95488|1289|126982|5246|229007|5995107|0x1adcc0773401e82261998fe569db5fa9d2381fb4743b827f626b80ecca9f367c
f|18976|2423|196643|11415|229459|5994924|0x2a3c5df8c9b1020d0cef079ba6281ff7a2a223acbc2cf5a99d2aa1a857b6a550
f|131874|2666|91175|6783|232500|5996062|0x81223a9a913dad0fe243b33eaba59c10b24faab32bd91cdc628cc29a11d2019a
f|96298|1950|112015|4735|215000|5994988|0x8b4c9469658085afd0d7eddae8565a76b81fdd83bdd6e4597c40af8b4faf508a
f|8704|1318|161787|7000|178810|5994943|0x19e8002f88342cc01e1ab1cb7138b1ad01b3936eae2e3bcd0a4cfa758d0af033
f|9758|1949|88885|5304|105898|5995108|0x4a3bc2a0c3b6c2c5ac6bee36b1b21e236e6047dc98aa11bc0ed588bad76cd357
f|117112|1538|204189|6852|329693|5994991|0xa656a127b2fae36d985eea919fa24d1f7356bf57a7cae870329c727ac7e79681
f|11294|2112|209961|4938|228307|5995119|0x4d12c4118aa1ebde334ddb22d31ba9d752e5bd33a5155935a7c4e9e88f1a28ca
f|9357|1512|146204|4786|161859|5994948|0x4d59a8dcfc8c170114fa57dc08972683cbd80e8adc006c4b2d3942d33bd4e8b1
f|92975|1986|119605|8269|222837|5994996|0x8e34fa292b638c3119a417412da97ff351049636642fd1c56b63165aaf00103d
f|97592|2494|84193|4827|189108|5995044|0x9fe8f15662b8aac49764d6391010253e9631aae8a21618e93ed54922c5d3d4b3
f|112977|2746|280359|2809945|3206029|5995125|0x6f3a75984dc1ee3322055796699ed09df57bae8be86da7f35cf91e3d5e5cf3a8
f|12542|1975|158174|5853|178546|5995033|0x9fedc029ba160050b2f9ed55b4232c1f8a034d564d7408d4617c8f59e40eb3c5
f|99460|1324|115721|7328|223835|5995220|0xed88dd80f1498005b48ff9fe0aa1391757d4b73f42e6424c3d7912990ce02007
f|93862|1622|144817|5693|245996|5995127|0x90c587f8e7ce124d7463bd756885575d8c2a7a79289c312f1b76ca05b3cc1ba0
f|8032|1697|100519|4538|114787|5995071|0x8d332305c4aa6809bb771976aa126418c384aa552d9df1ec88b4e454eeb32238
f|93360|2374|194464|218854|509054|5995282|0x5fdd0598fa62232f7265e91f5edb87bdd8bb7455655fdda176597a12ef0fa26f
f|9696|2599|137135|6447|155879|5995267|0xe642fd43be703d8a3be6c28f9de3054115fc5b360070b38c260d24c56d69c251
f|12700|1880|102217|7804|124602|5995135|0x428ed2d3a1e557ed6efb8a3742da7ab3b1c8cb0872fb3b7d604bda09920f0f12
f|9456|2080|72043|4426|88007|5995725|0xbefff4c59e0f4e22947ef568139c41a1e3db149d1e13924a160c78e888ff2ff3
f|12989|2627|147837|164777|328231|5995136|0x09bb78ce5786d6c11d45d730b6d9a6f1ecb8d240c290f037d8c66c12dd51ddbd
f|15886|1294|242459|6035|265675|5995236|0x4dee9c3edddfff672bbf03b322bc159f395671744b2296050f794089007ae5b0
f|86569|3655|131784|6498|228508|5995269|0xa2c480abcbafb24a1116e241268faf334f15bcaf9398545c205737d0f1714a0d
f|4178|1621|121024|4019|130844|5995740|0xa6c08c2dd2887da1ca7d69ee539df102ef56d552f8539a8581f9846b963c6f01
f|11221|1790|64579|5040|82632|5994968|0x8a49507b814d254148b3ddb0f99bc703dbd6018259694f8a7e5c0d531d5dca89
f|8367|2239|100037|3820|114465|5994968|0x8a49507b814d254148b3ddb0f99bc703dbd6018259694f8a7e5c0d531d5dca89
f|133490|1578|93401|4645|233115|5995263|0x142f8c8e6b4b7a9df11f6ef0f9bc7fe92ba0a90e5a2d9d5f14ead384fcf4f444
f|106719|1727|107259|4331|220038|5995263|0x142f8c8e6b4b7a9df11f6ef0f9bc7fe92ba0a90e5a2d9d5f14ead384fcf4f444
f|10087|3208|134535|59182|207013|5994976|0x8dd5e10f0c39ae193b214949a25fafeaa60947bc0f099628e6230227511cfc85
f|5664|1506|140737|0|0|5995740|0xa6c08c2dd2887da1ca7d69ee539df102ef56d552f8539a8581f9846b963c6f01
f|7697|1476|69218|6022|84414|5996003|0xa051e50ec1d22404760143e05cca307ae88b1f7d999c3e09113004f177813fe2
f|89858|3170|113397|34559|240986|5995008|0xa30c177cbcbcc5f78765b99217c91e3620d64d40d31f38b5cec85dc7a855a5fb
f|37081|2116|131890|11441|182530|5995247|0x41a2a1bb769d01a1825805d135e9b822f3348e7873605778d5259f43f3f30519
f|26332|1504|160784|5553|194174|5996144|0x6538cdff4b8ac781057b13d306a160a30b4905f632bb7f5bfea5299875fe272a
f|86492|1250|108982|4948|201673|5995248|0xd6a5fdf52293a944ec8110a354adc3d1a931a827809e97db7e02fcc6b890668e
f|97920|1636|138166|6429|244152|5995320|0xa8f55c47ff760edc25a0c865ddce3a5a6354db5c112f9da68e7ba18b0f8f5507
f|14373|2523|169787|15620|202305|5996456|0xeff039680e72107a93c2e62eb85ff83c69845d6892f24a3d2ffa7d0a13fb3674
f|12137|1448|93276|6542|113406|5995340|0x4d2c7a4903515165de1d9d7d2714993a4a3bac0b4dd389b4577291963f104eb8
f|9442|1713|148738|8287|168182|5995340|0x4d2c7a4903515165de1d9d7d2714993a4a3bac0b4dd389b4577291963f104eb8
f|6752|1682|220606|125677|354719|5995595|0xff192129d6ecebb264e0d721278bff764c18cda16e9b6285207706c6a86e3812
f|103559|1736|180232|7291|292818|5996469|0x6d57433b192a91807a6d8f53aedb54e0ab1a1fb44fc7a91df532d5b597a13040
f|89860|2427|121319|5369|218976|5995638|0xd0bda9db695632c1a3c4bdd3e0403620a05f6ecbb0af83640a03e916128d05ac
f|23019|1524|223724|11496|259764|5995355|0x13cd836a2731b6dd067ab4af0d280a08514f456e70aba35a696ee80cf044f4c9
f|64411|1712|96546|8571|171242|5996472|0x31d0afaf7ec7aedf15b3fe6d41d8e3ecfe65f0f97903a93cc2d3257c97b07b4e
f|97888|270253|162146|16273|546561|5995668|0xa39f9933f78438544b4bc48480a93b7e2650b7e14ba6a1a52fe4345d3c826b15
f|87233|1543|134338|7040|230155|5996473|0xb85e042c26566fe892dfb186dc2eeb51ec3a1d76ce4b893e6ce9cc679c2f5fa9
f|15160|1589|121075|5635|143461|5996475|0xcf0201ec25882fa099706677a331632ac570e565a46604a79fdfed4d2b1d24e1
f|11172|2290|136256|39637|189357|5995406|0xe74419c2f365852975a7c641f1dfe325f3e768a9fd726416322fa17d8b4a7788
f|138545|1511|104024|5830|249913|5995081|0x7119a823135f341db91063ef2bbcaeade2c0c4c624737421cc6cff70718fdaa4
f|86003|1508|123165|4079|214756|5995409|0x70c4dd610c9ecbfffcad2196bbdeb5807fc10de201856840fb6c0424d206647c
f|11294|1737|103463|208163|324658|5995254|0x53df8cdc61bc356938c4bcffb9f5f82a658e02671d7cf2bcddd539095557bbbd
f|7405|1717|69356|4687|83167|5995614|0x21c39c1fe53d2f94f6cc8c85030484b909bde9495d32afba5b6dcee763fef6dc
f|29052|1834|157553|22611|211051|5995099|0xbf2fdf2a0be4caa30820514f6f62844bf1a7eeab7026880378415e34dde23d23
f|14868|2589|122295|181704|321458|5995262|0x16cfa6380079091b27d2fbbc53bffda94e80586b9adae27304eb10331bdc2c3e
f|88287|7673|109183|3879|209024|5995158|0x19d41652836a0e4f37fb4d6ee7915829bbbf09ede518c6f60cf2bfd5a56e6ec0
f|115381|1496|185978|11743|314600|5995272|0x03face4b646e7e5bfe567c7d832b78e20368e8920b358f256780861575aac9ca
f|7786|1587|157165|26811|193350|5995851|0x77218ed29058b171bcdbbd1acf255a911594b8f09f57ed82fcead729e32edfb3
f|181571|30263|124058|7236|343129|5995160|0x319cecd4c7aff3188279a78ca43eaad6efb0b878479f00aee4e2b3a2c8d70810
f|198118|1336|248465|12142|460063|5995935|0x268dcfa882ca39eed3ec043daa9279d5ea4fa90fdf862cd0c75e33c2ad16a29c
f|34391|3420|202083|9538|249434|5995199|0x646096966b67176f0aedf67a457cb0d489c940db4d4d3da8de413fddd8c00a47
f|9944|1323|91519|4073|106861|5995947|0x77c18181de6d7e80b4c84550c73c731856d31d4dde02b31f2fe7b206d55e1e2d
f|6777|1935|81137|21304|111155|5995330|0xc1368a669f2b398dde6773ad58828cb6f1bfb7e42c2a06b0e287b5905736068f
f|13205|1331|131597|5784|151918|5995228|0xecb63f2b3a17503fc537e5f76b3b925be49d6792516ebfb5421b17ad6061f32b
f|11571|1762|105476|5602|124412|5995334|0x7ff5b57ad9a22eab47a1ec7d1bc91d13a11f895d5399a8b2240d63661f7683ed
f|11339|2945|100480|7860|122626|5995334|0x7ff5b57ad9a22eab47a1ec7d1bc91d13a11f895d5399a8b2240d63661f7683ed
f|90645|1958|129383|6152|228139|5996111|0x4faff906f229419d743c974a1c440e131633232626cd888a051f0c0477dfdcaa
f|87977|2211|117147|4738|212074|5995390|0xd173880da178215fec7313f6d12238a00bac77dae088c2c4d71d35b2930fb7f6
f|102819|1290|189261|6581|299953|5995335|0x6a390b9259b1974c476624aa5cce1320cacdac05f48e87f8d341af3cf3157cfc
f|117096|2568|122839|9052|251556|5995455|0x72bca193e8e8f3ec187ba04e8ee2516e65ccc169227bb0447e65274e44580d2c
f|103599|2610|159854|10156|276221|5995374|0x13fc1813a6f75888d439621f09a3ba69a79ffe3cd90cb061b118e1b576c15897
f|8787|2342|101517|8443|121091|5996148|0x513c01445198ba24717d7018dbde1146cb76a2bbb23c322d07f12ff20926e4be
f|103487|10457|117553|8179|239678|5995503|0xb6ae9b265b19e0d7e8106c832d6ad1ea304c3106346ad8ea765e2378e8626f1c
f|101577|1814|130686|328683|562762|5996229|0x97c587d85652de7cb4886fe3d769fdf1bcfe08b15da15b0276a4d3e4547733dc
f|92953|1990|157191|7591|259726|5995504|0x0e3e047d10af62ec35a3283b105f442d44bed4c89d42a6373ab4ef90ab44858f
f|12172|1886|84491|11633|110183|5995316|0xaad5578d0e50dcce31cbd2bc4c5c01a18056487d36ca55b2d1a6ce0069e755a7
f|13063|1493|101275|10606|126440|5995316|0xaad5578d0e50dcce31cbd2bc4c5c01a18056487d36ca55b2d1a6ce0069e755a7
f|85716|1737|108788|4415|200658|5995427|0xb9501785e405a35f540bb4101f243efda0df448d5fb8fe450f5d8d31799478dd
f|107352|2284|115971|13274|238882|5995507|0x7408155478b33e93edd848c476b287445ea799f7d5d69483fdbc1d22543d7e0b
f|109063|1367|111035|7066|228533|5995547|0x706112d708f3ecc359b204aa2f58858117d6b4dd8915a84a9d15c64698e33289
f|9386|1609|100844|6701|118542|5995322|0xdf97d9845465d104138f5bc9eae81a83d19bc3ab9dbe1adec812a83c82bcf834
f|14112|9165|78920|5582|107780|5995516|0xe3a98c902e80250f23b23c73ce4e0e0be8d60f5a620f12c3d98409fa6a38e726
f|96879|1977|151415|4966|255237|5995557|0xc452d45e25fdd05fd994e71831776ca282185b1e1f26ebd60f39a31dec240ceb
f|16547|1939|97213|7169|122870|5995706|0x8bdfecc68193736820ea23f43627bc26e00efd9448bc5c0209f7f9921f049c03
f|132925|1608|79532|3800|217867|5995865|0x5c2ace2959ffb2d158abd1e1e7b7b1a0e3f82f51ba0fce5a89ea829ea985bc48
f|7392|1517|119879|5009|133799|5995535|0xae055b8f1e2372aaf72a85fe60e2c72c25586318679dadf4d0bad0d07e2d1543
f|16922|1926|99060|9188|127097|5995610|0x202cac9625a24a264d6c3b296ec22f05234e1bf61255324982d14edf5148c3d0
f|96412|1717|101365|5225|204720|5995707|0xb2ba815413d7ab9fc424a0460ecae3206db081d0c456a50fbdfddedd02aa64fc
f|91603|2831|125432|6668|226536|5995976|0x32a1ea94670dd54770dce91800b19442bec3fff94c5acbb3f96bdd8a95c958ad
f|23903|1665|105214|8732|139515|5995868|0xc74883a719e3967777d395f72c758ab598015fdb61ec13af881082095302fd73
f|11123|1349|105965|5942|124381|5995919|0x5583567c48ba64714fc9cf9d43ea04def5ba5de4688817b5c9947cb7805705e6
f|104964|2010|128559|5828|241361|5995977|0x6bf27f580e76826f82be4e4e0f306d5691c0d1bcf45df494183cbb83440935e2
f|7618|1766|107156|5369|121911|5995708|0x9d5d803e7c76dedee673c85a958d3a0a30ffdfab24e0b5f4cff4793724040bbf
f|7579|1352|116591|10531|136055|5996279|0x9ad76b107d139fa67caeab816104204cea95e6cb79f394769550eab6997d6317
f|10271|3896|112756|6000|132923|5995284|0x3c3a3e54abd0607bee316635dc9aa058faaef738d51767c7e14dc290e3d0f6a4
f|6439|2065|98043|4763|111311|5995708|0x9d5d803e7c76dedee673c85a958d3a0a30ffdfab24e0b5f4cff4793724040bbf
f|15063|4760|145715|5361|170901|5995333|0x1428271f543df0288db84cdab99ebc590cc8cbbc07f493675b1d2c0e3f81f2ca
f|11257|1384|123725|4564|140932|5996375|0xdb23f382fb6cd89da35ed36104e5da2265d1ca8b5740e526bc5adda9eac1c54e
f|18223|2993|174844|5867|201928|5995333|0x1428271f543df0288db84cdab99ebc590cc8cbbc07f493675b1d2c0e3f81f2ca
f|7860|1751|86240|7092|102945|5995539|0xe7ac22e76628004e1664f9e65241c9ca852b7662b775b7b0f58fe45e039b2007
f|9448|1343|101277|5474|117543|5996377|0xe30e1dcb5f99bdbc686682569b9d16921dce9a7b368bc0eab67270acd646a444
f|94421|1612|156465|5378|257878|5995317|0xba3f469dd5dcfca51651fa7c54b632c5cc8638d73cc17b5334b1b12c8ac998a6
f|124235|1685|171291|7174|304386|5995556|0x70e86f69b2710968d21726722d17bb7eb9ab0894ca7ff953a3604fcadfcb1d36
f|7282|1844|115595|4209|128932|5995701|0xfac3d89d38d40cf4e7c25052af28714d7930c4c029c0c152055e7aee502591ae
f|11410|1800|149257|5153|167622|5995563|0xefc1173cfe52e2387ecb3a821a1c38887a5e35ee0cf2e33efa5d2fedb12695a0
f|97406|1613|120693|4756|224470|5995702|0x8dec2dae2415be59dbaf0a25a27ae00cf8b6396bb45b7188548bed9e028212e6
f|94809|129739|185270|8259|418079|5996393|0xeb36de8a63b42f49640c5c507f5d54de7a39e49c2ec588fcd5ece327dfe8c108
f|8097|1346|129400|4402|143246|5995660|0x667e43eb9698329821cf4bb8df8543cc65105e51ee02222aa33d1999e5729090
f|91532|1650|131164|8453|232800|5995323|0x825a48ce10f285be483f8a8b19778389aa623e77a05519b796137d2481c07834
f|9425|2277|109499|26433|147635|5995970|0x1db037fd9d94801fbd2cea1c1975b9ff342ccc72db0dbe5ba48d244864894eac
f|9012|4089|95132|21719|129954|5995970|0x1db037fd9d94801fbd2cea1c1975b9ff342ccc72db0dbe5ba48d244864894eac
f|9616|2303|57019|26189|95129|5995970|0x1db037fd9d94801fbd2cea1c1975b9ff342ccc72db0dbe5ba48d244864894eac
f|87354|1659|103960|8469|201444|5995732|0x4af4553aed900b49feab624406fedd735b65670aaaa0a89e7348122888b44f48
f|43494|5568|176842|87226|313131|5996480|0x0416d466b19206e70fd3f134d287d86a5746c0cf00ee75e787a769470a8b7711
f|8431|1533|94603|4710|109279|5995613|0xb686b3dd67e185475118cce392a746fb06167cb59486a8a2a0426280f3c3a99e
f|84601|1952|103877|11086|201517|5995732|0x4af4553aed900b49feab624406fedd735b65670aaaa0a89e7348122888b44f48
f|92277|3131|239121|28929|363459|5995938|0xbada5e45a8af19db88fcec775af693eb2afeee0126eb6bb1836f3d7980d3fd98
f|11073|1743|161514|5613|179945|5995615|0xf73418df1897ea8567f4f56dd1c2c666bce90acde2171125f4461f475fb408b3
f|15460|2545|134949|8797|161752|5996579|0x9527a55c254fdd83a1c73a38b7debf19bc332160d46239a971451624f2447783
f|83875|1868|79752|6583|172079|5996176|0x3e7a2c4c9e822e49eea9cbf809f053a16e8f4343d7b7cf3c19a7458824f35f12
f|103072|3068|172072|10543|288757|5996359|0x809c6201c2ae1b6cc5f729bd016bc258b813c97781579220fc847ad789685b72
f|13992|2446|156988|10726|184153|5996581|0x553a635c6b7f6cd8322a8ee5890c3f1b2e7ef87770f59f4ddcb7e4e0f3947477
f|12048|1824|163706|7110|184689|5996581|0x553a635c6b7f6cd8322a8ee5890c3f1b2e7ef87770f59f4ddcb7e4e0f3947477
f|91760|1749|150417|124844|368770|5995622|0x05b2545863ac6e8efa7088204cc8b78aee3d8509ac8e575f3723bd401f49ddd5
f|16330|1864|123300|8558|150054|5996607|0x83ac4f8fe990a42762c28279c197d5ca257e5758a1f2e2274585893d87b36e2f
f|13867|5764|84475|5525|109631|5995625|0xf0d3538b3276fd025a1600697bdbf7437f0662f2aad5a2201d6a9ebb9f24460c
f|86334|1653|206926|9804|304719|5995379|0xea2d4264010dcc731fd14a2aed29eb148e56f309d3b9958d89f9f775843e127e
f|99301|3121|128940|31784|263147|5996610|0x656114a6784d9e500b909895ff21b9a6fbefc6146227d99af73a3551b336501b
f|13352|1536|80673|4825|100386|5995396|0xaf777500385cd72d3bc3de6fbe88907c5fd83e8429c48347e162a09c82ecf201
f|6602|3353|99405|4267|113630|5995786|0xe6f4696ec7eb104ce298ce223941e143d2b2015ba73bc3ac3ff1000304285556
f|88769|5175|88897|27780|210624|5995360|0x9707ef1f713416b1eeb0428f09718561f751213f863ee3c9219730292f0487e5
f|4977|1918|105814|4963|117673|5995786|0xe6f4696ec7eb104ce298ce223941e143d2b2015ba73bc3ac3ff1000304285556
f|7640|2960|87831|4903|103335|5995412|0x7d6fe1adbcd068079f58e6de24377648874bde3c000833b4304d6ab450ced4f6
f|118652|1642|187996|6067|314358|5995960|0x7d488a13abe6c29f0c19c76199b94016745941a96a0f9f790017a508d6e49613
f|12108|3703|130126|8158|154095|5995751|0x1e111ae814144573d2566672133c7adb5b0d07cf5725c0723f602ca6e424e6d5
f|11489|1973|103509|4264|121237|5995438|0xa4f0927d22b84b91b648fb69881e9fb90081c31474f1ab35d845ad12806270a9
f|117550|1316|162046|23838|304751|5995866|0x6033ef6a8af0c3027233b9f6fc68c5b265a04fdf40ebb85e08f74845195c327c
f|93789|2199|94061|4269|194320|5995861|0x506f0851af5a3e6bd57d066847070e5a14684a7da3f3f03fa544664f1c154d15
f|7802|1774|95470|4555|109603|5995867|0x5ec8084b4053e0a4c607ae57b50113c32109bf865ae177df20f080fca4c9c48c
f|9166|2550|113368|6671|131757|5995961|0x34f00a512b8a4b4338ed6954d0005faf7fb5f95471ca24e9e7799b100ac6e9a7
f|10618|1335|166882|5485|184322|5995961|0x34f00a512b8a4b4338ed6954d0005faf7fb5f95471ca24e9e7799b100ac6e9a7
f|106371|101314|268127|1034854|1510668|5995988|0xf9b049cd0a4766ee0deaca220d8a061897ab629e9ee5be96071cea54820f5ca8
f|139281|1315|150440|8448|299485|5996078|0x6a6afa07c23342b9c64a3c77c955a1b995762af87d0ec1f8390d18a2c5e789a1
f|12190|1404|95549|6909|116054|5995979|0x75fbd79e875b052cc5b34753506f6febadd105082f92e174d6beb55a2223b24d
f|12490|3071|76302|7254|99119|5996054|0xe3ce8f4d844fa1c16a6400f4eb9d3ad8907b42730ad60c7f32db8352eb0d3e6b
f|90222|1774|119972|9614|221583|5996107|0xd4ad210adb8970ff92add9b60019a386a5938dea51a8b88c2a65fc72de5cbe60
f|114922|2436|179938|12219|309516|5996188|0x107de5df91baf55914a133c82cf5c192acae229c8008b415430c8423110cfb6a
f|9715|1395|91753|4643|107507|5996072|0x76325f3ea2bda88a072bee71c4a443393e50931a36468f5e80ae297093c8e659
f|91334|203330|139559|6495|440720|5995400|0x4280ea3a7cf33688d042d6711d76c401c15666fc527b6dd718be978d6cbf8c6c
f|8344|2434|103648|5694|120121|5996441|0x4e1891c2eebcf4c47bb6373a4025b6e40f1e50fc5ff878023b6c3563761cd4c5
f|131186|62726|161332|11429|366674|5996073|0xe9fa0f31f0be25bb186f188fc6a18a6325b39a9e115594631fd8f85b36807d50
f|108643|1859|349750|8825|469079|5995465|0x753b89cb3d0fa22b42c9c423a74d8019db5b4c09796072efcd5e157b3f847b1a
f|10813|1808|126876|5758|145256|5995423|0xc916b76c6ca4250e30b771fe7bb9e5375ce76adad09eaffdea85c4a78131fd0b
f|131373|2854|219910|11239|365378|5995447|0x5c1e967628a1b9977e97d2e311023e136d222fe13ddf4c29aca9236a3484672a
f|5817|1902|59145|4926|71790|5995475|0x1ae60fb04d41cee2840524abe863ce15a9f3d05ece17a06d70dae40869263afd
f|12782|2488|115127|6650|137049|5996155|0xc27289218a7517242d8e60e8f02a072eb7ac31bacf17153f33610238a68b1a2c
f|108239|2103|208846|8666|327855|5996178|0xa80601c17ae422508982012a998c4f81c0fdb3b27f502a95d912f76c6b87edb1
f|122582|1544|111207|121696|357031|5995482|0x9183de08fdc8b1918f1fb93b202030b1920ff6053a72e6d6d8ef47e4f16104c5
f|91945|1524|86742|4897|185110|5995459|0xe02ffe0fc2818a64cd9c9447ef31d258c7b906e12c5fe616b52131b7e3b5205a
f|90715|1584|139757|5177|237235|5996208|0xce61739b6860f70496ad2a9da900458c14afca253471c19803adc669a68e8f21
f|15751|1542|108411|7346|133051|5995460|0xc5ab51ed85604ccaeaeba6ad5f5c969603457ecffd3042a0a5a89d145e3a398c
f|7789|2195|135282|13965|159233|5995517|0x43f546121047bfedc0ec0bd822f89f9d0293bbd2fe2197933aaebcab1147d02c
f|8764|1757|82008|5331|97862|5996335|0xc429de7546b12aa11a2428d820856b4f642946e2171fc85cf7ffc78c5aebad4b
f|7141|1934|106483|5143|120703|5995588|0xeac8054aab50fffa5648666e90e8f9cecbf2e86c4b2e087aa3597c9cac3d336d
f|6668|1322|72919|4088|84998|5995461|0x4f0182c2b1be27b80ad0939444687967f6dd5843b2ea3819ffbfa87fa5a2739c
f|94376|1467|82255|7300|185399|5995498|0x887d32e4d340a3342b06263a5716c35a13fcc1ab4e15d7a2771b4d7702009b7a
f|20215|2897|76154|57171|156439|5996352|0xb3dfa25b393b8584ffbcf3ca6d58e98dc4e68b43f97ec0eadbf37d8caaa01e3f
f|88466|9900|113488|33897|245753|5995790|0xe188d61a63b62e7de7acdabd5376a90bc199e24968a9245abb4fd59cb70e4931
f|223993|1661|114248|6340|346244|5995608|0x81001dcd3a481ce243806b3e939e3e5ae81c31afaef57187f4fedc478a4e5451
f|134112|2343|178039|6554|321050|5996202|0xdfb55f73c4dfc340ce7bff133c1cf082c6e9ef8761c212ce8582db08a5ff7b1f
f|8335|1528|103629|5856|119350|5995537|0xe6b438ed5fd197d217b5125ed37bc52c8e30402c9187f7a9c6bcbc51d639cb9f
f|128561|1542|193078|5761|328944|5995659|0x4f4c151ece8b8f529e1ec10d832f6b232aa8a3dd9ef1adbe473d5ecdebc5c5ef
f|13629|1537|136722|4933|156823|5995538|0x2fa82738e1decaca2e8cf4136879561c5e4ae1020664e30e666d634e73e3a3cf
f|125840|1632|248167|9227|384868|5996314|0x5c4ef972f30b77f1d6bbc8f7cb61881e1b7e3af769d320eaa536357d47fb6fd1
f|10922|145093|293057|7622|456696|5995666|0x05f57be12e34754b3bacadee361d3da937f7a860e9c969a5f6346c766fb33822
f|85403|1950|165019|4556|256929|5995544|0x2d74bc037e8e7f652a38dfd1ff2ea694f06a4761ace48b8349d0f87ad7436e21
f|102035|1841|128112|8799|240789|5996439|0x143774100381742da644321575f2ffa11cb7c7b2ef4c36a0ac19c8fba829d689
f|5555|1335|115250|6175|128317|5995673|0x8163cb1ed581475fdef2a9b862447ad9c20d1f307a0d2b654777a820db4488e5
f|6234|1518|96351|5584|109689|5995546|0x097efcb442117fb13203a793b543dfda684b28a034855d07781f78efe8096fa2
f|111224|3571|172428|6937|294160|5995741|0x147773975040550c86c34a2006e342cd2659ca3305466065a7d118024e753b77
f|16534|3385|204727|9817|234465|5995555|0x4ebb3f36080429329a781816a3674cb676f407beeaf459d0268edd4328f874b5
f|17602|12958|180394|48375|259330|5996706|0x70d679bed672b0b15de5bf1df917b4bd54381f140ed4694c62b1d0a9a6ea05fc
f|21268|7532|133059|39755|201615|5996706|0x70d679bed672b0b15de5bf1df917b4bd54381f140ed4694c62b1d0a9a6ea05fc
f|128782|1689|140602|6517|277592|5995687|0x475d3c250d1cf00a5f49ecbe3cf06c41afc2be5b658989417d18d4e782e53548
f|6405|1367|82207|5358|95338|5996743|0xc5fc39a970d2d83f1e3f5572e1820fc52d2831cda1736020d06f355c946f9ae6
f|71618|2233|173602|14781|262236|5995604|0xf40f3fbed42d7325fff45ceceb22ec40338766b2eb05f5207e41a8df01cee48f
f|6009|1574|94547|4964|107096|5995714|0xa303d3d342c56533affeb936c7a19338034cf4d60eccc57c7b54d2ce51887bb0
