optimistic_submission|decode_duration|prechecks_duration|simulation_duration|redis_update_duration|total_duration
f|9884|2492|36051|7690|56118
f|8864|2733|38254|7124|56977
f|52917|2621|46640|6542|108721
f|10552|3364|86233|9194|109344
t|12813|3228|12|7824|23879
f|14800|3778|35845|29866|84291
f|85414|2695|36736|7998|132843
f|84368|2758|39419|8704|135251
t|113397|11179|5|11921|136505
f|97188|7290|40188|8430|153098
f|86045|3484|38521|8271|136323
f|404308|191377|310941|592319|1498946
f|291655|108929|188816|112492|701894
f|107529|194022|398662|1014737|1714951
f|505248|299630|197619|501316|1503815
f|301942|92712|607589|798870|1801115
f|201653|198665|100175|500923|1001418
f|505704|194512|209732|398018|1307968
f|105215|387139|110840|397654|1000849
f|284783|6886|591504|814124|1697299
t|125103|3095|4|22071|150274
f|95368|2383|25036|7418|130207
t|110263|3226|3|21842|135337
t|110985|2968|11|7693|121658
f|96334|2864|24235|6941|130375
f|88648|2692|27183|7435|125959
t|110641|3162|19|6454|120276
f|86642|4537|25061|7678|123919
t|111035|2230|10|6929|120206
t|2943|3011|11|9010|14976
t|4722|4999|9|8223|17955
f|16674|4701|17079|6758|45213
t|5056|2644|14|5215|12930
t|2222|3057|11|6344|11635
f|99341|3037|20018|10718|133116
f|7480|3179|16479|5456|32595
t|6559|2866|17|5562|15006
f|100318|3833|21882|6214|132249
t|209468|2900|17|7302|219690
f|94726|3067|22826|7123|127744
t|186187|3796|22|6784|196791
f|101288|3902|21934|7096|134222
f|95364|3010|22848|6790|128014
t|108340|2664|9|24961|135975
t|110230|2594|12|6583|119421
f|96459|3401|21401|5849|127112
f|86764|3134|23002|6607|119509
t|120268|2787|12|6991|130060
f|84694|2600|24750|5693|117739
t|126158|3041|13|6083|135296
f|94634|3025|25651|7530|130842
f|93928|2617|23475|23378|143400
f|96120|2450|25539|7150|131261
t|113414|2839|25|7472|123753
f|88835|3578|45322|7156|144893
t|111794|2472|11|7553|121832
f|98469|2695|26515|7243|134924
t|113922|2661|13|8619|125217
f|99598|2807|34321|7795|144523
f|87591|2775|33597|7357|131321
t|111919|2367|11|8002|122301
f|98152|3517|31082|7453|140206
t|113998|2429|5|8652|125086
f|88056|3017|30175|7215|128465
t|113554|2904|14|8230|124704
f|87976|43856|30399|7763|169997
t|113391|2752|22|7418|123585
f|87959|2668|77036|8118|175781
f|58963|2840|30078|7809|99692
t|112486|2587|12|7814|122901
f|90345|2854|30625|7513|131339
f|89098|3030|35202|8489|135821
f|88831|2638|33053|6759|131283
t|109062|2601|8|8568|120241
f|90394|2640|34025|7603|134664
f|87158|2603|31832|8396|129992
t|116514|8189|18|11303|136025
f|105041|4372|36907|10852|157175
f|117027|4434|35305|59034|215802
f|96709|58739|36993|7784|200226
t|161865|29791|4|1500583|1692245
f|401949|110920|299460|689441|1501772
f|90650|2554|33234|16328|142767
t|138377|5542|13|9736|153670
f|84636|2772|34127|8145|129682
f|100282|2828|34173|7699|144985
f|95299|14806|36433|8070|154608
f|89885|2308|33718|15162|141074
f|1003767|199839|198327|0|0
f|195917|203077|107229|399344|905568
f|304168|198785|199976|306739|1009670
f|195984|196214|301812|114008|808020
t|153465|2338|5|39684|195493
t|150660|288831|8|10005|449506
f|93286|2148|22386|7918|125740
t|257870|3239|11|13050|274171
t|200084|2470|7|8545|211108
f|93112|2389|23474|6442|125418
t|216718|2516|10|7436|226682
t|151500|2939|2|9466|163909
t|469|2904|12|4780|8167
t|477|2638|11|4467|7595
t|422|3047|5|5007|8482
f|879|2672|10987|4601|19140
t|579|2639|11|4977|8207
t|688|3355|11|4698|8754
t|167401|2919|3|7287|177611
f|13960|2444|14289|7204|37899
t|180447|2619|20|8603|191691
t|125932|3426|4|7976|137340
t|151526|2517|12|8287|162343
f|86653|2926|18318|6663|114562
t|126868|2717|3|7071|136661
t|132829|2704|14|7421|142969
f|88637|2631|18594|6955|116818
t|164624|2398|16|7287|174327
t|130907|2476|12|6831|140228
f|89198|2725|22128|8352|122405
f|160228|2374|42379|58528|263510
t|162581|3875|4|10828|177289
f|92981|3919|26897|7207|131005
t|205040|2840|14|7786|215682
f|92719|4146|24989|9014|130870
t|160198|3666|3|8489|172358
f|90030|3429|26512|8760|128733
t|155371|2951|6|10476|168806
f|98205|2483|37162|7587|145439
f|88974|2155|27529|7596|126256
t|154840|2527|9|12252|169631
f|92424|2556|27452|8403|130837
f|92430|2715|28055|12767|135969
t|161168|2875|15|9144|173204
f|93600|2334|32077|8238|136251
f|90963|2269|26642|6436|126312
f|89331|2816|27707|7345|127200
t|151434|2523|13|8572|162544
f|90986|2817|26933|6963|127700
t|149581|2854|11|8191|160639
t|147476|3000|14|9294|159786
f|105872|61702|41734|8545|217855
f|397758|697159|205383|1793534|3093836
f|303192|296823|303831|2500707|3404555
f|507386|593623|298827|1603535|3003373
f|902417|609070|799124|494720|2805332
t|13339|4137|12|5224|22713
t|6340|2472|7|4765|13585
f|22452|2822|12591|4291|42157
t|7063|2632|6|4955|14658
f|6107|2807|12871|5237|27024
t|5596|2600|9|5577|13783
f|4445|16434|12836|5442|39158
t|7988|2689|10|5326|16014
f|5306|2861|13272|5705|27145
t|6873|2944|4|5995|15816
t|6098|3396|6|5667|15168
f|15635|2749|15100|5700|39185
f|5094|3236|15298|6140|29769
t|13398|3153|10|5011|21574
t|16015|3465|11|5808|25301
f|20349|2951|17248|5318|45867
t|16457|2519|10|5073|24062
t|15444|2844|11|5698|23998
f|270367|4690|90297|10457|375813
f|122818|2233|44901|10532|180486
f|118667|77321|43894|9598|249482
t|252117|2215|12|14116|268461
f|223259|2367|43741|11296|280664
t|159669|2247|4|10684|172606
f|120433|2314|51915|11380|186042
f|120258|2378|104946|12072|239655
t|160856|2266|15|10148|173286
f|12875|2673|28441|5193|49183
f|11288|3069|24595|5324|44277
t|25432|2735|11|7180|35361
f|42151|4835|27101|5514|79603
t|22709|2334|19|6370|31433
t|23602|3125|3|5896|32627
f|34754|3207|27375|8117|73454
f|11059|5508|26365|6305|49239
t|26409|2969|13|5728|35122
f|27548|2764|29381|5703|65397
t|26226|2309|8|7047|35590
t|262209|2099|14|10620|274943
f|224507|2543|38728|9944|275724
f|107632|24781|42639|10883|185937
t|246393|82451|6|106156|435008
t|285748|86676|9|110094|482529
f|122321|2911|151892|113083|390209
f|235723|3218|89668|699698|1028309
t|206646|4408|6|1892667|2103728
f|303102|106290|96903|2993017|3499314
f|245908|2297|58179|10851|317238
t|268981|2218|27|9776|281004
f|122171|2248|55425|13158|193003
f|162376|3707|46900|14656|227641
t|286758|2589|13|50232|339594
f|165604|2281|84946|100169|353001
f|113040|88212|55236|12110|268600
f|132824|2328|56517|11600|203270
f|126179|5096|103121|106475|340872
f|198750|5480|145601|48960|398792
f|153637|2148|97537|14468|267792
f|307820|93766|197860|2707111|3306558
f|992556|397636|309615|510155|2209963
f|807330|498914|994187|924382|3224815
f|403187|100341|304355|2700998|3508883
f|892001|299062|297437|402738|1891240
f|306563|194284|105615|2995362|3601825
f|791032|604567|798800|797822|2992223
f|404379|792409|199228|1813228|3209246
f|403995|507634|989089|1001370|2902089
f|304745|406993|889856|706467|2308062
f|303293|495953|804343|797798|2401388
f|695909|604256|993697|918377|3212241
f|509066|700376|1291361|705738|3206543
f|1597396|303197|204571|399357|2504523
f|308852|394381|807907|796728|2307870
t|484|3685|37|4014|8221
f|576|3148|6614|3981|14319
t|505|2754|13|4107|7380
t|586|3010|3|4388|7989
f|664|2748|8016|3936|15365
t|733|3121|5|4864|8723
f|632|2525|8061|4907|16127
f|14290|2651|19562|7444|43949
t|15525|2695|8|6311|24539
t|34391|3928|4|8259|46584
t|597|3012|7|4779|8396
f|768|3228|6802|4958|15758
t|664|2826|11|4530|8032
t|764|2901|13|4169|7849
f|640|3381|6938|4779|15740
t|643|2826|11|5041|8523
f|694|3371|8452|3977|16495
t|611|2970|20|5068|8671
f|1650|3363|8051|5189|18255
t|705|2831|8|5260|8805
t|34759|3129|5|7893|45787
f|29048|2265|9955|6259|47529
f|10331|3017|10630|6203|30182
t|35612|2254|11|6972|44851
t|13770|2479|15|8243|24508
t|41231|2119|3|7217|50572
f|85788|3372|18086|7550|114799
t|17487|2953|10|6624|27076
t|17615|2969|13|7150|27748
f|85970|2426|18563|5648|112608
f|14029|5192|16187|8677|44086
t|14361|2724|23|5955|23064
t|36972|2855|14|6151|45993
t|35206|2889|16|7226|45338
f|28718|3008|14498|6270|52495
f|10412|2490|16164|7140|36207
t|15383|10907|9|7171|33471
f|15141|2791|15852|6936|40722
t|37409|3711|3|7124|48248
t|14300|3410|3|7022|24737
f|15885|2709|17297|6091|41985
t|12854|2762|4|7698|23320
f|12325|2707|15444|6858|37336
t|36663|4025|12|7320|48021
t|14660|2910|6|7025|24602
t|37456|2487|17|6586|46548
f|31886|3447|21204|6448|62987
f|14104|2743|18013|6083|40944
t|16631|3099|12|7219|26962
f|16734|2498|19451|6762|45447
t|39423|2774|4|6407|48610
t|16146|2569|5|7905|26626
t|16878|3350|6|7898|28133
f|86524|3001|17377|6686|113590
t|15020|2579|12|7730|25342
f|100495|2320|17573|6620|127009
f|89324|3030|18698|11485|122539
t|113388|3594|11|6666|123661
f|96916|3143|19594|6263|125917
f|82517|2998|21253|6785|113554
f|100917|3366|19228|6275|129788
t|118399|2491|6|7512|128409
f|88402|3268|19716|6220|117607
f|79084|3001|19919|6911|108916
f|119332|2649|20777|6378|149136
t|120295|3319|5|5824|129444
f|86832|2865|19134|7130|115963
f|82154|2961|19333|6353|110802
f|84106|3088|19770|6533|113499
f|101904|2472|20833|11603|136813
f|110429|2834|19967|6130|139361
t|111607|3423|14|10254|125300
f|87476|2519|22965|11079|124040
f|94841|2854|22336|18181|138213
f|84502|2844|21980|7574|116901
t|110819|3259|17|8254|122350
f|95528|2603|22248|7994|128375
f|86625|3300|21449|7115|118491
t|132688|2620|11|7729|143049
f|85841|2904|22081|7506|118333
t|109144|3696|3|7441|120285
f|86660|2735|27710|7077|124184
f|40701|2559|29026|7271|79558
t|46929|3169|3|8442|58544
f|86515|3002|26975|6586|123080
f|9708|2989|28669|6781|48149
t|55496|2718|10|6182|64408
f|14891|3592|30264|7647|56395
t|52019|2481|7|7882|62391
t|47846|2227|19|7434|57529
t|29251|4461|4|5395|39112
f|11737|2874|15965|4885|35462
t|33762|2443|15|4985|41207
f|13020|2155|17431|5765|38372
t|69544|2885|7|6332|78769
f|6116|2522|17471|4772|30882
t|70413|2758|14|6111|79297
t|73631|2603|11|5886|82133
f|25753|2643|22792|6832|58021
t|30462|2865|4|6238|39571
f|6351|2836|20912|6210|36311
t|29665|2530|6|5406|37609
f|14495|3091|24377|6407|48373
t|62941|3118|13|6725|72800
t|47200|3284|12|6846|57343
f|10397|2459|23745|5924|42527
t|41307|2631|11|6283|50234
f|27722|2927|26086|5900|62636
t|131957|2883|4|6303|141148
f|107430|2773|26389|6431|143023
f|11177|2345|26357|6611|46491
t|55502|2685|11|6590|64790
t|54658|2700|8|7663|65030
t|44967|2529|13|52192|99703
f|87003|3133|33749|7918|131805
t|51087|2850|12|7497|61447
f|83453|2686|33075|8280|127495
f|154143|2590|32372|7447|196554
f|85310|4511|31632|52894|174348
f|102184|3449|39391|64124|209150
f|14262|2682|37862|8588|63395
f|10253|5719|29818|9331|55123
t|53096|4579|9|9664|67350
f|11587|2692|29975|7518|51773
t|45907|2878|12|7177|55975
t|47404|2625|12|15889|65931
f|14684|3004|33321|7055|58065
f|13085|2672|32032|7076|54866
t|45234|3456|12|7205|55908
f|14599|2898|33427|6600|57526
t|44724|3396|20|6408|54550
t|50262|2946|17|7360|60587
f|14567|2819|31892|9552|58832
f|10926|3084|31797|7049|52858
t|60450|2838|13|7026|70328
t|44181|2738|15|6429|53364
f|4566|2687|33898|12702|53854
t|119129|3975|12|50422|173539
f|94166|2693|33588|6549|136998
t|120146|2630|13|7565|130356
f|93946|8418|35582|8050|145997
f|91628|2871|45421|7860|147782
f|151725|5306|36389|6649|200071
f|95802|3031|37044|8823|144701
t|118846|2427|11|7334|128620
f|109747|28381|35814|8156|182099
f|165658|4282|91557|11531|273030
f|106115|3919|90912|9492|210439
f|97109|95140|36914|68925|298089
f|87519|2128|52341|10486|152475
f|101985|4101|95597|98721|300406
t|119084|2556|14|82457|204111
f|107041|3633|89363|9453|209492
f|164942|3363|41454|53071|262831
f|104089|3305|40082|52445|199922
f|102269|2775|37285|7991|150322
t|172423|2320|9|29384|204138
f|97049|2730|44906|12780|157466
t|165629|2710|14|9233|177587
f|94115|2802|46679|9777|153375
f|94267|4058|185787|98544|382657
t|3570|3418|4|6462|13455
t|8667|4678|7|5899|19253
f|13348|3036|16742|5339|38467
t|928|4368|16|6251|11564
t|1013|2971|11|5247|9244
f|11714|2386|15521|5916|35539
t|1279|2562|11|5126|8981
t|3810|3078|14|5971|12874
f|12420|3067|15457|4985|35930
f|3368|2594|21415|5346|32723
t|5194|2730|12|5604|13541
f|13020|2335|16092|9984|41433
f|13468|3276|42092|8257|67094
t|23923|2557|16|6794|33291
f|14392|2749|41523|5998|64663
t|24669|2491|11|7216|34388
f|83816|2729|53787|9397|149730
t|203956|3445|7|9426|216836
f|91826|2204|84141|6963|185136
f|74147|2836|95549|7607|180140
t|9304|2303|6|5587|17201
f|7907|2748|16761|5677|33094
t|18620|2750|6|6933|28310
f|14664|2746|27639|6129|51179
t|19871|2330|12|6465|28679
t|20354|2966|18|6403|29742
f|13737|2739|27672|15384|59534
f|9836|2908|70966|6608|90320
t|19368|2632|12|6412|28425
f|14823|3023|38104|6240|62192
t|22538|2563|4|6414|31521
t|22697|2857|10|6517|32083
f|14825|2383|41206|6775|65190
t|26234|2612|13|8398|37259
f|12859|3256|44856|8741|69714
t|112263|2677|11|6886|121840
f|125329|3946|92386|11229|232891
f|94695|2859|81911|9257|188724
f|88795|2016|63598|7916|162327
t|136112|2268|13|44747|183142
t|134226|2220|15|9424|145887
f|98620|2288|81409|8459|190778
t|137974|2221|18|7972|148187
f|97504|2699|99104|9136|208444
f|93283|2928|99206|9016|204435
t|141359|3061|3|8257|152681
f|86226|2225|89107|8413|185973
t|136193|2834|12|8241|147281
f|88300|2344|57687|8533|156865
t|135741|2544|10|42222|180519
f|94924|2028|77792|8319|183063
f|85683|2634|62858|7724|158901
f|97417|3030|59921|8706|169075
t|140496|2043|8|38364|180913
f|94662|3026|64924|32571|195184
f|98794|4163|61246|83985|248190
f|171582|4041|92035|96575|364234
f|98702|2820|75233|7720|184475
f|110636|2470|60135|343288|516530
f|114700|2316|57592|41648|216258
f|112965|2296|63310|8708|187280
t|137932|2284|9|34976|175202
t|142034|42726|10|23941|208712
t|139645|2409|23|9564|151642
t|145167|2162|10|54231|201572
t|137492|99365|8|142777|379643
f|490561|288577|198096|512955|1490190
f|391336|313946|483008|601441|1789732
f|284400|203478|302533|302368|1092780
f|550781|396963|285883|704866|1938494
f|554955|301632|302501|881825|2040914
f|404926|196784|294729|508589|1405030
f|486411|197570|193059|608916|1485958
f|272102|289808|291857|1106424|1960192
f|191398|99909|95167|201758|588233
t|1665|3252|11|5125|10054
t|11708|2643|7|5773|20132
t|9904|2658|12|5250|17824
f|14497|2578|21323|5853|44253
t|8691|2629|12|5826|17159
f|23029|2945|17615|4964|48555
t|74330|2756|12|5829|82928
f|4581|2750|20367|5129|32828
t|21880|2630|9|5360|29881
f|12567|2493|20694|5809|41565
t|8957|2348|21|6012|17339
t|9457|3829|7|7323|20617
f|12983|4331|18973|4896|41184
t|8255|2672|11|5695|16635
f|5590|2421|19169|5349|32531
f|8080|3064|19989|9383|40517
f|6305|2499|22524|6311|37640
f|13520|2599|22792|5244|44158
t|285415|2479|14|11212|299121
f|107549|2187|35161|10989|155888
t|185266|2215|12|11261|198756
f|126267|2197|35152|10700|174318
f|108063|2397|33571|11330|155363
t|168617|2893|19|10947|182478
t|11271|3327|14|5919|20532
t|11191|2703|12|7370|21277
f|128798|4493|90580|118725|342598
f|160006|93382|88302|16132|357825
f|100030|2375|53360|10438|166205
t|179349|2410|11|83457|265229
f|115522|3752|51740|35720|206735
f|102039|74271|49218|9906|235435
t|165246|25849|7|18470|209573
f|114815|4824|49519|9758|178917
f|158071|4238|42878|28574|233762
t|208193|2473|11|10395|221073
f|125018|2263|36590|11392|175264
f|99413|2194|42839|44287|188735
t|205448|2335|12|58093|265889
f|95914|2244|43695|11376|153231
t|177864|2459|12|30543|210879
f|130265|2191|44904|13358|190720
f|143498|3108|48393|11236|206237
t|169641|2363|11|37120|209136
f|96411|2953|48155|317093|464614
t|211527|108545|14|99899|419987
f|188545|88642|57087|58957|393231
t|203782|3369|27|194069|401248
f|222261|78096|56196|19016|375571
t|408535|295566|7|1203749|1907858
f|105017|2351|51309|27213|185891
t|186433|5189|10|87141|278775
f|118881|3141|52859|12277|187160
f|163458|1986|100586|12864|278895
t|204996|5277|9|31938|242221
f|122440|15506|65433|205084|408464
f|241034|10260|138884|54355|444534
f|121526|85146|54744|45360|306777
f|112436|2068|54449|14663|183617
f|162961|7704|92184|1297762|1560612
f|362753|201492|292846|892813|1749905
f|678056|200510|209686|404105|1492359
f|213015|95262|291522|313424|913225
t|710|3298|14|5473|9496
t|636|2618|11|5157|8424
f|429|2549|12947|4989|20915
t|524|2619|10|4510|7665
t|583|2914|5|3858|7362
f|2928|4202|14420|7052|28605
t|623|3830|13|4595|9062
f|401|2921|9175|3781|16280
t|714|3028|15|3912|7670
t|588|2445|12|4430|7477
f|538|2843|12770|4405|20559
f|10626|3461|14759|7193|36040
f|11678|5796|11426|7231|36132
t|1252|3619|5|6761|11639
t|1272|2714|10|6756|10754
f|11618|2857|17381|5315|37173
t|869|2364|2|5342|8579
t|878|2580|11|5148|8617
f|3885|3402|12417|6509|26214
f|18129|3754|21559|10373|53817
t|5451|2565|14|5291|13322
t|6071|2596|9|5306|13983
f|12179|2418|23292|4952|42842
t|2485|2968|13|5708|11175
t|2121|2629|13|4967|9732
f|10598|2359|12397|4320|29675
t|1551|3461|5|5046|10064
t|1444|5125|23|4683|11276
f|4006|4855|12570|5918|27351
t|2099|2397|13|5460|9971
t|5217|2665|25|4972|12880
f|13582|2444|20217|4880|41124
t|3821|2793|11|5362|11989
t|5643|2719|13|6583|14959
f|7107|5319|22610|8110|43148
f|13937|5462|77207|5498|102106
f|7835|3766|99604|5671|116878
t|6120|2698|9|6788|15616
t|5113|2311|10|5710|13145
t|6122|3170|17|6133|15444
f|6747|3244|37385|5985|53363
f|13979|2457|30913|6280|53629
t|8174|2434|18|6259|16887
t|5308|2562|11|5811|13693
t|7347|2691|3|7008|17052
f|18292|3687|29966|6082|58029
t|6290|3020|12|6109|15432
t|7980|2428|26|6396|16831
f|6862|4866|28367|6500|46597
t|12123|4604|8|6825|23563
t|9160|3806|12|20864|33843
f|13032|2832|32617|6263|54747
f|6926|2733|34081|5705|49446
f|16300|4773|32820|8149|62043
f|93706|4939|95514|7908|202068
f|3378|98247|105060|96328|303014
f|7153|3317|35966|32565|79003
f|8071|3421|56764|11491|79748
t|14379|3026|12|6283|23702
f|84718|3200|44801|7550|140271
t|111299|2284|3|69020|182607
t|10155|2460|5|9013|21635
t|3147|5695|3|98215|107061
f|3008|95840|101226|96310|296385
f|7862|3782|56180|9021|76846
f|24170|4091|62008|7176|97447
t|15386|2651|10|7124|25173
f|9954|2605|46793|5776|65129
f|8553|2888|40829|6930|59202
t|15372|3210|14|7655|26252
f|15359|3625|62268|8621|89874
f|71741|3013|41330|54178|170264
f|12915|2052|51861|9189|76018
f|83446|2561|80754|11420|178182
f|70971|2999|71311|6969|152252
f|83813|4057|45619|6275|139766
t|111412|2082|2|79836|193333
f|11175|4280|45659|6749|67865
f|8831|2382|42210|6249|59673
t|16415|2733|12|7706|26868
f|19655|4741|54425|8587|87410
f|91174|3087|74030|12834|181127
f|83681|2443|95704|6699|188529
f|87152|7579|117218|7302|219252
f|294805|199455|493849|701884|1689995
f|402523|293882|106125|293722|1096254
f|200126|196460|264318|128995|789901
t|892243|204737|5|404222|1501208
f|301371|198576|97916|401312|999177
f|133494|2612|138357|1700319|1974784
f|172984|92739|402209|1194830|1862763
f|9302|198126|290160|113972|611562
t|137226|90687|9|14245|242168
t|232171|90391|10|111381|433953
t|138018|2162|13|84272|224466
t|139422|2339|11|9907|151681
f|108189|2897|68706|9236|189029
f|103216|2201|70649|10025|186093
t|15146|2853|20|7184|25205
f|126174|2010|67450|10500|206136
t|142469|2792|34|9270|154567
f|110051|2060|64508|10511|187132
f|95632|3449|89277|15914|204272
f|105455|2224|87464|13107|208252
t|199396|2524|9|23581|225511
f|163322|2240|102927|12928|281419
f|103361|2385|90957|198662|395367
f|89317|2357|79528|11124|182327
t|139753|2194|11|9232|151191
f|126611|2294|80724|10826|220457
f|99141|2321|79333|10322|191118
t|132252|2223|7|8410|142894
f|88643|2068|73300|9423|173436
f|123968|2296|78915|97329|302510
f|95076|3053|81519|11246|190895
t|169025|2735|7|79036|250805
f|195107|2843|90497|20305|308754
f|123743|3374|96176|102336|325631
f|510560|93139|99113|611263|1314076
f|102517|201736|297338|105930|707523
t|136318|2007|11|8906|147243
f|91957|2293|81691|10149|186091
t|134819|2235|14|9165|146235
f|91190|2130|83278|10307|186908
f|108550|2160|82526|12798|206035
t|133939|2184|5|33207|169336
f|93242|3893|92126|11202|200465
t|137074|2835|13|9432|149356
f|104520|3320|90319|10360|208521
f|106708|2961|159570|8997|278237
t|133903|2688|10|9618|146220
f|105410|2329|93253|10994|211987
t|140271|2154|2|9286|151715
f|89895|2300|91428|8631|192256
f|110769|2074|86757|10730|210330
t|137376|2101|3|9736|149216
f|96955|2269|86167|10488|195881
t|141087|2179|13|9404|152685
f|101644|2422|94052|10926|209046
f|105565|2776|93602|20735|222679
f|101711|3418|86612|13541|205283
t|142129|3058|12|18995|164195
f|170849|2720|92942|13248|279760
f|109227|2697|91745|1009855|1213526
f|109331|101568|395448|1002190|1608538
f|196153|93794|108421|602248|1000617
f|495995|496778|103139|412474|1508388
f|200556|99826|197058|103496|600937
f|3769|4733|15013|5586|29103
f|113588|7004|90138|6851|217583
t|560|3223|10|4086|7880
f|576|2998|7509|5490|16575
t|886|4865|9|7377|13138
t|799|2742|13|4533|8089
f|701|2895|7043|4539|15179
t|907|2479|11|4662|8059
f|684|2730|8083|4703|16201
t|939|2673|11|5144|8769
f|13420|2388|9371|4513|29694
t|2595|2823|12|4612|10043
t|3037|2491|9|6099|11637
f|12550|2484|13945|6086|35068
t|6948|3662|12|7374|17999
f|13100|197863|19859|49370|280194
t|9074|3100|12|9330|21517
f|10586|2738|16138|5222|34685
t|6773|2618|5|6019|15417
t|5661|2867|12|8353|16894
f|13683|5467|17073|6068|42293
f|8979|3214|20039|5662|37895
t|5991|2779|12|5852|14634
f|13471|2991|15174|5524|37162
t|7326|2738|5|6621|16691
t|5057|333376|4|11138|349577
f|5693|115789|26791|7588|155862
t|13174|3043|15|8088|24322
t|11323|2499|12|6535|20369
f|14079|2528|22826|5910|45344
f|10934|4552|22422|5358|43267
t|10852|2395|23|41841|55113
t|9162|3350|8|7742|20263
f|15173|2302|26216|6392|50085
t|13626|2694|8|7875|24205
f|11674|2409|29504|6969|50558
t|11921|2383|10|7674|21989
f|14091|2971|30359|6637|54059
f|7068|2615|30387|5929|46000
t|111194|2349|11|7131|120687
t|108430|2370|9|7244|118053
f|89963|2919|31365|14813|139062
t|9232|3510|12|6609|19364
f|15135|3027|25457|6025|49646
t|11757|2686|11|7428|21884
t|12593|3058|4|8760|24417
f|15914|3431|31657|6072|57076
f|8362|2590|24413|6685|42051
t|13591|2945|3|7483|24023
f|13393|2611|25736|5899|47639
t|9512|2275|9|6632|18429
t|15927|2316|10|6786|25040
f|13373|2828|25601|6383|48187
t|11144|2600|5|14680|28430
t|14048|2269|2|6469|22790
f|29826|3089|28572|7086|68575
t|14686|2905|12|6293|23897
f|14250|2585|29825|6994|53655
f|107696|4939|92626|10516|215778
t|134760|3628|3|97669|236061
f|34774|2755|34988|9609|82127
f|85430|2807|41116|8126|137480
f|83415|2212|29582|6163|121374
f|86510|2797|32364|7220|128893
t|109901|2385|4|34068|146359
f|93869|2751|32446|6141|135208
f|84261|2909|33341|6744|127256
t|110944|2530|13|6582|120071
f|84459|10193|35975|9086|139715
f|94945|3271|35933|6486|140636
f|85177|2584|35418|6696|129876
t|109592|2544|9|7327|119473
f|87188|4437|36743|7863|136233
f|81821|3772|35669|8596|129860
t|110502|4394|18|9970|124885
f|82617|2408|37921|7174|130121
t|109411|2449|16|29162|141040
f|99771|5508|89668|9742|204691
f|163365|8700|34641|5730|212438
f|42764|3210|35850|7339|89165
f|86909|3162|33528|7987|131587
f|86967|2630|53808|103355|246761
t|112552|2472|11|7646|122682
f|1502916|207427|501596|705182|2917123
f|891868|391500|210554|506661|2000586
f|598907|209702|388863|219625|1417097
f|490639|106924|395219|804266|1797050
f|411049|200165|194378|214086|1019680
f|703993|198262|197415|2007895|3107568
f|401355|297785|401469|703135|1803746
f|2838|3161|25727|5635|37362
f|6041|2784|25757|5616|40199
f|9885|2825|34012|8461|55184
f|11655|2879|40286|6939|61761
f|132814|2842|59477|13611|208746
f|133816|2197|55819|14551|206385
f|122507|2361|59954|14294|199118
f|124432|2280|58729|13634|199076
f|115090|2386|59685|12462|189623
f|132445|2554|59613|29153|223767
f|117005|2337|61300|12193|192837
f|155985|2279|102188|14964|275418
f|168673|3685|80985|15268|268612
f|138879|2428|118336|15722|275366
f|209464|198697|499158|1803738|2711059
f|707348|599796|286389|999975|2593509
f|303295|194287|113024|2198322|2808929
f|998620|288964|300246|809096|2396927
f|507629|693860|200918|1205463|2607871
f|17453|3192|37153|15829|73628
t|15496|3146|15|8421|27079
t|2933|3130|15|6061|12140
f|15830|2358|11352|5019|34561
t|3082|2873|15|7290|13263
t|4381|2349|12|5072|11815
f|10630|2368|13370|7385|33754
t|206518|91500|9|104354|402382
f|103759|2348|53809|36876|196793
t|3173|2887|12|9564|15638
f|4704|3954|14330|4899|27889
t|3322|3130|27|4962|11442
f|54575|2859|13276|5005|75717
t|4075|2780|14|5327|12197
t|3985|2350|10|5092|11438
f|11840|2810|14001|6829|35482
f|4827|2649|15672|5219|28367
t|6034|3297|12|6683|16029
t|11331|3183|13|6503|21032
f|12981|4255|30510|7775|55523
t|15784|2789|11|7974|26559
f|8246|2674|34574|7728|53224
t|12239|2696|11|30760|45708
f|86049|2755|32297|6514|127616
t|113586|4936|10|7724|126258
f|87673|4613|35873|8160|136321
t|109292|2419|10|6682|118405
f|93823|2203|35884|8138|140050
f|100384|2303|36914|9045|148648
t|122228|2272|13|7826|132341
t|127845|2331|18|8356|138550
f|161800|5244|37405|10199|214649
f|93750|2281|37665|9231|142929
t|122855|2485|3|8239|133583
f|100574|2438|38983|9580|151576
t|129753|2979|15|8701|141450
f|98578|2291|39727|9259|149857
f|94473|2732|38926|9486|145618
f|212033|2326|59320|67850|341531
t|129496|12521|22|7840|149880
t|131369|2676|4|16421|150472
f|98554|3054|58272|14959|174840
f|101011|2369|39175|8884|151440
t|131764|2854|15|8584|143219
f|100036|2409|40659|10267|153372
t|128440|2328|14|8233|139017
f|98141|2410|43249|9604|153406
t|129981|2445|5|23655|156088
f|151345|2285|91832|17573|263036
f|122359|2363|40777|9840|175341
t|130312|4226|5|62814|197359
f|98368|2448|42472|26528|169817
f|93397|2427|44306|9297|149428
f|95184|2245|42122|8733|148286
t|129617|2430|12|8966|141027
f|114879|43606|42350|9877|210713
f|92924|2693|44969|9532|150120
f|92973|2309|43790|9188|148261
t|132943|2901|6|95274|231126
f|97394|3002|126203|77241|303841
f|98566|37200|98760|107871|342397
f|155132|91777|97951|12921|357782
f|56832|45613|95216|111723|309385
f|46088|66321|87285|9827|209521
