optimistic_submission|decode_duration|prechecks_duration|simulation_duration|redis_update_duration|total_duration
t|14224|2880|7|9161|26273
t|16843|2748|12|6991|26596
f|35018|2748|40125|6843|84735
t|7831|3389|11|9294|20526
f|6026|3059|48745|7907|65739
f|4718|2074|37226|47778|91798
t|15399|2459|12|9377|27248
f|15936|8595|44112|8197|76842
f|109998|8065|89125|12708|219898
f|153811|4696|51837|143819|354164
t|7919|2762|16|7934|18633
f|32599|2660|41373|51483|128116
f|4687|3504|41738|13109|63040
f|115486|2400|67685|106337|291909
f|99266|6762|89325|14720|210075
f|143903|4984|94540|99264|342693
f|106771|4179|189402|8546|308898
f|83564|3032|51811|24787|163196
f|101367|2738|51553|7167|162826
f|83108|2782|64543|8847|159282
f|84434|2539|48616|9268|144858
t|108040|2543|20|9783|120388
f|82710|2670|46074|7549|139005
f|91027|3217|54999|14146|163390
f|97374|6073|49731|8091|161271
f|85875|2343|50005|25032|163257
t|111734|14048|14|139072|264870
f|142715|7700|139145|63581|353143
f|99059|5008|91160|15225|210454
f|103117|9032|86988|9143|208282
t|26844|3477|4|70588|100915
f|87338|6295|86412|9737|189783
f|84008|3408|52921|9402|149740
t|112484|3735|7|10022|126250
f|86025|2689|57071|8456|154243
t|107745|3076|2|91713|202538
f|97266|3527|91005|7200|198999
t|110252|2438|10|7987|120689
f|84834|2211|41589|9065|137700
f|96917|2747|43336|15722|158724
t|119529|2468|10|7869|129878
f|132704|3832|90182|114586|341305
f|95353|93099|41896|59220|289569
t|103737|2510|11|9894|116154
f|116360|2973|89751|7371|216457
t|851|4329|5|5889|11075
t|704|2436|13|3949|7102
t|1853|3920|6|5409|11189
t|2800|2558|25|5322|10707
f|2692|2933|11486|4392|21505
f|711|2868|21882|4001|29464
t|790|2829|4|4492|8117
t|646|2600|11|4512|7771
f|802|2307|197009|4891|205010
f|716|2410|212813|4352|220293
t|1046|2558|10|4671|8286
f|4701|2805|14494|6251|28252
f|1307|2784|10865|4733|19691
t|1214|3496|22|4052|8786
t|1448|3093|10|5286|9839
t|3106|2536|10|6537|12191
t|4597|3190|15|6109|13913
f|2281|2254|17121|4676|26334
f|31082|2604|19281|5018|57986
t|5836|2493|12|4540|12882
f|30859|2449|20890|4833|59032
t|6719|2786|10|4437|13954
f|3188|2629|19181|5711|30711
f|28043|3110|19195|4480|54829
f|30825|2391|18152|6128|57498
f|86542|2548|35725|7017|131834
t|116963|2443|6|29482|148895
t|108875|2440|8|15530|126855
f|90546|7208|68805|10986|177547
f|73988|2784|37577|7562|121912
f|91464|2692|38299|6565|139022
f|85065|2604|40882|8289|136843
t|115854|3343|10|8028|127237
f|87506|3201|122772|59222|272702
t|2815|2316|13|5260|10406
t|5034|2443|13|4933|12423
f|32814|2364|22915|4355|62449
t|8697|2476|13|5417|16604
t|3899|2551|11|6087|12550
f|5104|3061|21057|6067|35291
f|32522|2779|21174|4462|60938
t|4299|3176|3|6137|13616
t|5786|2646|7|8438|16879
f|38168|3809|25821|6029|73829
t|8994|3979|6|36984|49965
f|4933|2610|30210|6143|43898
f|33071|2559|29317|6603|71551
t|17534|3009|3|7355|27902
t|106964|2626|11|8085|117688
f|87284|11319|31004|6349|135958
t|107280|2839|12|6954|117087
f|86829|2610|35136|8234|132811
f|117385|3353|33783|25778|180301
t|110751|2888|3|7112|120755
f|88852|2047|33849|6361|131110
t|111965|2795|13|6273|121047
f|85769|2743|35679|7875|132067
f|84674|2912|38193|7174|132954
f|92898|2881|39681|6492|141953
f|84368|2483|36317|7414|130582
t|108758|3145|3|7255|119164
f|84915|2425|62588|10443|160372
f|95487|1990|38060|9041|144579
t|125507|10436|13|72231|208189
f|107990|3665|42458|159805|313919
f|105157|7740|87262|10815|210977
f|132100|67808|39300|6455|245665
f|99088|4084|91099|11132|205404
t|105446|2851|13|7690|116002
f|124356|4269|170940|111511|411079
f|164131|4745|39774|7539|216190
f|92132|2999|92682|9193|197007
f|116416|82415|39239|68905|306977
f|110240|5116|85004|10198|210561
f|162590|5036|42490|61290|271407
f|105733|6060|92077|11546|215417
t|104493|4363|24|7812|116694
f|104601|2799|97966|9773|215141
t|765|2709|10|5140|8625
t|17769|3110|18|6460|27358
t|6718|2738|14|7712|17183
f|32325|2613|31479|5552|71970
t|14771|2896|11|16970|34650
f|94883|4483|89121|106156|294644
f|4453|7240|189503|8727|209924
f|82773|2804|78397|13643|177619
f|35164|2445|10083|3837|51530
f|3571|2870|17893|25520|49856
t|9710|3966|12|5093|18782
f|31454|2585|21081|6571|61692
f|3874|2758|21258|6214|34106
f|4656|2677|28352|7510|43197
t|3990|2507|12|6448|12958
t|8253|3120|15|7996|19385
f|34902|2362|30556|6735|74556
f|946|2940|10125|4210|18223
t|728|2680|13|4181|7603
t|583|2554|10|4022|7171
f|636|3005|11196|4113|18951
f|830|2892|10904|3846|18474
t|629|2734|11|3864|7239
t|1116|2779|4|4875|8777
f|32283|2836|11796|4353|51270
t|1524|3089|3|4384|9002
t|1292|2525|11|4996|8825
f|2475|2466|9080|4146|18169
t|1175|2192|8|4042|7419
t|1492|2618|11|4286|8408
f|33021|2787|11156|4711|51677
t|2043|2398|5|4605|9052
t|5718|2749|5|5421|13894
f|27805|2656|16134|5059|51657
f|3278|2666|14698|6781|27424
t|2448|2567|10|4722|9749
t|2868|128081|10|7375|138336
f|30996|2566|16403|7002|56968
t|5261|2627|9|6170|14069
t|4768|2788|13|5232|12802
f|30011|2943|18412|18932|70299
t|3060|3205|23|5583|11873
t|3699|2472|12|4879|11064
f|32781|2976|23193|6095|65047
t|6897|2748|3|5540|15190
t|6837|4574|10|7213|18635
t|10484|5056|17|5717|21276
t|4515|8262|3|5285|18067
f|40911|2712|29708|10262|83595
f|38081|3357|31784|10810|84035
f|34442|3073|35981|6480|79978
t|8666|7734|3|7443|23848
f|6115|4300|35387|45715|91518
t|15119|2525|13|7040|24698
f|5172|2522|37039|6278|51012
f|33403|2656|40339|6000|82399
f|4581|2457|35796|5646|48481
t|12185|2468|7|5899|20561
f|7302|3291|30331|9651|50576
f|18323|2990|179242|112065|312622
f|98395|4014|91848|11309|205567
t|7235|4047|5|12288|23576
f|7126|3127|39181|5996|55432
t|13225|2844|14|6928|23012
f|30887|3186|34702|7332|76108
f|3748|3231|33970|8654|49605
t|21242|4778|16|9540|35577
t|6143|2759|13|6298|15215
f|31241|2613|34678|6616|75150
f|4000|2387|34394|6324|47106
t|15657|2707|13|6207|24586
f|5457|3459|35702|8009|52629
f|30033|3784|35412|12053|81283
f|4847|3607|77213|10036|95704
f|4442|4879|40978|58461|108762
t|112457|2635|11|6046|121150
f|102526|6115|89425|112940|311008
t|24611|2810|11|7522|34955
f|4175|2747|42734|7050|56708
t|8677|3545|17|60709|72949
f|7524|61027|99975|9498|178025
f|68157|2831|38858|6862|116710
f|97315|2116|37795|6800|144028
f|139186|2570|37584|7064|186405
f|83946|2771|95083|10007|191809
f|177480|3276|92925|12092|285774
f|103989|3923|92375|109584|309872
f|103898|4005|41260|55680|204844
f|99295|3458|45656|6602|155012
t|113464|3023|15|8165|124669
f|80445|2312|44355|5535|132649
t|120195|2712|6|7885|130798
f|84445|2767|50574|7251|145039
f|107712|93567|197311|807555|1206146
f|188906|99270|404887|300131|993195
f|208866|196308|96703|609332|1111210
t|3518|2107|10|5013|10650
t|4400|2805|14|5148|12368
f|192244|191979|100987|708092|1193304
f|297637|192442|108202|796848|1395129
f|105545|102423|93055|904926|1205949
f|100812|91214|108249|1196280|1496556
t|2132|3009|3|5194|10340
t|2897|2467|12|5259|10638
f|36183|2978|17825|5779|62766
t|2989|2620|11|4850|10471
t|3402|2583|13|4689|10689
f|30096|2001|19735|4684|56517
f|1839|3092|19717|4638|29286
t|5767|3403|12|4838|14021
f|30513|2260|22669|4914|60358
t|7231|2533|9|5981|15756
f|4364|2537|25705|4788|37395
t|3915|2855|11|6014|12796
t|8380|2715|11|5689|16797
t|3571|2638|12|5561|11784
f|29003|2121|24510|5310|60946
t|2351|2732|4|5645|10734
f|3807|2682|24080|4863|35433
t|4733|3670|6|5547|13958
f|30210|2988|25410|4557|63167
t|10388|3064|9|5990|19452
t|4063|2631|10|5451|12156
f|31809|4843|26377|4947|67978
f|3907|2673|24379|6575|37536
t|6651|2947|8|4813|14421
t|5329|2347|4|5722|13403
f|32868|2613|24220|5869|65572
t|9820|2433|11|5605|17871
f|32124|2396|26033|5694|66249
f|91909|2407|90578|20103|204998
f|93336|2395|35829|8666|140227
t|114483|2479|19|8194|125177
t|144215|2214|10|8443|154884
f|90359|2773|36943|7856|137932
t|128920|2036|10|7057|138025
f|43148|2488|25353|5545|76536
t|11363|2391|10|5452|19217
f|3944|2531|25398|5611|37485
t|7861|3163|9|6326|17360
f|33702|4884|26163|7611|72362
t|113188|2860|4|8277|124330
f|130518|2327|30028|7413|170288
t|132133|2395|10|77062|211601
t|115643|3705|14|8864|128227
f|90757|2093|32865|48741|174457
f|199826|2714|36874|8608|248023
f|89571|2379|37622|8395|137968
t|115906|2208|3|7209|125327
f|95535|2304|32604|8501|138946
f|90180|2643|35887|8139|136850
t|132956|2302|13|8300|143572
f|109356|2519|38868|9206|159950
f|91290|2201|35165|8593|137251
f|92355|3284|76957|13595|186192
f|90807|3033|121059|7076|221975
f|110823|2457|37455|8588|159324
t|147154|3424|21|62045|212645
f|199929|101555|90689|708247|1100421
f|197038|100605|95508|800032|1193184
f|202798|96274|97928|1094382|1491384
f|110554|2224|38308|8462|159550
f|182767|2804|35244|251599|472416
f|89986|64439|96158|800329|1050913
t|108975|94857|8|1005791|1209632
f|205006|94903|103048|1199406|1602365
f|103511|97479|301400|606760|1109151
f|791705|505284|300451|905823|2503263
f|803497|498618|304585|703047|2309749
f|613014|180361|101268|494481|1389126
t|999762|700173|6|1507703|3207644
f|992022|602312|309104|1385409|3288849
f|612133|189438|308926|2697754|3808253
f|1092728|608958|689610|799884|3191181
f|907000|191984|203249|518104|1820338
f|511020|96838|191639|2503141|3302639
f|410269|301334|190170|2797988|3699762
f|605047|693631|395487|1808294|3502460
f|510359|690592|198129|1809412|3208494
t|162077|35973|7|12827|210885
f|138137|2907|37976|12864|191886
t|171786|2150|11|51567|225516
f|99288|2397|27717|35890|165294
f|109736|2307|26299|56346|194688
t|144192|2528|6|86693|233421
t|156399|2349|12|9365|168127
f|99261|2224|29429|10369|141284
t|128465|2139|12|69956|200573
t|183967|3279|12|9167|196428
f|179227|2302|18766|10113|210410
t|126772|2357|13|10047|139191
f|95788|2170|17055|8931|123945
f|106552|2338|19161|13481|141533
t|154437|2451|19|9883|166791
t|128275|72831|13|10952|212073
f|129841|71033|31139|9767|241782
f|94245|2131|28537|10060|134975
f|138300|2327|36520|24091|201240
f|195180|2066|36566|56267|290081
t|165362|2288|13|58212|225876
f|182271|2048|28004|9883|222208
f|116128|2302|39882|13467|171780
t|318203|2424|11|101450|422090
f|196561|2713|110535|106522|416332
f|118592|61104|94810|105307|379814
t|304118|198819|11|897841|1400790
f|602435|100271|189196|2499317|3391220
f|498732|310549|398593|2305995|3513870
f|169912|87189|98840|16040|371983
f|183114|2160|54882|36558|276715
t|154949|2302|3|89246|246501
f|62259|37590|43429|12762|156041
f|186839|2512|44081|50528|283962
t|212000|2279|12|89983|304276
f|122323|22434|55261|13123|213142
t|159206|2355|23|56878|218464
f|242647|85112|100584|14579|442923
f|266711|83363|57538|54592|462206
t|239541|2263|15|162021|403841
f|280862|89658|298501|1202559|1871582
f|311095|97672|392020|1099216|1900004
f|305710|98130|96598|2005273|2505712
f|611441|599932|295435|2194502|3701312
f|1197744|507851|319466|664473|2689536
f|1105811|596709|316573|1085450|3104544
f|1904018|499037|532435|664623|3600114
f|1190118|421882|489217|617478|2718696
f|86013|3255|34399|7888|131556
f|120896|2841|37142|7488|168368
f|82606|2651|36231|7190|128680
f|1184|3157|17346|5689|27378
f|1685|2980|17924|5224|27815
f|2358|3261|18130|5639|29390
f|7229|3445|21201|5223|37100
f|7744|3180|27426|6151|44503
f|6126|3078|29602|6606|45413
f|3962|2754|29734|8228|44679
f|3616|2649|29864|7099|43231
f|6344|3029|31747|62709|103831
f|84320|6584|87225|5722|183852
f|84739|2593|33101|6698|127133
f|83578|2512|32263|5832|124187
f|83668|3308|31487|6553|125017
f|83507|3106|31932|7354|125901
f|84732|2915|33162|7026|127837
f|116863|3044|32156|5781|157846
f|110868|6201|35725|9863|162658
f|93844|2276|33255|6308|135685
f|120541|4796|35568|7177|168084
f|84719|3451|34387|6943|129502
f|83496|2784|35247|6540|128068
f|323887|2177|44716|11476|382258
f|84646|2676|43419|7193|137936
t|123693|2487|11|6942|133134
f|82630|2408|38120|7330|130489
f|83315|3283|39226|6775|132601
t|1267|4437|3|4616|10324
t|766|3016|19|5032|8835
f|31665|2914|17622|4234|56436
t|965|2630|13|4957|8566
f|1335|2652|19375|4348|27712
t|3347|2988|4|5026|11367
t|2428|2704|11|5189|10334
f|2661|2695|18530|5128|29015
f|31475|2737|18247|4405|56865
t|1188|2573|6|5334|9102
f|32060|3412|22875|4723|63072
t|1982|2866|6|5971|10827
f|30326|3435|19271|5022|58055
f|1812|9828|88684|7014|107341
t|34596|2399|10|6157|43165
f|33929|2919|31595|5785|74231
t|3965|2557|6|5913|12442
t|4510|2631|9|5346|12498
f|4149|2585|28016|6414|41166
t|3154|2667|10|4563|10396
t|2914|2733|13|5348|11009
f|30298|3108|21300|5445|60152
t|2719|2527|6|5581|10835
t|86178|4748|4|7056|97987
f|3401|5136|19949|4876|33364
t|3059|2267|9|5507|10845
t|4234|3633|13|6834|14716
f|32793|3995|74955|102597|214342
t|2888|3550|6|92614|99059
f|32857|3307|29005|5921|71091
t|5636|2717|12|6099|14466
t|6713|3235|6|6578|16532
f|33346|5089|30398|5441|74277
t|43528|3062|16|5713|52321
f|4126|2674|40492|6055|53349
f|5672|3292|37360|9021|55346
t|7556|4592|8|8387|20544
f|3919|3450|38541|5545|51456
t|8710|32513|6|8609|49840
f|32637|2284|40321|5824|81068
t|5126|2775|13|6170|14087
t|5303|2631|7|5811|13753
f|33281|2600|38477|5860|80219
t|5290|2930|7|5756|13984
f|4972|2469|36826|6041|50310
t|5662|13037|13|5489|24203
f|32172|2605|37272|5124|77174
t|57862|2761|14|9962|70600
f|34136|5236|38968|7422|85763
f|33683|3069|51839|8323|96915
f|4960|3157|48105|11730|67953
f|86345|3332|40981|6811|137471
t|107242|3006|13|7247|117509
f|84432|2463|39111|5769|131777
f|83414|3249|42442|6255|135362
f|95971|6088|101247|7874|211182
f|113231|4790|60925|6961|185909
t|106994|12068|5|8211|127280
f|84584|3627|85006|107200|280418
t|10635|7211|26|6719|24593
f|4783|5130|38179|55355|103448
f|78140|3312|40147|8886|130486
t|106714|2608|11|8874|118209
f|117813|2804|38597|6980|166195
f|85790|3527|39066|6929|135314
t|107363|2609|9|22492|132474
f|88447|5021|96502|10046|200017
f|191403|3546|93234|9430|297615
f|85805|90204|61878|6931|244819
f|87168|4436|99059|9737|200402
f|87371|6124|90044|8768|192309
f|84893|3615|102435|7173|198118
t|111722|4917|7|9656|126303
f|81645|2858|84741|7394|176640
f|81292|3545|84845|6820|176503
t|641|3441|11|4875|8970
f|585|2614|4984|4297|12480
t|609|2501|9|3750|6871
t|692|3923|5|8024|12646
f|1251|5203|9962|5258|21675
t|558|2468|8|5841|8876
f|5738|2650|44033|6490|58913
f|825|3196|6196|5411|15630
t|972|2573|12|5131|8690
f|796|2669|8368|4620|16454
t|1042|3364|15|4960|9382
t|1033|2660|11|4571|8276
f|30677|2770|9362|4073|46884
t|842|2496|11|7569|10919
f|832|3775|8663|4780|18051
t|1031|2718|13|4980|8744
f|33147|2583|18819|4228|58778
t|2649|2392|23|4704|9769
t|15312|2852|12|5312|23489
f|31948|2758|19406|5321|59435
f|2577|2486|18610|4564|28239
t|3829|4257|9|4271|12367
t|2597|2709|10|6185|11503
f|31934|2257|21771|4929|60893
t|4268|2697|7|5427|12400
t|3365|2746|12|6239|12364
f|32223|2650|24713|5051|64638
f|3989|3166|21990|9523|38671
t|17420|2364|9|5325|25119
t|3906|3023|12|5137|12080
f|32380|2918|23897|4924|64121
t|3776|2488|10|6396|12672
t|4439|2135|8|8389|14973
f|4274|3974|29780|5105|43134
t|4080|3463|13|5810|13368
f|34358|2638|26119|5543|68659
t|20574|3595|4|6204|30379
t|4065|2740|4|6078|12888
f|34249|9869|28087|6772|78979
f|5449|4225|26537|27096|63308
t|4407|2776|11|5843|13038
t|4907|3108|10|6298|14324
f|33013|2647|29068|5565|70295
t|5712|3267|4|6981|15966
f|32264|2520|29672|7558|72016
t|24692|2790|9|39049|66542
f|67559|3934|62048|7622|141165
t|6169|2643|12|6373|15198
f|7287|2339|51288|7291|68207
f|5411|2775|52589|5831|66607
t|6591|2398|11|6461|15463
t|9718|2470|11|6552|18753
f|4902|3585|85825|9404|103718
f|27723|3031|50655|7418|88828
t|4699|3101|5|7571|15379
f|33270|2509|41677|5396|82854
t|4724|2757|12|6281|13776
t|5453|2553|11|6802|14821
f|7262|2405|35038|5689|50396
t|6682|2626|13|5756|15079
t|30520|2372|10|6696|39599
f|4606|5173|60300|9554|79634
f|86371|3205|64601|321060|475238
f|86055|205731|65540|6767|364095
f|5232|7795|50367|6138|69534
t|108345|2620|17|7109|118093
f|87123|2757|59583|7584|157048
f|83943|2653|58877|8769|154243
f|84866|4017|53236|7483|149603
t|129207|2697|12|11362|143280
f|84241|2341|59441|5938|151962
f|84878|2502|59345|6763|153489
t|110320|130998|5|43429|284753
f|85176|228067|97252|7401|417898
f|140674|95336|67147|32917|336076
f|83283|4088|65371|9151|161895
t|109197|2549|12|8583|120341
f|102445|2511|64973|8030|177961
f|84970|2434|65749|6847|160001
t|110487|2625|5|8185|121304
f|83223|2644|78760|7136|171765
f|152025|2487|68903|6209|229626
f|92102|6637|68738|7210|174688
f|115277|2518|65818|7118|190733
f|84412|3458|65686|8242|161800
f|273238|100869|93572|118413|586093
f|202671|4305|50346|55795|313119
t|599|3124|14|4583|8321
t|116912|2680|12|5606|125211
t|44422|2966|9|6858|54258
t|147004|2098|9|6937|156050
t|145665|2933|11|6951|155561
t|168764|2103|14|6908|177790
f|90754|2740|27525|7766|128786
f|6516|2941|21677|43338|74474
t|124254|2767|14|6583|133619
t|47532|2907|8|5962|56410
f|88895|2569|19792|5995|117253
t|166705|2640|12|7033|176392
t|234042|2647|11|8014|244716
f|86386|2616|21308|7333|117644
t|232684|2778|13|9320|244795
t|161816|2268|2|7026|171113
f|90512|2394|28879|8416|130202
t|195043|3705|4|104919|303673
f|131972|93950|47564|149513|423000
t|157642|2990|6|8131|168771
t|161113|3189|3|9101|173407
f|90275|2930|28325|8634|130166
t|161823|2245|2|9977|174050
t|160921|2237|3|8181|171343
f|92056|2231|30631|7701|132620
t|192443|2564|21|10841|205871
t|235614|2204|12|9326|247157
f|96811|2187|35364|12818|147182
t|158976|2436|3|10972|172389
f|95308|4318|45935|20151|165714
t|159540|2226|13|9830|171610
f|98589|2267|40018|11742|152617
t|186689|3853|16|84607|275167
f|40619|2236|42625|19183|104665
f|97716|2219|39693|9954|149585
t|209702|2098|16|9580|221397
f|94538|2502|95954|10119|203114
f|95717|2194|41427|11316|150656
f|92682|2074|48000|105207|247964
f|112122|2101|185974|12079|312278
f|210705|88724|46331|65440|411201
f|101225|17290|47794|356363|522674
t|308022|92235|14|117495|517767
f|109053|2020|89126|312918|513119
f|215092|9187|134664|61693|420638
f|114598|2739|50069|48711|216118
f|103891|6174|53042|11863|174972
t|355977|3003|16|49980|408978
f|96628|2236|47808|9350|156023
f|200130|97644|97610|109748|505133
t|204862|5066|6|295617|505553
f|104747|7740|94273|97846|304607
t|198149|6366|6|295750|500273
f|5130|7598|186764|205751|405245
f|103597|3977|91952|303134|502662
t|80044|3250|14|5040|88349
t|109780|2596|11|5684|118072
f|2804|2630|21413|16124|42973
t|89941|2567|12|6318|98839
t|45669|2706|13|6013|54404
t|47996|195952|6|8489|252444
f|5791|66919|29546|7283|109541
t|48447|2525|8|5948|56930
t|45211|2224|7|6434|53878
f|6288|4618|28154|5426|44488
t|33321|2739|23|6648|42732
t|41869|2350|25|6281|50526
t|43346|2952|12|6005|52317
f|5664|2454|30484|5855|44458
t|44954|4516|17|9925|59413
t|42774|2480|12|6654|51923
t|31977|2620|9|6274|40882
f|6677|3278|35714|5415|51087
t|51625|3172|18|6624|61442
t|51206|2740|8|7139|61094
t|50724|2934|11|6627|60298
f|82942|2550|36547|5821|127861
t|118013|2596|15|7293|127918
t|121408|3384|3|6982|131779
t|119859|3395|8|6678|129940
f|83684|2645|37873|5972|130174
t|119694|2450|14|6825|128985
t|119770|2578|11|6224|128585
f|88024|2787|39480|274071|404364
f|101372|101844|99115|96661|398993
t|134655|14296|5|10973|159931
f|94953|4105|42732|54480|196272
f|109673|89695|99776|8086|307231
t|197687|4206|23|392210|594128
f|105113|3382|92419|10115|211030
f|104119|5140|89967|211476|410703
f|99796|105749|89710|108205|403461
f|204312|3496|91560|11052|310421
f|103561|4325|92846|111124|311858
f|9999|90293|95990|310599|506884
t|20897|2505|12|4450|27865
t|73668|2712|13|6082|82477
f|3003|2611|17931|5172|28718
t|73724|2425|26|5294|81471
f|659274|204564|694589|2003058|3561487
t|622|4701|6|92391|97723
f|527|82003|8970|91001|182503
f|953|4212|94963|5804|105933
f|696|79316|9704|92439|182157
t|590|29466|7|5778|35842
t|550|3603|7|6891|11053
f|593|3653|95927|112782|212957
f|606|7211|91545|5909|105272
t|737|3680|6|4774|9198
t|1087|7014|8|95144|103254
f|725|10779|88692|7336|107532
t|1037|3269|6|6314|10628
f|152985|4203|94282|101285|352756
f|262264|3876|50844|12168|329153
t|694346|704642|7|1905895|3304891
t|615|7365|23|93537|101541
f|600050|489134|900119|1110699|3100004
f|9828|79504|17651|91083|198068
f|1439|2271|14811|4614|23136
f|126173|2333|27903|9056|165467
t|247307|2090|14|9131|258543
f|112689|2113|30472|8978|154254
