precheck_duration,simulation_duration,redis_update_duration,submission_duration,optimistic_submission
3646,5971,4479,14097,f
2829,9669,4822,17321,f
3509,9335,4307,17153,f
3080,7895,5026,16002,f
6666,13276,11623,31566,f
4207,12953,9019,26180,f
3589,12957,5573,22120,f
32867,16063,4511,53443,f
38636,15991,5815,60443,f
23035,16354,5595,44986,f
55834,15894,4810,76539,f
36941,15260,6033,58235,f
13442,18927,6778,39149,f
65046,18571,8978,92596,f
76654,18462,7630,102747,f
18221,18502,6606,43331,f
34635,19468,6225,60329,f
109226,26918,6840,142986,f
166589,28015,8644,203249,f
185040,31283,9426,225750,f
103656,37481,11294,152432,f
284457,41439,11109,337007,f
325523,42047,11806,379377,f
277250,63872,13282,354404,f
320587,59571,44186,424346,f
376057,54565,14285,444908,f
321687,54711,18217,394616,f
142372,59303,20934,222610,f
286846,83072,61223,431142,f
139977,125932,14001,279912,f
137815,111960,995440,1245217,f
681947,595736,505777,1783461,f
132236,60815,884129,1077181,f
799309,202692,501689,1503691,f
704004,105681,398406,1208092,f
106250,93522,10020,209794,f
161086,38902,64019,264007,f
160499,92167,10765,263432,f
255511,99148,203042,557702,f
112122,94938,98175,305237,f
234701,90265,12865,337833,f
171725,199210,300570,671506,f
279990,200051,288512,768554,f
173913,191063,218358,583335,f
344346,106751,32138,483237,f
251410,62349,15882,329642,f
128213,63823,13998,206036,f
195103,96591,17397,309092,f
293164,64840,39132,397137,f
128949,73377,14527,216855,f
135829,107608,48184,291622,f
176706,97292,16930,290929,f
127545,70903,15252,213703,f
266208,95989,13784,375982,f
106842,92990,108752,308584,f
250164,191018,111474,552657,f
109723,94463,103058,307245,f
107240,92951,20686,220878,f
171058,110823,18654,300537,f
125809,59340,13637,198788,f
138956,61447,24748,225153,f
140396,61121,13492,215010,f
174512,68194,36084,278792,f
227018,65792,84595,377406,f
125394,60449,13260,199105,f
138450,60653,12742,211847,f
294686,80026,12349,387062,f
135299,65966,13705,214971,f
129576,64949,13120,207646,f
208154,68849,14397,291401,f
139502,63369,75904,278776,f
141694,103925,19546,265167,f
280174,62065,13276,355516,f
130839,66807,13507,211154,f
129300,144824,113919,388045,f
153927,190510,13520,357958,f
151814,91101,320192,563109,f
304886,94701,16113,415701,f
111591,87947,14067,213606,f
139019,94054,18184,251257,f
135448,86430,20904,242784,f
86590,42010,7802,136404,f
86855,15610,6788,109253,f
174435,15593,38678,228707,f
186484,27097,14386,227968,f
109133,18229,7646,135008,f
84067,22406,7265,113740,f
88974,23558,7987,120521,f
109471,92572,100208,302252,f
2961,6352,4110,13424,f
3269,7575,5824,16669,f
3369,5158,5392,13920,f
3787,6457,8931,19176,f
3617,7732,5214,16565,f
3643,7192,4958,15795,f
3994,8216,5204,17415,f
4357,9388,4786,18532,f
9039,12865,6988,28893,f
108573,16506,10576,135658,f
132313,90937,11685,234937,f
109059,23501,73926,206487,f
103914,24968,10328,139211,f
113667,29328,22192,165188,f
114883,28157,26118,169158,f
89784,34461,9365,133611,f
89952,25529,6584,122067,f
111528,28362,12293,152184,f
121122,30141,64945,216210,f
87411,14766,7394,109572,f
109835,16303,10668,136806,f
102498,17554,7398,127451,f
88458,16615,7176,112251,f
109243,16377,8389,134009,f
97949,20428,8286,126665,f
88138,17878,8911,114928,f
109319,18590,7771,135681,f
95502,22699,14635,132838,f
97290,108207,101830,307329,f
90498,33124,24021,147645,f
89023,24979,7987,121991,f
90228,23537,7688,121454,f
89324,25868,8528,123721,f
110976,25732,8676,145385,f
88512,27088,7788,123390,f
114031,24223,8444,146699,f
89252,27057,8213,124524,f
96693,27869,7477,132041,f
87732,28973,7908,124614,f
89069,27161,7732,123963,f
110131,23681,11265,145079,f
88326,26449,8621,123397,f
97545,24699,7745,129991,f
91357,35133,11248,137740,f
117976,60673,12711,191361,f
123758,27992,65879,217631,f
91366,31431,9732,132531,f
89745,28816,7695,126257,f
89309,28743,8706,126759,f
109637,27873,8055,145567,f
207318,93771,103395,404485,f
101394,92267,101678,295341,f
3163,7821,5485,16470,f
16551,52709,6048,75310,f
8542,44552,6691,59787,f
6553,41239,12309,60103,f
14718,46628,7047,68395,f
5807,45016,6249,57074,f
15838,46704,6828,69372,f
5434,53186,17254,75875,f
287591,37614,7975,333182,f
7673,51668,8071,67414,f
14273,46404,6998,67676,f
5882,45719,5960,57562,f
11296,48654,7310,67262,f
30133,46805,7357,84296,f
7842,47569,6933,62345,f
15518,48557,7117,71194,f
8437,52570,7985,68993,f
11092,54182,7079,72354,f
12172,47637,6979,66788,f
86088,52302,7987,146379,f
112924,55420,9558,177904,f
88124,56109,9781,154015,f
87207,55185,10140,152535,f
94848,51120,6866,152835,f
84535,48564,6549,139649,f
108631,52111,7161,167903,f
86067,49944,7167,143180,f
97075,50713,7952,155743,f
90681,55313,7829,153824,f
111301,73866,7770,192938,f
93603,82857,7869,184330,f
89003,100976,8406,198387,f
120420,93580,7731,221732,f
111458,88661,6981,207102,f
89678,87277,7852,184809,f
90119,145404,13884,249408,f
92930,98325,7988,199244,f
85695,44858,9328,139883,f
110535,92378,8114,211029,f
90792,49293,9692,149777,f
97429,50615,8224,156269,f
91171,62774,8108,162054,f
114162,49415,7622,171200,f
94746,48682,9177,152607,f
117069,49020,14753,180844,f
93394,51616,25681,170693,f
95687,52046,10218,157953,f
90628,52008,7150,149787,f
94475,52911,7909,155297,f
92766,34968,9468,137203,f
93554,43401,11686,148643,f
99600,36689,7794,144084,f
94103,36053,8365,138522,f
94642,35401,9419,139464,f
93365,35433,8227,137026,f
107440,92410,199961,399813,f
103956,98631,107765,310354,f
92058,36826,31002,159887,f
115271,37000,55036,207309,f
107273,94558,111369,313201,f
56222,49243,9545,115011,f
96231,38647,8665,143544,f
5868,43524,6302,55695,f
15902,46382,7914,70199,f
7435,45777,8248,61462,f
7515,48147,5962,61626,f
14228,46937,6758,67925,f
5948,38313,6968,51230,f
16526,41897,5466,63891,f
6629,40738,6287,53656,f
5725,41554,6074,53355,f
14428,43364,6172,63966,f
7353,42941,6278,56575,f
17836,43503,5940,67280,f
6246,44287,6569,57103,f
7082,45944,6429,59456,f
15019,52087,6858,73965,f
9120,57902,7293,74316,f
108282,54673,8277,171233,f
109746,52335,7542,169624,f
82773,64659,8425,155858,f
86905,52432,5941,145278,f
86627,56343,13332,156303,f
107712,53976,7837,169526,f
88753,57095,8085,153934,f
11039,54548,8355,73943,f
89613,51347,7211,148173,f
84990,51691,9006,145690,f
107919,50660,6682,165263,f
97755,51514,7167,156437,f
96160,51606,6911,154678,f
89692,52257,10300,152250,f
107658,52666,8305,168631,f
87610,52862,6420,146893,f
88605,52845,7369,148820,f
97020,51733,6284,155038,f
86348,52331,11752,150432,f
106927,51579,7149,165657,f
122501,54647,11058,188208,f
107147,54089,9956,171194,f
86315,54628,7815,148759,f
106520,55481,8843,170845,f
99244,54992,8901,163138,f
91320,55765,9937,157024,f
90565,57873,9771,158210,f
108656,54518,8612,171788,f
86946,54718,8564,150229,f
98568,59436,9258,167263,f
88633,58272,7864,154771,f
88091,62613,8786,159492,f
88679,60380,6972,156032,f
97635,58176,7222,163034,f
88792,55976,7744,152513,f
87232,58252,10042,155527,f
88449,58902,8335,155688,f
83850,55736,8306,147894,f
87495,58616,8439,154551,f
94086,63472,8293,165851,f
97516,56785,7993,162295,f
109952,55568,8556,174078,f
108852,60571,10640,180065,f
3644,6382,4864,14891,f
3390,7005,4268,14663,f
3504,7574,4852,15931,f
3398,8439,5334,17173,f
95729,56720,31490,183941,f
112541,61816,11326,185684,f
116999,61486,8247,186733,f
92355,62646,10845,165848,f
3483,5601,3967,13052,f
3474,5714,6967,16157,f
3083,7578,5173,15835,f
4675,12496,27723,44895,f
3590,9160,5364,18115,f
3461,10072,4924,18458,f
3723,9908,5989,19621,f
17052,9621,6945,33619,f
4734,9808,5700,20244,f
26846,46311,6562,79721,f
8860,44886,5685,59432,f
7221,45681,6302,59206,f
18328,44220,9584,72133,f
10778,43592,7478,61850,f
7799,49295,7511,64607,f
85015,49424,6905,141345,f
85326,49754,8029,143111,f
106303,48844,7143,162292,f
97108,48988,7266,153364,f
85419,50399,7502,143321,f
97049,47345,7880,152275,f
105006,48213,7573,160793,f
87135,47774,7863,142774,f
84483,51063,8538,144085,f
98467,51093,7372,156934,f
105360,52516,6028,163905,f
93173,74111,9051,176337,f
150862,62389,8548,221800,f
93806,57237,9537,160581,f
93553,58057,8787,160400,f
110692,54144,10247,175084,f
94314,55439,8286,158040,f
91026,57587,8889,157503,f
92868,57997,8916,159782,f
114989,59069,8953,183013,f
95371,59170,8309,162852,f
147771,58539,10918,217229,f
95904,57567,10831,164304,f
113318,58600,9242,181161,f
94727,60718,10280,165727,f
96773,60453,22525,179752,f
94891,64854,8951,168698,f
92789,57407,9382,159580,f
139130,63810,9035,211976,f
112632,59342,9768,181743,f
99808,58839,8791,167439,f
118285,61529,9615,189431,f
93812,61157,9689,164660,f
94722,59676,37129,191528,f
253837,96335,12511,362684,f
148350,98076,14465,260893,f
118954,71734,14569,205258,f
239829,54467,148733,443031,f
119355,75129,12112,206598,f
90019,133666,8115,231802,f
111892,28503,9669,150065,f
126637,31653,8720,167011,f
91520,29069,8316,128906,f
112830,29557,7803,150192,f
119236,31991,27836,179064,f
86985,30124,9037,126147,f
88004,29542,8775,126323,f
110457,30483,9282,150222,f
112183,33325,8406,153915,f
85852,33483,9159,128498,f
106602,30614,9040,146257,f
89801,32485,8607,130894,f
113876,29661,8558,152096,f
99212,29548,8900,137661,f
111257,31152,9974,152384,f
108493,32538,8839,149871,f
92267,32924,8219,133411,f
111894,32496,8965,153355,f
90340,31763,8758,130862,f
112928,35448,8470,156849,f
110102,32089,11653,153846,f
102218,32819,10898,145936,f
93869,34617,10078,138565,f
115105,36423,16305,167835,f
102476,51911,10117,164505,f
94420,58767,19278,172466,f
114334,85159,14713,214208,f
93739,65206,8820,167767,f
91209,61031,9040,161280,f
118446,59500,7922,185869,f
113987,62023,8854,184866,f
117984,68867,12825,199678,f
115456,71137,15321,201917,f
111081,70867,12189,194138,f
117857,56964,8522,183344,f
111577,66145,11340,189064,f
93609,57749,9195,160554,f
113524,58627,9196,181348,f
89365,54029,8877,152273,f
114231,55478,9353,179063,f
91628,65144,8572,165345,f
91694,66832,9625,168152,f
153165,77386,13387,243940,f
136028,94280,14915,245225,f
115533,73283,13389,202207,f
115454,69658,13041,198154,f
116537,71381,17159,205078,f
113523,74139,12259,199921,f
213936,72784,97483,384205,f
293414,100601,111347,505364,f
92442,23685,7221,123349,f
255110,31865,6813,293790,f
134660,24259,7858,166778,f
243913,26173,33340,303428,f
2855,12458,4766,20080,f
120717,17778,7831,146327,f
214428,16032,6025,236485,f
120182,18489,7578,146250,f
243849,17613,6142,267605,f
110048,18935,5142,134125,f
88719,18718,8459,115898,f
272913,21249,12606,306769,f
86054,19590,6420,112065,f
174911,20943,7138,202994,f
91236,24347,29350,144934,f
91638,23465,8070,123175,f
86906,25241,7687,119836,f
164309,27438,8269,200017,f
142715,25281,7887,175885,f
88743,27684,8416,124845,f
164566,29874,7441,201881,f
88210,28539,7745,124495,f
178600,30276,8803,217680,f
181048,85489,99685,366224,f
373045,33994,95792,502832,f
111739,87208,9350,208298,f
174108,29358,78751,282219,f
109323,91940,9029,210293,f
99178,94803,12259,206242,f
103989,29662,8662,142314,f
218812,31937,17164,267913,f
108345,91688,9259,209294,f
118905,81198,15517,215621,f
108604,91283,11131,211020,f
111920,90954,207774,410650,f
200219,100119,402742,703081,f
207449,94999,299368,601817,f
105655,194943,13828,314428,f
104403,94904,8546,207855,f
104563,30656,169620,304840,f
162015,184117,295661,641795,f
100620,100355,204365,405341,f
110170,189682,110393,410248,f
179374,189896,209344,578615,f
198960,100032,412047,711040,f
97772,95016,206385,399174,f
155920,39301,13152,208374,f
102747,31897,11382,146027,f
131595,31081,14033,176711,f
97644,36134,11965,145745,f
130746,37573,12328,180648,f
169949,45648,17163,232761,f
115785,55728,12740,184254,f
149802,46497,13497,209797,f
157838,51901,13920,223661,f
147138,52337,14740,214216,f
199191,57634,22838,279664,f
141562,58706,19908,220177,f
105238,55722,10294,171256,f
99293,32441,10637,142371,f
345687,30590,16381,392659,f
98329,34828,12869,146028,f
117695,26893,10501,155091,f
98780,32584,19531,150898,f
110036,29592,10234,149863,f
112930,30144,10720,153795,f
99218,30553,10563,140336,f
105637,29705,12558,147901,f
97911,38746,9983,146642,f
117853,39347,10484,167685,f
97189,60657,18119,175966,f
103815,59954,33766,197536,f
101017,61485,14830,177334,f
122510,51111,15252,188875,f
101573,53563,46074,201210,f
97319,31433,8476,137230,f
113493,33772,11376,158643,f
95409,32896,9776,138084,f
102789,32555,9574,144920,f
125704,35344,11227,172277,f
96392,33678,18224,148296,f
119171,33536,13372,166080,f
170632,31994,53047,255676,f
96708,36041,10934,143684,f
95600,33357,24023,152981,f
97675,37530,10924,146131,f
164083,33588,49750,247422,f
138727,37854,11003,187586,f
125773,38480,8983,173236,f
92659,37559,11660,141880,f
118050,36252,10863,165166,f
98490,40527,11652,150671,f
105644,38420,12259,156324,f
116244,42950,10471,169667,f
99174,51443,10913,161531,f
105500,45818,11904,163226,f
95090,49259,11465,155816,f
122485,50989,14338,187814,f
94304,60506,12082,166892,f
108056,52131,11408,171597,f
93816,51512,10819,156149,f
96009,58310,11535,165856,f
124378,59144,44724,228248,f
116991,51076,11152,179220,f
97374,50772,18761,166908,f
104172,105515,11568,221256,f
99158,51803,11547,162509,f
96728,53824,13439,163992,f
113023,57026,43744,213794,f
98489,59748,15967,174206,f
105382,95955,105993,307332,f
105607,193181,10501,309291,f
124662,65121,23580,213365,f
100813,63639,16403,180857,f
3320,5546,4900,13768,f
3115,5776,5659,14551,f
3108,6104,5950,15164,f
4720,21204,6862,32788,f
10862,23426,6967,41256,f
4456,24991,8495,37945,f
6580,23722,11140,41444,f
6003,24008,7950,37961,f
6367,27551,8859,42779,f
23642,25948,7312,56903,f
7926,25544,8481,41953,f
3357,5955,5606,14919,f
3785,6352,4862,15001,f
3168,8631,5961,17762,f
4150,11431,5885,21468,f
5021,10205,5423,20650,f
3317,10664,7692,21674,f
3375,10755,6527,20658,f
3570,10184,5672,19427,f
5247,16473,7917,29639,f
17142,21317,15303,53764,f
9238,13516,5655,28410,f
3827,12976,6144,22949,f
13095,12564,6639,32300,f
3575,13471,6389,23436,f
10022,13092,5800,28916,f
7504,12647,6135,26288,f
3668,15252,5823,24743,f
13588,14698,6890,35177,f
4020,14535,12288,30844,f
3548,13906,7111,24566,f
13287,16960,8211,38459,f
7307,19220,9904,36432,f
3204,16665,5987,25858,f
13638,16081,6497,36218,f
3851,18368,6426,28647,f
14679,16474,5581,36736,f
4035,17947,6592,28575,f
13516,17712,6276,37505,f
3967,17272,7684,28925,f
14693,19762,6417,40873,f
3848,18288,6468,28605,f
16189,19870,6427,42486,f
5565,25421,7426,38413,f
6542,24278,9380,40202,f
13719,28556,7141,49418,f
4044,21610,7003,32658,f
14039,24319,7295,45655,f
5664,22440,7044,35149,f
3820,22505,6872,33198,f
12730,22834,7160,42725,f
17502,24542,6373,48418,f
3456,25684,8122,37263,f
3959,26025,8276,38261,f
4174,26376,10061,40612,f
4095,27213,8619,39929,f
6214,26954,7148,40318,f
15775,26944,8363,51084,f
4655,26602,7601,38860,f
5368,25851,6486,37706,f
18754,25930,8011,52697,f
14059,28776,7980,50817,f
10688,29759,23366,63815,f
4213,29033,14641,47889,f
4004,28307,8068,40380,f
15657,26825,7809,50293,f
19995,29453,10057,59506,f
402051,90730,314892,807675,f
193804,90957,501837,786599,f
393905,55343,50147,499397,f
139660,49826,12153,201640,f
188303,52865,12516,253685,f
256776,58040,12682,327499,f
366467,52094,12485,431048,f
396488,78273,17092,491855,f
384891,47831,12459,445182,f
256367,50417,12844,319630,f
231414,46298,14856,292570,f
202427,48779,12704,263912,f
108279,47562,12433,168275,f
208791,53289,13325,275406,f
160163,94867,12628,267659,f
237337,56435,14020,307794,f
132053,60403,13630,206087,f
221498,59019,14384,294902,f
297961,59237,14540,371740,f
110878,88957,107224,307061,f
215284,103698,108262,427246,f
296746,83694,27182,407623,f
253439,130912,503253,887606,f
223560,111182,100829,435572,f
404639,65799,13521,483961,f
211414,63009,28992,303417,f
140661,64093,19118,223873,f
229435,69617,16989,316043,f
138159,75923,17719,231802,f
190603,72101,14781,277486,f
231214,102344,13697,347256,f
113864,83264,20789,217918,f
231073,76808,14587,322469,f
421742,58211,98424,578379,f
101193,59028,15310,175532,f
368628,58135,15652,442415,f
111897,57963,19525,189386,f
326987,59223,13434,399645,f
150137,74631,30602,255372,f
114867,192345,104272,411486,f
288532,194805,105455,588793,f
206652,92189,110339,409180,f
108374,91195,206944,406514,f
114160,86027,49563,249751,f
177526,233363,106204,517094,f
302193,182412,302467,787075,f
125166,174135,111604,410907,f
206422,91860,212112,510395,f
112354,87834,13588,213777,f
170128,71037,34080,275246,f
263951,69019,19502,352473,f
112306,70211,24504,207022,f
145284,71703,19088,236076,f
300467,100203,104833,505504,f
115086,82515,10257,207860,f
143032,77801,120043,340877,f
417944,99270,512410,1029626,f
278053,81826,13335,373216,f
153122,88252,109209,350585,f
111655,88552,17162,217371,f
135864,89422,12709,237996,f
247275,85967,277842,611085,f
199405,81286,375723,656415,f
510387,99224,307711,917323,f
307895,186025,202963,696884,f
122471,85953,13699,222124,f
182171,87219,14812,284204,f
140905,87623,15783,244312,f
305513,88303,15965,409782,f
425754,82946,15938,524640,f
102127,146702,17086,265917,f
699052,146638,15138,860830,f
266973,89021,21258,377254,f
145397,95113,110266,350777,f
229355,85901,14462,329720,f
138776,93700,39535,272012,f
449435,90109,54405,593950,f
133380,90629,17374,241385,f
319718,96432,16090,432242,f
74065,98383,18824,191273,f
77615,104784,21957,204358,f
102319,86785,58809,247914,f
285779,86789,15169,387739,f
265704,89171,14996,369872,f
452066,99237,18443,569747,f
326660,97754,152410,576825,f
111679,288413,104574,504667,f
108792,95577,15973,220344,f
452455,102917,14457,569830,f
118616,96839,14854,230310,f
153968,95682,15625,265277,f
250905,103416,289448,643770,f
110511,186805,15947,313265,f
97552,108075,12051,217679,f
102036,180912,17948,300897,f
187359,107173,13392,307926,f
185859,127133,14828,327822,f
96254,105824,15921,218000,f
139187,120643,15695,275526,f
431426,153201,14719,599348,f
132854,132175,19597,284627,f
131251,196082,18597,345932,f
113406,99054,13050,225511,f
97884,116814,11746,226445,f
98629,113394,12173,224198,f
30457,108822,12572,151853,f
194515,119312,13595,327424,f
102576,111377,11799,225753,f
105659,126813,31540,264013,f
46248,103687,13201,163138,f
3146,4915,5339,13401,f
3116,4546,5425,13088,f
3239,5146,4872,13258,f
3223,4932,6479,14635,f
2996,4493,5001,12492,f
14807,10630,48427,73865,f
95532,13011,6971,115515,f
92320,13484,7300,113105,f
10968,15687,7892,34549,f
85458,14361,7573,107393,f
84799,13425,6739,104964,f
3473,6025,4971,14471,f
3637,5839,5951,15429,f
3694,5524,5407,14627,f
3377,4802,4695,12876,f
3588,4998,4859,13446,f
11445,7323,5497,24266,f
37573,8872,6542,52988,f
147055,9267,5725,162048,f
8306,8700,6844,23852,f
4989,7430,5686,18106,f
25873,7084,5702,38660,f
7180,8582,7306,23069,f
15093,10120,6959,32173,f
161091,8634,7135,176861,f
82510,9385,6477,98373,f
11787,9063,9742,30594,f
34463,11619,9105,55189,f
31688,10363,22642,64695,f
9562,10138,6572,26274,f
84136,13901,6782,104821,f
96420,12757,7574,116752,f
134626,20093,11561,166281,f
14093,20667,8375,43137,f
85380,23887,6488,115757,f
84863,19728,7462,112054,f
86931,21312,7792,116036,f
85603,25303,8257,119165,f
88871,16965,6896,112733,f
87163,15222,7595,109981,f
174474,14766,6854,196095,f
86242,20133,7023,113399,f
85896,20559,7160,113616,f
11024,18900,7071,36997,f
10479,19539,8925,38944,f
87769,20696,8121,116588,f
98446,20931,8617,127996,f
81743,19195,9047,109986,f
87179,19950,10698,117828,f
105317,19801,8070,133189,f
85162,19385,14735,119283,f
14207,27013,8324,49545,f
112171,23199,7346,142718,f
12965,22475,8639,44081,f
86818,21154,8662,116636,f
85704,22851,9069,117625,f
97808,21645,10388,129842,f
61001,19906,8264,89173,f
25470,21530,6582,53583,f
27927,22163,7229,57320,f
130344,36,8431,138813,t
33943,14626,6243,54814,f
8337,16166,5601,30106,f
146706,14,7861,154582,t
120492,20549,9786,150828,f
60699,22166,6209,89075,f
85896,23442,8008,117347,f
50044,47,9611,59703,t
55712,26119,6648,88480,f
13505,22786,7417,43709,f
46141,20583,6704,73430,f
61895,31,12192,74119,t
104712,9,99141,203863,t
105610,24067,73586,203264,f
24207,76748,7145,108101,f
48343,25938,28006,102288,f
144486,28,10851,155365,t
85138,25219,7816,118175,f
83423,26250,8401,118076,f
129713,21,7425,137160,t
64496,21019,8143,93658,f
31573,19912,7157,58643,f
63702,22,7726,71452,t
48152,18128,6836,73118,f
47444,20459,7525,75430,f
88128,21801,6955,116884,f
122504,30,8962,131497,t
102121,24893,7524,134541,f
143332,23906,8116,175356,f
107710,26,8713,116450,t
215049,75,11547,226672,t
108462,25,11403,119891,t
120009,22742,7737,150489,f
109866,22069,7507,139443,f
141841,20,8726,150588,t
105572,22583,7630,135787,f
106665,22222,7752,136640,f
107273,38323,185699,331296,f
5864,94388,11010,111264,f
125521,24595,9498,159616,f
106213,27535,7525,141275,f
85374,25763,8042,119181,f
126053,20,7653,133728,t
105811,29798,6842,142452,f
103535,26092,7241,136870,f
87475,26485,7441,121402,f
111679,27998,7315,146993,f
112869,26912,8299,148081,f
111781,18,11991,123791,t
130188,24,8584,138797,t
9551,19,6559,16131,t
39236,43915,8977,92130,f
10315,53429,6327,70073,f
3266,21,7094,10381,t
5992,22753,8102,36848,f
4478,12,9063,13554,t
19931,13971,5744,39647,f
8821,13568,6032,28422,f
3418,14,7219,10653,t
21305,15243,6347,42896,f
25415,17189,5449,48055,f
20882,20,6222,27125,t
21590,15353,7604,44549,f
17403,13695,6856,37955,f
16176,34,8851,25063,t
30457,17254,6493,54206,f
41475,47314,6512,95302,f
28731,16,7676,36424,t
67863,45063,6900,119827,f
25228,55413,6125,86767,f
23474,54351,6852,84679,f
29579,15,7362,36957,t
18011,48032,6579,72624,f
24733,46252,7076,78063,f
24486,47904,8129,80520,f
27951,49790,6367,84110,f
49158,50341,6347,105847,f
32581,25,8698,41305,t
14200,53278,6724,74203,f
53454,12,8194,61662,t
33540,55724,7837,97103,f
30912,54727,7173,92813,f
54346,51,12821,67220,t
38950,14,7918,46883,t
49242,66051,7225,122520,f
15783,60720,9062,85566,f
16977,65785,9398,92161,f
28896,57044,9075,95017,f
37846,18,8445,46311,t
13314,54255,7698,75268,f
41283,64330,7133,112747,f
4973,53479,8115,66568,f
6821,54981,7380,69183,f
15669,55121,8409,79200,f
50359,54015,14900,119276,f
19753,12,9726,29492,t
6555,54062,7351,67969,f
31477,54025,7837,93341,f
51866,56776,7877,116520,f
41363,12,11144,52521,t
94680,58381,10531,163594,f
126637,62587,9077,198302,f
123406,55642,9345,188395,f
147407,19,7790,155218,t
212761,57209,8233,278204,f
92256,70838,7869,170964,f
88961,56426,8354,153742,f
87493,55645,8269,151407,f
114760,56752,12037,183550,f
87044,57914,8270,153229,f
39467,19485,8060,67014,f
86893,19912,7616,114423,f
115791,20517,7351,143660,f
47008,22,7345,54377,t
101218,22889,9310,133419,f
106703,21320,7579,135603,f
3593,22,7568,11185,t
3653,8432,6215,18302,f
5255,8380,5699,19336,f
7966,29,19215,27212,t
6528,6929,6379,19837,f
4300,7269,7564,19136,f
3404,7038,5245,15688,f
3663,30,5567,9261,t
3250,8203,4888,16342,f
3769,10076,5569,19414,f
3340,19,6339,9699,t
3009,10343,5860,19213,f
3065,9868,5991,18924,f
5038,34,8441,13514,t
3238,10380,5358,18978,f
3670,10,6377,10059,t
4325,9794,8417,22538,f
24375,12095,6426,42897,f
7192,12,6077,13282,t
14895,11328,4761,30985,f
32564,13756,6412,52733,f
3218,14,6148,9381,t
17164,10557,5940,33663,f
13018,11080,4992,29092,f
5441,16613,5273,27329,f
7153,15,6007,13176,t
16905,17336,6076,40319,f
17354,18903,7322,43580,f
17274,17426,6369,41070,f
22449,18,6275,28743,t
13348,17567,6828,37744,f
6790,17606,5885,30282,f
20419,11,5724,26155,t
37865,22606,7853,68325,f
53711,11,8758,62481,t
52783,21620,6536,80940,f
26052,21251,6827,54132,f
33855,21310,7888,63055,f
51369,23,8124,59516,t
12898,20502,8732,42134,f
34832,20488,8792,64113,f
54628,19,8380,63028,t
34651,20200,6913,61766,f
55731,22817,8353,86903,f
10030,19319,7721,37072,f
4881,20476,7002,32360,f
35003,19992,6748,61744,f
6023,20072,6625,32721,f
42085,22,8833,50941,t
8037,21164,7749,36952,f
119593,18,9447,129059,t
87304,23183,7266,117755,f
113637,21866,6752,142255,f
116800,70,7262,124133,t
87006,21918,7814,116739,f
92666,22281,5844,120792,f
85006,24007,7144,116159,f
94927,22843,7400,125171,f
85035,24079,8045,117160,f
94446,23504,9319,127270,f
