precheck_duration,simulation_duration,redis_update_duration,submission_duration,optimistic_submission
4098,11240,6009,21349,f
5382,11702,5934,23020,f
12382,12507,6469,31359,f
4359,10768,5539,20668,f
4271,13529,6068,23870,f
14650,13763,5317,33732,f
10761,13135,11064,34962,f
8153,17045,51032,76231,f
16486,16136,6846,39470,f
98982,17953,7553,124489,f
85998,21620,6521,114141,f
107616,19364,7488,134469,f
86128,22836,7732,116697,f
21261,18133,9276,48671,f
100090,26950,8431,135472,f
101038,33275,7535,141849,f
102919,37172,10671,150763,f
132911,33362,10826,177100,f
115640,33302,9598,158542,f
135233,33841,8410,177485,f
85571,21734,7470,114776,f
93245,22838,7996,124081,f
111414,22605,7321,141341,f
87802,24044,8009,119857,f
85484,26524,7917,119926,f
96286,22422,7231,125941,f
107318,22608,6963,136890,f
93963,24076,10180,128221,f
97087,25177,7378,129643,f
84626,25644,6923,117194,f
108876,25948,6986,141811,f
99441,34530,7401,141373,f
110957,29330,8581,148869,f
116813,31657,9965,158436,f
100853,28742,8647,138244,f
96227,34805,8622,139656,f
114893,33507,9652,158053,f
140615,31722,9141,181480,f
128665,32061,22442,183170,f
100294,34283,9651,144230,f
114086,36713,10912,161713,f
97806,36104,13047,146959,f
153993,33576,8940,196511,f
87418,38006,9725,135150,f
124663,31212,9607,165483,f
114567,31211,9595,155374,f
131774,32321,10504,174600,f
112286,38777,9822,160887,f
105731,94244,10110,210086,f
3951,7678,5135,16766,f
117128,48023,11630,176783,f
166896,33746,11466,212110,f
271923,32614,61000,365539,f
109759,36351,11146,157258,f
123180,32786,11157,167125,f
99388,41717,12738,153844,f
114045,37007,11315,162368,f
98505,34244,11912,144662,f
137489,33817,11869,183176,f
123263,41649,11320,176233,f
93397,44323,16551,154273,f
93601,43777,28407,165786,f
132193,41843,13005,187043,f
87229,41765,10538,139533,f
136774,38412,9182,184369,f
107441,92685,109715,309843,f
107253,91990,101644,300889,f
107593,93555,111439,312588,f
108417,40711,11215,160344,f
131670,45520,11380,188571,f
258199,96808,103706,458713,f
6784,93284,107597,207667,f
110373,89580,106368,306323,f
107943,60088,14054,182087,f
98370,48457,10953,157781,f
124478,43238,9825,177542,f
99932,45765,12290,157988,f
106180,47366,10121,163668,f
99655,42298,11377,153332,f
88167,42413,11524,142106,f
95929,48679,11241,155851,f
132454,44175,56727,233358,f
96775,43471,10959,151206,f
121072,45899,26242,193215,f
88110,45138,15179,148429,f
120982,43757,10203,174944,f
118962,51007,24949,194920,f
108370,48047,13872,170290,f
119656,42780,11073,173511,f
122826,42812,11281,176921,f
123096,53617,15424,192138,f
119903,57831,11271,189006,f
90852,53749,29780,174382,f
95392,51208,9713,156315,f
122700,58437,11074,192212,f
200758,92974,14582,308314,f
163432,98762,99012,361208,f
88520,19282,17588,125392,f
5551,9364,4312,19229,f
13995,8998,5424,28418,f
3671,7201,5975,16848,f
5130,7690,5082,17903,f
13154,7564,5322,26042,f
4510,10037,6285,20832,f
12392,9931,5447,27771,f
4987,9884,6158,21030,f
5275,12875,8605,26756,f
92541,11615,7868,112025,f
104429,13355,6874,124659,f
88160,14326,6101,108589,f
82718,14992,6617,104328,f
103569,14743,6560,124873,f
84464,16967,6946,108377,f
94898,16814,7314,119027,f
108370,14764,7956,131091,f
89031,17045,21199,127277,f
84639,14204,7395,106240,f
93914,16174,6447,116536,f
83784,17701,6395,107881,f
103411,15106,6827,125345,f
85547,15475,6781,107804,f
84026,15817,6997,106842,f
108760,16993,10335,136089,f
100831,24500,13202,138534,f
111137,24455,7695,143288,f
84124,25176,6982,116283,f
97168,23612,20203,140985,f
90678,24734,8816,124229,f
83426,20440,7985,111853,f
85329,18000,7678,111008,f
86631,21392,8102,116126,f
104775,20391,5942,131108,f
91127,23802,7344,122274,f
85990,24150,6918,117060,f
107558,22600,6330,136490,f
189624,23409,7758,220793,f
110997,25783,10878,147660,f
93710,28521,8382,130615,f
106775,26481,9689,142946,f
108285,26101,49040,183427,f
113388,34304,59269,206962,f
84897,26262,13885,125047,f
86675,26312,9299,122288,f
86511,25577,6532,118621,f
87090,27028,7959,122079,f
105056,26440,7055,138552,f
106582,25668,8963,141214,f
89413,27751,7939,125104,f
85450,25240,8082,118773,f
94121,32105,17801,144029,f
89546,35014,11148,135709,f
87889,33889,73290,195069,f
302917,96270,2108685,2507873,f
208339,99299,2095435,2403075,f
252870,128481,201036,582388,f
209308,48894,55898,314102,f
299342,54672,53940,407955,f
95551,47551,10351,153455,f
105960,48139,10162,164261,f
202904,58267,55321,316493,f
440874,66344,29395,536615,f
308389,72802,31454,412646,f
114538,53860,31356,199756,f
115553,69785,14325,199664,f
140850,70537,17013,228402,f
182504,60890,13049,256445,f
130419,58614,21223,210258,f
296449,88942,15869,401262,f
119165,70330,15855,205352,f
277672,72072,53793,403539,f
397440,58492,14924,470858,f
197708,62064,13554,273328,f
466462,95195,17216,578875,f
129096,68489,90852,288438,f
180825,86494,205018,472339,f
309403,91169,114093,514666,f
121952,65735,25864,213553,f
301667,77035,30346,409049,f
118885,68133,194597,381617,f
202068,96362,106596,405027,f
214107,85985,102477,402570,f
119040,181120,311625,611788,f
258553,101454,311569,671578,f
196044,93770,706948,996763,f
397396,289762,1109447,1796607,f
213531,90433,2395708,2699675,f
189028,201299,116645,506973,f
205972,183105,321710,710789,f
315374,50856,54400,420632,f
281233,90090,115890,487214,f
310649,95182,2303969,2709802,f
805459,98310,2099778,3003548,f
178824,88212,308189,575226,f
106962,79025,204303,390292,f
197309,90593,310017,597921,f
26617,173562,1610672,1810852,f
14067,85891,2810426,2910385,f
512466,391025,1798137,2701629,f
799342,810424,1096901,2706668,f
302339,1096397,800948,2199686,f
1190183,301375,614634,2106194,f
1291064,104501,493621,1889188,f
1700987,197480,400219,2298687,f
993493,205536,495703,1694734,f
805376,199905,655606,1660888,f
1295037,401447,862627,2559113,f
509919,194249,655183,1359354,f
387433,47779,25748,460961,f
104316,42884,31835,179037,f
243332,38306,12956,294595,f
274150,41361,12671,328184,f
181271,40016,13754,235043,f
250301,41248,12933,304483,f
381798,52239,11357,445395,f
265191,41175,12170,318537,f
123441,42846,14441,180730,f
138132,80649,11631,230413,f
157252,48142,18803,224199,f
283988,44656,14211,342857,f
315871,51669,17085,384626,f
636259,41684,14704,692648,f
325678,46260,12666,384605,f
292563,44547,13191,350302,f
139058,53493,13093,205645,f
105993,46159,13876,166031,f
649383,49349,13025,711758,f
208259,91715,113105,413081,f
501117,91616,106056,698791,f
209797,89826,303254,602877,f
205094,92083,17998,315176,f
141122,86668,109208,337000,f
113045,70979,40082,224108,f
187845,75915,36476,300237,f
301353,97837,799025,1198215,f
205913,192207,406928,805049,f
313263,187980,17519,518763,f
193271,59891,13849,267013,f
153524,67928,20836,242289,f
417319,75978,136556,629855,f
300609,101077,602317,1004005,f
318444,79623,106067,504136,f
133516,73431,13667,220616,f
130357,68552,13135,212045,f
416164,67767,13342,497274,f
139261,67610,19593,226466,f
137041,67402,14203,218647,f
112667,66752,15170,194590,f
172167,67488,14323,253979,f
111828,68743,15397,195969,f
128302,67111,13959,209374,f
151429,69587,40011,261028,f
135925,66129,14273,216328,f
136102,70859,39002,245964,f
129188,74815,194486,398490,f
110163,190023,698812,999000,f
201291,189673,412742,803706,f
297409,199762,404873,902046,f
295985,100293,312469,708749,f
12844,57248,9416,79509,f
5955,54552,11558,72066,f
5211,59324,6800,71336,f
13698,54160,40719,108578,f
92851,96716,6962,196530,f
29343,96325,12951,138620,f
70325,95623,7698,173647,f
8322,40887,7207,56417,f
8091,39666,7711,55470,f
17038,41753,7242,66035,f
5247,39926,7349,52524,f
8266,42727,7837,58831,f
25607,51727,8597,85931,f
171632,42655,7536,221824,f
4548,44215,8009,56773,f
13122,49952,7474,70549,f
5206,42377,7603,55187,f
6347,43342,7077,56767,f
12345,48590,8078,69014,f
10963,44974,7906,63844,f
11355,43676,7790,62823,f
9286,46445,8820,64552,f
15010,50911,7089,73011,f
11295,52308,9196,72800,f
10125,51358,8003,69488,f
9814,51391,7066,68272,f
8124,45408,7505,61039,f
26931,45397,6998,79327,f
6957,43918,6744,57621,f
112759,46150,6632,165543,f
6495,55473,8437,70406,f
35897,67964,8111,111973,f
7690,52553,7747,67992,f
6916,63270,7496,77683,f
15453,54876,7378,77708,f
8578,49200,8790,66571,f
13507,50125,9103,72736,f
8018,63486,8715,80220,f
11636,57939,8840,78416,f
6873,61598,8345,76816,f
11918,63295,13130,88345,f
12928,55141,9879,77949,f
6100,55841,9633,71574,f
13142,50056,8120,71320,f
5772,67852,8851,82477,f
6682,53866,46845,107395,f
11569,80273,9432,101275,f
11769,59915,8464,80149,f
6952,58637,7589,73180,f
13202,63959,34472,111634,f
11944,68331,10143,90419,f
5124,53663,9339,68127,f
91207,56692,10755,158655,f
93836,54413,16325,164576,f
96856,58775,14710,170341,f
89929,57165,15406,162502,f
27835,57391,19667,104894,f
89471,53589,10750,153812,f
99513,38949,68618,207081,f
108589,116121,158753,383464,f
205181,200513,1197319,1603015,f
200043,98793,111913,410750,f
110124,89784,209411,409320,f
500828,102839,1014872,1618540,f
92485,11517,8315,112318,f
84452,14129,7463,106046,f
86391,14751,10146,111290,f
19216,15234,9245,43695,f
10386,17076,7811,35275,f
100089,14468,8087,122645,f
14377,15439,11706,41524,f
100067,13636,8579,122284,f
19841,13176,8287,41306,f
96334,39118,12002,147455,f
93403,33032,8687,135123,f
98686,37696,8433,144817,f
87750,46826,10676,145253,f
13823,40106,8424,62354,f
23294,35039,9312,67646,f
88964,15774,8810,113549,f
85648,17353,8084,111086,f
17675,15704,8254,41634,f
86531,15736,7171,109439,f
90014,18215,8363,116592,f
10930,18447,8270,37649,f
88918,16558,8009,113486,f
88722,17739,7911,114374,f
18183,16557,8407,43149,f
87462,17868,7869,113200,f
90733,20226,9352,120313,f
91851,20067,7706,119625,f
93809,20736,11953,126499,f
172568,20626,7862,201057,f
95977,22461,7509,125948,f
90962,22761,10528,124252,f
27747,43562,10740,82051,f
91064,87483,13345,191894,f
142355,92123,18270,252749,f
175068,183881,14823,373773,f
111038,34585,9086,154710,f
96123,33901,7537,137563,f
22773,36939,8721,68435,f
100254,38676,13619,152551,f
93157,39457,44025,176640,f
89469,36954,10513,136937,f
85857,41552,10326,137736,f
15515,39665,57800,112981,f
156725,94789,13932,265447,f
110951,90184,12882,214018,f
171241,49700,52056,272998,f
106159,92741,204764,403665,f
201306,102440,15857,319605,f
113640,185058,1110726,1409426,f
161880,87437,106595,355914,f
163929,96404,111765,372100,f
293611,101558,1105369,1500540,f
3670,17871,5787,27329,f
13837,14855,8157,36851,f
3369,14999,8718,27087,f
6049,14312,6550,26912,f
14548,14856,6276,35681,f
3634,15987,6276,25898,f
9742,86289,100529,196562,f
51916,96177,100908,249002,f
93837,37663,7516,139017,f
83539,40415,7517,131472,f
86739,39092,8465,134298,f
8207,36891,7091,52191,f
10907,16554,6309,33772,f
5778,14988,6746,27513,f
9176,20683,6996,36856,f
12172,20052,7004,39230,f
3764,19364,7147,30276,f
3501,19490,6699,29692,f
13627,20500,8479,42608,f
7256,32557,13111,52926,f
4693,31745,7419,43859,f
16382,32348,7487,56219,f
7881,31818,9301,49001,f
27246,32608,7482,67337,f
23014,34295,28199,85509,f
13517,41741,205983,261242,f
6043,95082,10791,111918,f
8453,35173,8628,52254,f
47916,35218,8551,91687,f
16155,38804,7338,62299,f
8539,36211,9113,53865,f
15021,40460,9203,64685,f
84979,39180,8687,132847,f
97066,35659,7039,139765,f
14173,39153,7718,61045,f
84737,39690,9310,133739,f
96658,39782,9264,145706,f
8622,39498,8851,56973,f
94066,39932,7418,141417,f
87210,42845,11371,141429,f
83697,42966,10036,136701,f
83159,39910,8393,131464,f
84347,37747,7647,129743,f
11476,42647,10944,65068,f
86205,40306,7354,133867,f
85355,41053,8249,134659,f
93588,39654,10261,143504,f
16257,43734,7606,67598,f
95710,43873,8221,147806,f
83630,42758,8156,134546,f
85191,45368,7482,138042,f
83512,42258,9619,135390,f
87839,45249,21798,154888,f
87755,66664,10701,165121,f
129111,46761,9952,185825,f
3312,6515,6802,16631,f
12986,12847,7246,33081,f
3349,13571,6507,23430,f
3954,11821,6741,22517,f
13814,13356,6824,33996,f
3867,15541,6449,25859,f
3396,13432,6389,23218,f
14624,14542,7091,36258,f
4966,14964,6287,26219,f
14176,15994,7346,37517,f
3764,15890,7340,26994,f
4792,15753,6421,26967,f
13068,21370,7035,41475,f
3650,18850,6767,29269,f
5844,17758,7289,30893,f
12146,17942,6787,36876,f
3420,19505,7722,30648,f
3615,19503,9814,32933,f
15329,21760,9305,46395,f
5054,19828,8331,33214,f
13869,21000,7156,42025,f
4532,20142,5516,30192,f
5518,19148,7313,31981,f
13200,20974,7812,41987,f
3509,21774,6561,31846,f
11759,20379,7198,39336,f
12712,22749,7272,42735,f
3617,21881,7030,32529,f
6645,28119,8177,42942,f
15321,27656,25665,68644,f
8281,25486,12094,45863,f
14176,25880,7286,47344,f
4706,24809,7409,36925,f
5308,35569,6406,47285,f
14107,39158,7970,61237,f
5929,39926,9220,55076,f
9735,37150,7286,54172,f
14635,40553,7149,62339,f
7239,39357,7327,53924,f
13793,41967,9350,65111,f
7724,40569,8614,56908,f
11276,41741,9408,62426,f
15271,42146,6594,64013,f
6722,41896,8066,56685,f
14434,44834,10338,69607,f
14202,46543,24935,85681,f
9439,51654,13047,74141,f
13535,43574,8073,65184,f
12249,42332,7752,62335,f
8792,43145,8229,60167,f
5083,41897,6691,53673,f
4380,47129,7357,58867,f
13682,45105,6474,65262,f
7374,43586,7404,58365,f
4533,43044,8503,56081,f
23671,43859,7963,75494,f
14573,45861,10177,70613,f
5335,45152,8485,58973,f
12676,45295,8140,66112,f
9066,49719,8255,67042,f
7994,46163,7562,61721,f
4675,46166,9028,59871,f
27850,46947,9154,83953,f
6489,45487,7051,59028,f
8428,45769,7618,61817,f
7077,45767,8048,60894,f
87978,22389,11320,121689,f
88330,18483,9753,116567,f
11637,20600,12862,45100,f
96664,19481,7798,123945,f
13336,34537,6561,54435,f
85719,21203,11613,118537,f
93447,26498,9446,129393,f
43648,19388,8226,71263,f
98032,60464,11541,170039,f
26976,60834,10196,98007,f
10093,15642,6798,32534,f
95144,13544,10262,118951,f
90010,18548,10337,118897,f
33568,14035,7142,54747,f
95703,17265,7459,120429,f
92092,15552,9163,116808,f
88735,27188,9601,125525,f
89629,20715,10788,121133,f
11139,20464,8240,39845,f
98662,33048,8802,140514,f
93479,60780,8850,163111,f
15526,64207,13175,92910,f
95023,71877,8602,175503,f
99313,61219,8880,169414,f
27577,74781,14484,116843,f
91492,64317,12798,168608,f
89413,112238,10192,211845,f
92209,61345,11852,165407,f
100943,61456,9804,172205,f
93896,58411,9717,162026,f
96254,58370,9874,164500,f
89566,68167,10129,167863,f
22958,64183,10181,97323,f
98036,61395,9878,169311,f
97418,89130,9862,196411,f
15067,68395,10121,93584,f
90085,67798,12776,170660,f
109886,82584,8878,201350,f
93801,68079,9940,171821,f
47521,62802,9233,119558,f
98551,61512,9657,169721,f
95959,63807,10113,169880,f
98993,70140,66540,235674,f
32814,64581,10367,107763,f
103182,65007,15569,183759,f
89486,104698,13204,207389,f
113524,76002,75694,265221,f
31403,63106,8920,103430,f
95671,100907,8962,205541,f
15926,73064,9819,98810,f
28707,78256,53610,160574,f
104763,134569,10367,249700,f
153580,101143,10949,265673,f
98190,76862,22268,197321,f
89441,78287,10798,178528,f
93311,85842,10463,189617,f
93493,80927,12471,186893,f
28836,50780,14868,94484,f
122887,189021,100379,412288,f
18379,42504,10490,71374,f
111502,45739,12317,169561,f
101943,45906,10635,158486,f
19538,45953,10646,76140,f
101905,44489,10752,157147,f
101764,45049,30767,177582,f
26966,48745,10485,86198,f
175835,92944,12520,281300,f
9149,92106,109905,211161,f
106871,95285,109263,311420,f
104897,55610,17565,178073,f
99810,58563,26285,184659,f
99343,58941,15119,173405,f
96019,61910,11695,169625,f
103921,59363,10580,173865,f
99178,59302,13404,171886,f
96951,58954,9579,165485,f
105925,59866,10486,176278,f
103126,95091,107654,305872,f
97481,92172,9899,199554,f
46414,101806,11183,159405,f
29454,50122,11210,90787,f
96915,56853,41456,195226,f
104586,58349,11621,174558,f
40122,55028,11053,106205,f
105457,54668,10681,170807,f
26403,54678,13109,94191,f
111860,53277,11429,176567,f
31299,56988,11790,100078,f
120659,57696,28139,206495,f
22505,56639,11262,90408,f
101218,57393,11728,170340,f
100777,57348,10731,168858,f
28417,65594,16262,110275,f
95081,63590,10396,169068,f
95755,67765,13786,177307,f
34414,80701,17015,132131,f
117401,126828,12095,256326,f
32059,59529,11181,102770,f
103194,68603,27612,199411,f
111462,81504,19994,212962,f
97714,83615,18249,199580,f
109391,83425,44044,236862,f
112000,73651,15417,201069,f
98197,73529,86400,258128,f
84799,70697,15023,170521,f
105028,82816,25218,213063,f
109931,132201,13740,255873,f
102645,91243,16607,210496,f
116070,128974,18781,263826,f
155413,91654,13416,260484,f
30218,65420,13809,109448,f
109094,68793,21333,199221,f
116216,80249,55281,251748,f
140584,97802,16756,255144,f
149504,189965,198640,538111,f
14300,284599,308781,607680,f
137820,72929,32072,242822,f
99182,75360,54157,228701,f
104040,75323,308734,488098,f
206049,94428,208984,509462,f
3265,13069,6709,23045,f
82652,100929,8388,191970,f
36825,7937,5011,49774,f
3797,6999,6265,17062,f
3677,12877,4447,21001,f
3490,9966,5972,19430,f
3171,10756,6548,20476,f
2819,11217,4440,18477,f
3502,10204,4955,18663,f
3294,10115,5194,18604,f
3220,10836,6596,20653,f
3794,11813,5959,21568,f
3313,11378,4913,19606,f
2902,10421,5311,18635,f
3863,11281,4918,20063,f
16554,15721,8554,40830,f
8009,20083,6947,35041,f
6680,14484,11345,32510,f
14989,18750,7499,41240,f
6970,19053,7032,33056,f
7758,17941,6095,31795,f
6848,18985,8564,34398,f
4554,19150,6619,30324,f
26670,19211,5660,51543,f
7329,23001,8737,39068,f
14210,23909,6816,44936,f
10064,22812,5952,38829,f
14846,21254,6119,42220,f
18450,20641,9296,48388,f
7939,20437,7519,35896,f
7279,20839,6443,34562,f
13477,21040,8317,42835,f
7195,22890,7650,37737,f
9256,26175,37145,72578,f
19797,29070,26996,75865,f
6164,31190,18856,56212,f
17234,23705,8482,49422,f
5559,26873,11796,44230,f
86697,33604,12364,132667,f
87242,25415,6465,119123,f
85612,22730,7203,115546,f
94906,25556,9365,129828,f
84502,30825,9067,124394,f
109230,25494,7943,142669,f
85165,24806,60867,170840,f
83748,27551,7474,118774,f
28359,27495,6995,62851,f
9781,24952,6871,41606,f
14614,23259,6012,43887,f
9995,27729,29736,67461,f
8465,22861,7049,38377,f
83342,24071,6492,113906,f
95716,24879,8786,129383,f
12059,34975,12245,59281,f
84855,28945,7060,120862,f
95005,27978,8448,131432,f
84005,27459,12032,123498,f
85421,27944,8507,121874,f
80723,29339,7697,117760,f
94831,31869,6769,133470,f
16084,31272,8353,55711,f
100822,30266,8448,139537,f
85431,32013,8008,125453,f
82610,32044,9972,124626,f
97288,30741,10392,138423,f
87451,33203,7067,127723,f
88840,31547,8114,128502,f
16007,36141,8672,60821,f
85877,33176,9377,128431,f
97952,33956,7803,139712,f
87327,34279,8997,130604,f
86920,34935,8524,130380,f
42837,72549,29138,144525,f
84899,36537,7519,128957,f
97341,34709,7979,140031,f
105753,35799,8037,149590,f
84373,35798,10135,130308,f
86724,34643,8179,129548,f
52868,35381,11618,99869,f
91914,43741,62132,197788,f
8220,73005,28025,109251,f
9243,17857,6566,33669,f
3758,12888,6138,22785,f
3285,14261,5635,23182,f
3837,13305,6339,23482,f
6825,14472,5249,26546,f
3565,15275,5950,24792,f
3839,15181,6100,25121,f
32695,15266,5211,53174,f
40436,21465,8140,70043,f
5817,22959,7337,36114,f
54600,22943,6430,83974,f
50719,23682,6259,80661,f
3321,21657,5175,30155,f
25372,27289,8284,60946,f
3769,28223,9295,41289,f
91942,26879,5138,123960,f
54501,29478,7925,91905,f
80635,29614,6633,116883,f
84086,27470,6436,117993,f
95059,29601,5840,130501,f
125808,29608,8777,164195,f
5140,27937,10810,43889,f
105581,26098,28965,160646,f
65859,30987,6900,103747,f
57681,29065,7757,94505,f
66060,30161,8158,104381,f
23753,32635,8167,64556,f
53702,29231,7892,90827,f
40821,32793,7995,81610,f
91337,30658,6537,128534,f
200645,46443,63434,310523,f
26699,33231,7965,67898,f
96961,33749,8068,138780,f
50353,32440,8919,91715,f
48657,36103,7857,92619,f
7175,37021,8809,53007,f
8071,39020,10539,57631,f
72293,37344,66775,176414,f
138048,39101,9020,186171,f
85954,39859,8032,133846,f
87939,42003,10517,140460,f
85773,41453,12162,139390,f
88507,43732,10761,143002,f
116079,37868,26467,180416,f
95909,42029,49652,187592,f
133792,56537,14589,204918,f
86585,42546,10420,139552,f
89532,45111,10141,144786,f
178862,53662,20642,253168,f
93479,52788,11669,157937,f
186592,43254,17370,247217,f
89656,45624,49142,184423,f
169024,41873,10323,221221,f
19889,14979,6140,41016,f
7958,22081,6542,36582,f
22070,22817,5402,50290,f
12287,22050,6111,40449,f
3900,24229,5215,33345,f
13826,22671,6065,42564,f
3419,6584,5021,15026,f
3200,5868,4314,13383,f
3285,9018,5261,17566,f
3298,8554,4456,16309,f
3133,9800,5230,18164,f
3367,10010,5133,18511,f
3389,11050,5002,19442,f
2941,10078,7422,20443,f
3334,11315,4627,19277,f
3543,10798,7278,21620,f
5055,12191,11944,29191,f
24566,89274,203513,317354,f
7260,35306,8686,51254,f
83554,57131,8040,148727,f
3701,25522,5325,34550,f
15773,25369,6394,47538,f
14962,24275,5817,45056,f
4758,23870,13830,42461,f
12533,22719,6066,41320,f
16099,22609,6438,45148,f
21355,28864,23278,73500,f
10884,27411,15266,53562,f
9126,26283,7584,42995,f
12669,25662,8588,46920,f
4231,26235,7981,38448,f
16758,26139,8310,51209,f
12310,25080,6574,43965,f
3903,28335,7168,39407,f
14377,27335,5847,47560,f
15804,31947,6513,54265,f
3674,29919,13072,46667,f
26304,31231,8230,65767,f
3917,29616,6701,40234,f
16040,31127,6152,53320,f
14046,29382,6023,49453,f
10675,33043,7608,51328,f
15268,35312,6468,57050,f
17380,32540,7459,57380,f
4436,30705,7343,42486,f
18824,32228,9157,60211,f
31557,31962,7222,70742,f
5025,31412,7613,44051,f
15740,35556,6984,58281,f
17834,35409,7310,60555,f
4358,34128,8062,46551,f
9609,32466,7223,49299,f
15733,34296,8859,58889,f
5797,36734,9728,52261,f
7846,48314,276415,332576,f
18646,43487,8636,70770,f
84397,67928,8050,160376,f
100243,55894,7642,163781,f
85977,54502,7426,147906,f
92225,53100,9391,154716,f
86453,56088,9108,151651,f
98549,52057,8002,158610,f
78021,53527,18962,150511,f
116460,63514,8180,188154,f
81701,52105,8351,142158,f
109205,98427,493257,700892,f
312676,89141,24421,426239,f
108297,57270,235088,400657,f
111856,89396,118872,320127,f
147822,47660,24099,219583,f
5998,22976,5898,34873,f
21642,21485,6461,49590,f
8439,23293,12032,43765,f
128897,43685,14433,187016,f
5340,20906,14286,40534,f
8029,19510,7627,35168,f
20809,19731,8470,49012,f
6042,21614,7075,34732,f
57242,24529,6748,88521,f
24929,23990,8379,57298,f
4027,23401,6175,33605,f
190010,40893,9615,240521,f
60386,23688,6934,91010,f
50451,21179,6187,77818,f
15627,27297,8019,50945,f
110470,33602,11983,156056,f
157771,43352,10313,211438,f
110648,35355,13697,159701,f
271779,33320,11703,316804,f
271053,38784,12148,321986,f
242977,35012,11059,289049,f
305450,56543,15914,377908,f
138397,50030,44618,233046,f
365758,86155,48542,500456,f
257518,94829,44174,396522,f
166097,53226,13207,232531,f
146984,50612,47695,245292,f
135605,53467,13353,202427,f
192529,51914,12309,256753,f
219157,65532,14149,298840,f
112646,50949,13374,176970,f
257551,51507,14414,323473,f
130435,51210,20171,201817,f
135286,96822,14454,246562,f
126835,53921,13433,194190,f
206836,94374,207715,508927,f
291709,101729,497892,891333,f
309506,292864,403696,1006068,f
193352,99855,27157,320366,f
366969,73635,15086,455691,f
132809,63058,35390,231258,f
320289,192125,297741,810156,f
104535,109804,387238,601579,f
290157,192285,417190,899634,f
231058,92058,107842,430959,f
152121,147464,12289,311876,f
128143,61506,206377,396028,f
314009,185486,107400,606896,f
109204,56097,49723,215025,f
207382,90848,20238,318470,f
118839,133567,49598,302005,f
103174,57451,12240,172866,f
189458,58837,144471,392768,f
101937,102120,114259,318317,f
168611,90779,108832,368223,f
101963,62023,42243,206230,f
301333,98650,15007,414992,f
116781,107445,12260,236487,f
93909,52677,11109,157696,f
117568,62756,10795,191121,f
132364,48001,10476,190842,f
19186,44696,8401,72284,f
100454,62623,9367,172446,f
104758,54019,9800,168578,f
109698,60937,9544,180181,f
5957,42319,7699,55977,f
4888,44415,6092,55397,f
15139,44515,6017,65673,f
156976,62073,8762,227812,f
3105,45035,6815,54956,f
13763,43629,12653,70046,f
5273,45965,6125,57364,f
14136,45715,7500,67353,f
109156,63592,9084,181835,f
90270,48589,7599,146459,f
94749,47445,7782,149977,f
104339,55722,8470,168532,f
112283,56081,8466,176830,f
123526,64885,9887,198298,f
108343,64829,10302,183475,f
212960,86252,103651,402864,f
111383,60420,23997,195801,f
116124,64416,13348,193889,f
114792,62579,12574,189947,f
104335,233472,597984,935792,f
708038,93762,110801,912603,f
147617,76417,9805,233841,f
107648,59538,11198,178385,f
384351,59544,10168,454065,f
114637,61727,11027,187392,f
150020,71928,13833,235782,f
111030,79572,10759,201364,f
252977,95320,9627,357925,f
113666,95694,10766,220127,f
111411,90135,11232,212779,f
259605,115144,12097,386847,f
110598,104768,10680,226047,f
116338,100401,10577,227318,f
95465,101410,10906,207783,f
96353,107747,11337,215439,f
154653,99606,11077,265338,f
118676,104297,10901,233876,f
281144,126371,13639,421154,f
95387,118967,11332,225687,f
98406,108316,15003,221726,f
151873,107403,11141,270418,f
111805,48668,9841,170315,f
108079,45659,8791,162531,f
108345,50319,10167,168832,f
109265,45814,12055,167137,f
303693,76022,39582,419299,f
10468,23192,8927,42588,f
15149,17530,6393,39072,f
111008,35867,10375,157252,f
5647,19155,6654,31457,f
16876,19345,7035,43258,f
128386,38277,15385,182049,f
3430,5256,6068,14755,f
3191,6819,5971,15983,f
11202,33806,25719,70729,f
6307,13356,13064,32728,f
4168,12991,8562,25722,f
12050,10935,5796,28783,f
4168,11335,6057,21561,f
116385,35421,23301,175108,f
3600,13553,5095,22249,f
15018,12224,5086,32329,f
49388,29632,8956,87978,f
18350,13826,6610,38788,f
13132,30740,9202,53075,f
3846,12646,5939,22432,f
15222,33901,9299,58423,f
5431,15270,6156,26859,f
15521,15750,5973,37245,f
7824,18681,10947,37453,f
116138,51885,12157,180181,f
5965,29206,20928,56100,f
4760,19876,7363,32001,f
16331,18059,5538,39929,f
111530,39908,9412,160851,f
14912,19866,6964,41744,f
7748,19641,6778,34168,f
110494,39329,8674,158497,f
6339,19379,5712,31432,f
17785,21262,6465,45513,f
7889,20865,6981,35737,f
14760,19792,6569,41122,f
109449,39923,7767,157140,f
11082,25236,8246,44566,f
21221,27482,18558,67263,f
111750,42231,8632,162614,f
7992,24031,7176,39200,f
20384,27056,7366,54807,f
7128,26672,8428,42229,f
15866,27398,11478,54744,f
4840,23424,8337,36602,f
111149,41643,8427,161220,f
4736,26173,7273,38183,f
11712,27568,7242,46523,f
16499,27720,6116,50335,f
12982,28857,8279,50119,f
11109,25773,39193,76076,f
89121,43668,12763,145553,f
98490,40189,7385,146065,f
85877,37271,7764,130914,f
120875,57075,14204,192156,f
91393,86193,10362,187949,f
83882,32581,8059,124525,f
92948,36731,8179,137859,f
83755,34420,10600,128776,f
94188,39740,36392,170322,f
106581,45123,54619,206324,f
86528,41620,9255,137403,f
302181,90909,310071,703162,f
165442,96917,306593,568954,f
