received_at|value
2023-02-1323:58:12.087078|39861517708258303
2023-02-1400:04:11.64094|4534285998978983
2023-02-1400:19:11.901217|11716152026542600
2023-02-1401:11:23.158711|26655293148480926
2023-02-1401:15:23.482896|50199585482624927
2023-02-1401:15:35.57361|3723119488309363
2023-02-1401:17:10.847896|13412749337488905
2023-02-1401:18:47.04545|6533805933819064
2023-02-1401:19:22.874942|11600344988047681
2023-02-1401:29:58.798635|5732594640571078
2023-02-1401:29:59.784763|5732594640571078
2023-02-1401:40:47.93832|41572358980959044
2023-02-1401:42:23.499234|12286280967712876
2023-02-1401:44:23.867896|21344470135242015
2023-02-1401:54:59.702945|18256660182832057
2023-02-1402:46:45.992623|38829226170844429
2023-02-1402:50:47.97423|57786718586516126
2023-02-1402:55:35.588334|20689021270896168
2023-02-1402:56:47.345104|23771369235436536
2023-02-1402:59:35.374804|34453190696340701
2023-02-1403:01:23.10785|32877959172770227
2023-02-1403:02:47.202227|13182503646477380
2023-02-1403:05:46.924029|26996177177905054
2023-02-1403:06:48.07278|22328125526364458
2023-02-1403:08:11.567845|8490921236491923
2023-02-1403:11:11.070584|681969660231606830
2023-02-1403:16:11.454791|23829355222288680
2023-02-1404:14:36.063799|65023680753796535
2023-02-1404:16:12.114586|52710066202615885
2023-02-1404:16:37.082682|17896704942429392
2023-02-1404:23:23.510789|42477724141529379
2023-02-1404:32:23.788625|17338057114716966
2023-02-1404:40:59.614912|19011092668140658
2023-02-1404:43:47.864135|34868907380773055
2023-02-1405:59:35.994594|19191485343299143
2023-02-1406:07:23.548103|11752811512623792
2023-02-1406:08:47.875961|90759283936802196
2023-02-1406:15:47.795873|26510340537014075
2023-02-1406:17:34.924519|4417503957179495
2023-02-1406:20:59.789365|12371028953976167
2023-02-1406:21:23.437279|30986080915682430
2023-02-1406:22:59.12253|20703458045821286
2023-02-1407:30:12.05516|29299267708794022
2023-02-1407:31:22.769781|10727994106796867
2023-02-1407:49:11.469623|30801216746401016
2023-02-1407:50:35.651717|71024828500527651
2023-02-1407:50:59.381258|9383951701459730
2023-02-1408:03:11.491994|31166026941635923
2023-02-1408:03:23.867564|7061394859557011
2023-02-1409:01:59.75279|59953668952188995
2023-02-1409:02:47.472961|38115988198595726
2023-02-1409:03:23.312739|18825686679958562
2023-02-1409:03:35.722558|18253951439884240
2023-02-1409:05:23.18549|27945599981677969
2023-02-1409:09:35.396375|31311941444769592
2023-02-1409:09:47.922361|23689073752665327
2023-02-1410:32:59.684261|23336750967032929
2023-02-1319:55:11.954525|33863277557984979
2023-02-1410:33:11.573425|8834388458181364
2023-02-1319:56:23.396778|37575427468577054
2023-02-1319:56:24.269671|37575427468577054
2023-02-1410:33:35.971917|27209850842668772
2023-02-1319:59:47.721859|17428238198865994
2023-02-1411:42:11.019379|44183634926500257
2023-02-1410:35:23.888029|23300431908305681
2023-02-1410:40:59.892971|39497399937080344
2023-02-1410:45:11.016725|30007459795283292
2023-02-1410:45:35.277137|26990386655779902
2023-02-1410:51:23.625358|36151804816418029
2023-02-1410:52:47.633644|34182241391657217
2023-02-1410:52:59.195656|27488595293909949
2023-02-1411:45:11.555276|20111204239189777
2023-02-1410:55:47.790329|47547014455595466
2023-02-1411:55:35.524815|28272384829117070
2023-02-1412:00:35.777788|19188401836791081
2023-02-1411:06:34.103693|38476019625039049
2023-02-1411:06:35.160338|38476019625039049
2023-02-1411:06:47.371244|15431159299967873
2023-02-1412:17:11.690128|9684861907282996
2023-02-1412:18:35.190158|29380104770263946
2023-02-1412:19:11.349673|21457862931413975
2023-02-1411:20:23.615674|30071583533794620
2023-02-1412:21:11.753028|14300827036120177
2023-02-1412:21:23.475798|9954177839577012
2023-02-1412:24:35.798534|15072365986145839
2023-02-1413:30:36.052038|33315988189043112
2023-02-1412:31:11.225559|27529104621070353
2023-02-1412:31:35.729961|10472477139742971
2023-02-1413:36:11.292361|43253492637144341
2023-02-1412:38:35.830215|14483116425864032
2023-02-1412:39:24.006888|41472406490459594
2023-02-1413:36:59.783016|48583169185755117
2023-02-1413:46:22.237836|35101542388361975
2023-02-1412:45:00.875668|38208397740227952
2023-02-1412:46:23.548034|14773411305684737
2023-02-1413:46:22.939945|35101542388361975
2023-02-1413:46:23.634706|35101542388361975
2023-02-1413:51:11.45782|32023269151392149
2023-02-1413:56:59.768876|53096654540829732
2023-02-1414:16:47.216155|37146553225330530
2023-02-1413:11:58.393641|27355686978691382
2023-02-1413:14:47.524909|34258939008225342
2023-02-1413:21:23.385815|37334316371231659
2023-02-1414:21:23.768703|40581629378754425
2023-02-1415:25:23.864276|39731387237944185
2023-02-1414:28:47.853788|20919991639817080
2023-02-1414:30:22.867814|60112728374776971
2023-02-1414:45:47.589021|33279606454869616
2023-02-1414:51:47.546905|138223899879036577
2023-02-1415:35:34.619003|43984542523847167
2023-02-1415:39:47.315457|16406695912649246
2023-02-1415:54:48.179992|42512129464433541
2023-02-1415:06:34.54537|76319893844326913
2023-02-1415:11:12.083203|20503909319215460
2023-02-1416:08:59.559047|24358596459071981
2023-02-1415:16:59.397842|66136086350412390
2023-02-1416:09:00.328968|24358596459071981
2023-02-1416:09:23.893768|36628675438014584
2023-02-1416:55:47.594886|29294252181604906
2023-02-1416:27:35.34976|31084731668040455
2023-02-1416:32:11.759743|21007303326556079
2023-02-1416:57:00.256141|89025642167276713
2023-02-1416:57:59.740212|45018103518624099
2023-02-1417:03:35.913807|14492217899245484
2023-02-1416:37:35.555756|11641342553791285
2023-02-1416:37:36.314826|11641342553791285
2023-02-1416:38:11.747791|56055332271445763
2023-02-1417:10:23.828825|15061494438528920
2023-02-1416:47:47.541395|14229251418953783
2023-02-1416:51:48.439732|10811255482234091
2023-02-1416:51:59.707976|56648660726646299
2023-02-1416:52:35.866385|38191374336713446
2023-02-1417:14:23.940317|30870817261998012
2023-02-1416:53:59.488928|83094866740336593
2023-02-1417:15:59.978646|11949786987963068
2023-02-1417:18:47.963479|12710769142464477
2023-02-1417:30:23.583911|57251364306241395
2023-02-1417:31:47.555945|7538173691302565
2023-02-1417:31:48.264303|7538173691302565
2023-02-1417:23:35.864155|46629386461805114
2023-02-1418:36:48.105088|7779748064019442
2023-02-1417:46:35.399183|68278964055121605
2023-02-1417:49:58.066165|42267822735708139
2023-02-1418:39:35.721785|23232994117001609
2023-02-1419:01:12.534467|118493579754271917
2023-02-1418:07:46.985287|9590291057822221
2023-02-1418:07:47.719739|9590291057822221
2023-02-1418:09:00.047315|25479464383542821
2023-02-1418:09:59.383655|23450365559823450
2023-02-1418:10:00.102866|23450365559823450
2023-02-1418:15:11.587332|14754310626359472
2023-02-1418:18:59.261674|54486263588021786
2023-02-1418:25:47.900185|25069656340139239
2023-02-1419:05:47.783357|33340318667296177
2023-02-1419:07:35.953801|15040408865940107
2023-02-1420:13:23.40203|13145950130835169
2023-02-1419:23:59.866701|47891753132867788
2023-02-1419:26:35.532605|23256303059829062
2023-02-1419:38:59.561533|57149508391981104
2023-02-1420:16:00.347368|45437732086904670
2023-02-1420:22:59.598186|4497576417739740
2023-02-1419:39:59.82786|45896203159925204
2023-02-1419:46:11.483768|8754023971850706
2023-02-1419:47:59.969692|12099261348060581
2023-02-1419:48:59.646592|8693767104012348
2023-02-1419:55:23.374617|43471592831749042
2023-02-1419:55:35.68633|133485707507672702
2023-02-1419:55:47.660586|9793756628046576
2023-02-1419:56:59.408757|37060614521857132
2023-02-1419:57:35.749321|46427150684283689
2023-02-1420:04:59.679831|173268070180362635
2023-02-1420:07:47.603096|69708649228374066
2023-02-1420:08:47.549568|59609023154653630
2023-02-1420:12:11.866232|112886779990804986
2023-02-1421:58:23.845906|22206957706359021
2023-02-1422:04:47.556887|13416238626180534
2023-02-1422:04:59.956943|34046580377963037
2023-02-1422:10:11.505878|47578960373841193
2023-02-1422:20:58.790152|55198449094055782
2023-02-1422:29:47.710143|6678780383607342
2023-02-1422:47:11.424753|12379063747490559
2023-02-1423:36:35.987855|24850722765435035
2023-02-1423:40:23.793688|5357023276841357
2023-02-1423:44:11.615328|17248121634168811
2023-02-1423:46:22.952664|7955919170177789
2023-02-1423:47:35.673788|8713730812998003
2023-02-1423:49:47.901986|8150706492445613
2023-02-1423:52:34.644818|43819607357226913
2023-02-1423:57:35.148513|24378956756435605
2023-02-1500:07:47.039235|19888660241952542
2023-02-1500:10:35.815239|12329005404931096
2023-02-1500:12:23.519504|11999770750721013
2023-02-1500:15:34.772589|50985893607970884
2023-02-1500:15:35.719422|50985893607970884
2023-02-1500:18:23.401823|12729160197232924
2023-02-1500:18:47.484969|8699699662550225
2023-02-1500:18:48.323488|8699699662550225
2023-02-1500:24:46.554486|29645178529760761
2023-02-1500:32:22.175509|4202001285902417
2023-02-1500:32:22.890707|4202001285902417
2023-02-1500:32:23.612351|4202001285902417
2023-02-1500:32:59.300025|11150900251136414
2023-02-1500:36:12.145793|2745363383705445
2023-02-1500:36:11.39424|2745363383705445
2023-02-1500:40:35.892866|4006539150492152
2023-02-1500:41:47.506877|5855991677098623
2023-02-1500:44:59.378699|8389952058323756
2023-02-1500:45:00.337593|8389952058323756
2023-02-1500:47:47.853089|5437057189168361
2023-02-1500:52:35.730916|17882419568158301
2023-02-1500:58:11.263588|93695755164757060
2023-02-1501:01:22.366208|82426033756533648
2023-02-1501:01:58.535876|70076043581925639
2023-02-1501:01:59.496431|70076043581925639
2023-02-1501:03:46.545738|34065275205741939
2023-02-1501:03:47.536335|34065275205741939
2023-02-1501:06:10.981489|19126001929406581
2023-02-1501:07:47.751832|13004188783638822
2023-02-1501:08:59.919709|66593498791405659
2023-02-1501:09:47.886643|26734318884100355
2023-02-1501:11:23.941085|7600870541763563
2023-02-1501:15:23.775654|8767419100470439
2023-02-1501:20:35.965041|18334429501685909
2023-02-1501:53:23.735546|9812750869720241
2023-02-1501:55:11.346746|59093502282999355
2023-02-1501:55:34.828992|29083469066238648
2023-02-1502:11:35.18201|12686603368868506
2023-02-1502:26:23.816506|26725831419509261
2023-02-1502:26:35.446474|17678566299389370
2023-02-1502:28:59.397445|18017740275411691
2023-02-1502:34:35.608081|27896355500300231
2023-02-1502:38:46.746045|28316725510754553
2023-02-1502:45:35.359121|46796452059477872
2023-02-1502:46:23.125609|15864213337878898
2023-02-1502:47:35.946659|18238495369084148
2023-02-1503:34:11.252798|33671284598063611
2023-02-1503:49:34.770051|25297895608129268
2023-02-1503:51:47.886854|14882373320026820
2023-02-1503:53:35.774483|28790016116147577
2023-02-1503:58:11.415152|20105349732298373
2023-02-1503:59:35.467042|16485307045388850
2023-02-1504:01:48.122144|39979518460899293
2023-02-1504:03:12.065207|9166250576537109
2023-02-1504:07:35.483107|22303304077011203
2023-02-1504:17:23.65595|17669334273037246
2023-02-1504:17:59.898069|15571622659677112
2023-02-1504:18:59.675072|34949979028179955
2023-02-1505:02:11.551072|15114031578591665
2023-02-1505:03:35.838439|27557981020214185
2023-02-1505:06:47.546032|40189377426029437
2023-02-1505:14:47.77988|43716353222680526
2023-02-1505:24:20.514574|30851113654522505
2023-02-1505:26:59.915395|26360953882347167
2023-02-1505:27:00.712559|26360953882347167
2023-02-1505:33:23.838928|26617077947476845
2023-02-1505:41:11.457027|28640791025927949
2023-02-1506:26:12.064153|29528610487442235
2023-02-1506:26:24.155892|24694596016480535
2023-02-1506:29:11.905736|30486897497750255
2023-02-1409:23:11.79403|41867685391148278
2023-02-1409:23:35.824411|36952568220670014
2023-02-1421:06:59.478361|37340321080160394
2023-02-1421:09:11.769535|155514072775419054
2023-02-1421:15:59.880912|60495858459458298
2023-02-1421:18:11.147506|52957668475766765
2023-02-1421:20:23.945766|6288317970042932
2023-02-1421:20:35.74874|49383438378230261
2023-02-1421:21:59.547379|50112349315037967
2023-02-1421:23:11.985701|35861496429328276
2023-02-1421:27:47.44601|44396414265841101
2023-02-1421:29:11.22276|40632300796200397
2023-02-1421:34:12.010055|55373959535264975
2023-02-1421:45:00.260078|52468603382278635
2023-02-1421:45:35.442382|40622711649799397
2023-02-1422:51:47.094985|66971153923382737
2023-02-1422:52:11.246541|76487177748135258
2023-02-1422:53:59.772819|7746094311797068
2023-02-1422:55:11.493697|28121842380954663
2023-02-1422:55:35.462605|16282356437215884
2023-02-1422:56:11.559162|7221423166188899
2023-02-1422:58:47.552543|34695053373864498
2023-02-1422:58:46.784189|34695053373864498
2023-02-1423:00:11.052152|35535674295804925
2023-02-1423:03:47.91975|767912073070256062
2023-02-1423:06:47.829909|71819963308004432
2023-02-1423:08:23.605042|11944987801511245
2023-02-1423:09:59.924426|16812073183973711
2023-02-1423:11:47.578639|7695327480227445
2023-02-1423:12:59.518966|17306290405608794
2023-02-1423:16:11.200052|5189261491807683
2023-02-1423:17:11.320736|6775324419516425
2023-02-1423:26:10.733027|2252444445531155
2023-02-1423:26:11.564385|2252444445531155
2023-02-1423:26:35.743849|6347053605801657
2023-02-1423:31:11.637755|7308829625860759
2023-02-1501:21:35.56782|5624440620694931
2023-02-1501:26:47.737114|101139223545191899
2023-02-1501:29:11.620143|7569884219518629
2023-02-1501:37:23.087965|36239031744495394
2023-02-1501:39:23.379135|37386979069039330
2023-02-1501:41:11.251392|20329304284781482
2023-02-1501:41:23.943861|25001142237536854
2023-02-1501:41:47.080681|7560443582549715
2023-02-1501:46:11.345995|29744770839301697
2023-02-1501:47:11.762971|27132629749713758
2023-02-1501:48:11.0549|10036823049303699
2023-02-1501:48:11.864373|10036823049303699
2023-02-1501:48:35.329124|26815316996283757
2023-02-1502:48:23.89248|30169590158970753
2023-02-1502:50:35.640329|58350397597525196
2023-02-1502:50:36.541847|58350397597525196
2023-02-1502:59:00.003853|27018503133094362
2023-02-1503:10:47.19351|19459739428630137
2023-02-1503:11:00.179838|27687202370424205
2023-02-1503:11:36.101884|11505764971404001
2023-02-1503:15:48.146222|21157125472833029
2023-02-1503:16:47.822164|15322050503867876
2023-02-1503:19:35.760592|78902552122167322
2023-02-1503:20:59.178065|29320116763624690
2023-02-1503:33:47.79241|22710317386756422
2023-02-1504:24:35.641166|40959999366107616
2023-02-1504:31:12.065823|37018973136304254
2023-02-1504:34:59.447671|25416749873016115
2023-02-1504:35:11.396567|38883624827260234
2023-02-1504:35:23.638437|30719359956146872
2023-02-1504:40:47.711567|11844507710941585
2023-02-1504:42:22.990234|36611874035113077
2023-02-1504:42:23.792449|36611874035113077
2023-02-1504:42:24.596456|36611874035113077
2023-02-1504:42:48.058608|39789987774736909
2023-02-1504:52:12.068746|69542072650537309
2023-02-1505:51:47.961326|20898958781714990
2023-02-1505:52:47.648907|15319474771336504
2023-02-1505:55:47.872677|55170793350795457
2023-02-1506:01:59.641559|44112681946939094
2023-02-1506:02:35.425892|15113748443555511
2023-02-1506:03:23.446525|24682611338916756
2023-02-1420:24:23.759345|6050722920887759
2023-02-1420:25:23.946713|48273891425313385
2023-02-1420:27:59.76599|46930441476368680
2023-02-1420:28:12.046779|43996379737871058
2023-02-1420:31:59.415807|72340398532729051
2023-02-1506:36:47.282959|10843876004461275
2023-02-1420:38:23.857311|193116400434808130
2023-02-1506:38:48.055768|18638112737489553
2023-02-1420:39:47.796826|51073385199865131
2023-02-1420:45:47.916994|49125467432332413
2023-02-1506:51:22.400754|41318404563013093
2023-02-1507:02:24.976686|82861707071555808
2023-02-1420:48:11.687724|45801078653352513
2023-02-1507:28:36.788712|33961013120922823
2023-02-1507:18:35.346024|31809090030987372
2023-02-1507:36:59.150916|76655598513071039
2023-02-1507:37:11.845967|271695408750723861
2023-02-1508:03:58.246022|40667642568764456
2023-02-1507:40:10.952999|23597573764164086
2023-02-1507:46:23.740723|64352063799027041
2023-02-1508:08:23.609159|47170979867419371
2023-02-1508:08:35.917078|34378216348174325
2023-02-1508:14:11.908341|38669277555288702
2023-02-1507:48:59.759751|65325903384419622
2023-02-1508:14:47.44776|56342671518322070
2023-02-1507:49:11.703941|43347091244382765
2023-02-1507:51:11.671563|36441362957440433
2023-02-1507:57:11.946065|44259906610436596
2023-02-1508:56:47.543615|37594208263267512
2023-02-1508:37:59.286152|27295479322928343
2023-02-1508:58:00.070366|17496789698029943
2023-02-1509:15:59.681883|41702721059542545
2023-02-1509:42:47.215102|92936133036331509
2023-02-1509:20:35.347173|73386261394729660
2023-02-1510:43:23.85053|27215335271938859
2023-02-1510:12:11.038858|127886465646581804
2023-02-1510:12:35.447221|48482508713640045
2023-02-1510:16:12.415563|26457437747967698
2023-02-1510:47:11.579954|54149808082365102
2023-02-1510:53:35.264855|41037375474061924
2023-02-1510:55:11.582093|111021197727238612
2023-02-1511:29:24.14751|91216408260238313
2023-02-1511:11:47.925959|29015287419075380
2023-02-1511:35:35.872111|23286408600255499
2023-02-1511:39:36.410945|21542697935636659
2023-02-1511:52:35.683428|59446130904763905
2023-02-1511:52:40.515049|13251424265258648
2023-02-1511:53:23.969534|29231190064940864
2023-02-1511:16:23.446678|58075908857299554
2023-02-1512:29:11.920061|38427274642036318
2023-02-1512:07:22.966203|303648919544794633
2023-02-1512:07:23.92848|303648919544794633
2023-02-1512:30:35.060437|56848396444548044
2023-02-1512:12:11.633569|21657050955140588
2023-02-1512:34:59.845792|38979694456137719
2023-02-1512:40:23.381527|126429503095702224
2023-02-1512:45:24.146928|68474121028779687
2023-02-1512:50:23.047125|249794601635859453
2023-02-1513:19:00.046192|39694121674731462
2023-02-1513:57:59.716003|79445895189729886
2023-02-1513:26:47.348474|34549263060612231
2023-02-1513:34:59.540084|29835005311437713
2023-02-1514:00:47.352619|97928404501178471
2023-02-1514:01:23.446763|39895500491997921
2023-02-1514:30:23.995878|63799358726296126
2023-02-1515:25:11.188205|55403353206962832
2023-02-1516:22:11.881378|16261783364081415
2023-02-1516:33:11.784381|29774273478338079
2023-02-1516:42:00.123397|70794484331105530
2023-02-1516:48:59.745341|37899416571254643
2023-02-1517:01:11.969613|15049617715383326
2023-02-1518:12:00.1371|21512478379758508
2023-02-1518:12:47.845513|29416777301574937
2023-02-1518:15:35.710053|60189306034900580
2023-02-1518:17:59.180823|10562249895469839
2023-02-1518:23:11.656394|7743845897013438
2023-02-1518:26:12.164768|10072817498395075
2023-02-1518:26:23.76006|6634209120109726
2023-02-1518:30:59.589836|64944693967442110
2023-02-1518:36:35.481638|14398327606704077
2023-02-1518:40:47.80858|23990791938187653
2023-02-1518:42:47.649511|35146212326196058
2023-02-1518:45:00.482457|52071008318359061
2023-02-1518:48:35.908619|43570765522054992
2023-02-1518:49:23.993292|10139736442841568
2023-02-1518:49:35.99528|6717378816215241
2023-02-1518:53:59.962941|207541799416800256
2023-02-1519:12:59.863868|151603460873829232
2023-02-1519:30:23.509219|53155119464417515
2023-02-1519:34:48.069854|12007851679360073
2023-02-1519:35:23.910599|173328199338400333
2023-02-1519:36:23.770714|14906236567117639
2023-02-1519:40:11.520756|29240705639241291
2023-02-1519:40:23.272821|11505434360180323
2023-02-1519:50:23.624945|18000152374003440
2023-02-1519:51:48.769481|63394170062815676
2023-02-1520:42:47.351077|50701707323585123
2023-02-1520:42:48.210757|50701707323585123
2023-02-1520:47:12.080343|10268139345253913
2023-02-1520:55:00.175871|95626039115705747
2023-02-1520:56:59.550375|46342568333244289
2023-02-1520:58:23.956928|52705879973505294
2023-02-1521:01:22.58786|66339803903332517
2023-02-1521:03:23.939679|20800194244208801
2023-02-1521:04:11.273263|23798683724259087
2023-02-1521:10:36.154528|30864464072345350
2023-02-1522:18:21.267945|5592632987184904
2023-02-1522:25:44.082633|88776124087342509
2023-02-1522:39:59.728096|15233785074306313
2023-02-1522:43:35.814029|5250385945524062
2023-02-1600:12:59.477126|50925387030628935
2023-02-1600:13:22.976929|23315104795452969
2023-02-1600:16:22.729135|98162358337518149
2023-02-1600:19:35.570148|8266839392385810
2023-02-1600:19:58.931129|25461358451205702
2023-02-1600:23:11.656119|6161406081554068
2023-02-1600:24:34.87416|19072930742436713
2023-02-1600:28:11.974037|8432244787521211
2023-02-1600:35:47.924197|2744511802117874
2023-02-1600:42:23.846981|53214470406989885
2023-02-1600:49:00.047817|15897095296126381
2023-02-1601:44:59.569864|59574478571437529
2023-02-1601:52:47.562165|10767436827041729
2023-02-1506:05:23.773902|57633050324370870
2023-02-1506:06:35.347704|44568713369422092
2023-02-1506:08:47.839971|88773969740167373
2023-02-1506:14:47.834463|18484072148033582
2023-02-1506:14:59.548993|48066078823600716
2023-02-1506:15:24.142919|25881417686776527
2023-02-1515:41:11.820584|43138880316105827
2023-02-1515:54:23.5318|60056554069280103
2023-02-1515:56:23.837561|149626010263990274
2023-02-1517:15:35.970368|50381078019865020
2023-02-1517:23:47.411105|12055905419215667
2023-02-1517:26:00.04862|25984720803944644
2023-02-1517:39:35.843127|10967966600492281
2023-02-1517:54:46.118042|14827959816483018
2023-02-1517:54:46.942456|14827959816483018
2023-02-1517:54:47.664569|14827959816483018
2023-02-1517:55:59.782512|13437329377618430
2023-02-1517:56:12.074337|11868646857642534
2023-02-1519:53:47.613854|6469977818138405
2023-02-1519:56:47.659748|7211763074649333
2023-02-1519:59:23.95535|22868158913720734
2023-02-1520:01:35.763532|19548901525866869
2023-02-1520:01:34.787304|19548901525866869
2023-02-1520:02:11.440621|22687484572723943
2023-02-1520:02:47.65492|10835362214134093
2023-02-1520:05:11.905087|16844592528997906
2023-02-1520:09:47.49868|56078463573366185
2023-02-1520:10:35.866969|16865644798684290
2023-02-1520:17:59.928715|39933076102739190
2023-02-1520:18:11.889312|46639982104752832
2023-02-1520:18:12.743728|46639982104752832
2023-02-1520:25:35.516987|11395787748986589
2023-02-1520:25:36.337688|11395787748986589
2023-02-1520:32:23.469467|27123803817861725
2023-02-1520:33:35.784513|40267341307135291
2023-02-1521:25:46.861991|14267992320784668
2023-02-1521:25:47.663844|14267992320784668
2023-02-1521:25:45.997545|14267992320784668
2023-02-1521:26:47.890838|14000302322575207
2023-02-1521:37:58.585969|43156396691816878
2023-02-1521:37:59.499714|43156396691816878
2023-02-1521:39:11.934886|52165423897335563
2023-02-1521:54:53.28256|19852268213721923
2023-02-1521:57:23.590116|58871271722822462
2023-02-1523:05:59.770078|52378326067998927
2023-02-1523:06:23.655437|44204248518479405
2023-02-1523:08:59.274719|34421514293171357
2023-02-1523:15:47.19983|31324144668481301
2023-02-1523:15:47.966586|31324144668481301
2023-02-1523:28:35.820818|829655558603028960
2023-02-1523:29:11.943686|15234979633235315
2023-02-1523:34:35.608275|34708843878152013
2023-02-1523:36:35.531864|6026433700179782
2023-02-1523:36:36.253646|6026433700179782
2023-02-1523:42:59.55378|16369588240280571
2023-02-1523:44:11.526606|23338346463624948
2023-02-1523:49:47.262341|9807957735370233
2023-02-1523:54:23.128926|6217237847201817
2023-02-1523:57:35.648086|8227564742815825
2023-02-1523:57:36.543801|8227564742815825
2023-02-1523:58:35.56482|2316474855799462
2023-02-1523:58:36.46559|2316474855799462
2023-02-1601:00:59.983531|15187321693197848
2023-02-1601:03:23.370416|35215778716129831
2023-02-1601:04:48.074862|6725217572751506
2023-02-1601:10:11.171809|32683416834693880
2023-02-1601:19:00.042738|24866715462350775
2023-02-1601:21:47.771461|54814429966544456
2023-02-1601:26:59.593459|38230274292253920
2023-02-1601:29:11.271534|36153203675863909
2023-02-1601:34:23.883303|14872340117037063
2023-02-1514:32:47.440002|61792575638336747
2023-02-1602:59:59.07894|85951480750042474
2023-02-1603:03:23.42135|157542355249694687
2023-02-1603:05:23.973655|69290455023188011
2023-02-1602:07:35.902823|18300194302195113
2023-02-1603:05:59.740322|19254190457334140
2023-02-1602:11:47.568006|21172847000833099
2023-02-1603:10:59.746245|37336055660330642
2023-02-1602:12:35.674344|10553903302015313
2023-02-1602:15:35.378016|37556424616390439
2023-02-1603:12:12.100584|24771337319142823
2023-02-1602:17:24.12625|11670307464593614
2023-02-1603:14:35.949415|12320572453443959
2023-02-1603:19:47.964975|21831241213128365
2023-02-1603:34:47.71133|65754857899769686
2023-02-1603:23:23.940387|12711038812200414
2023-02-1604:06:24.032517|4522284365132275
2023-02-1603:47:59.83759|15072205858328447
2023-02-1604:22:36.227493|123656649362656393
2023-02-1603:50:59.459721|15737882972816447
2023-02-1603:51:47.672746|25739175317530703
2023-02-1603:53:47.353935|9342366881874741
2023-02-1604:27:47.370962|7759861508108334
2023-02-1604:00:35.473336|58759058097903024
2023-02-1604:00:47.383311|26051631307354832
2023-02-1604:28:47.773904|24912119998388828
2023-02-1604:06:11.864765|10744731939386108
2023-02-1604:30:35.681621|60701110235026132
2023-02-1604:51:59.843955|21973189720069095
2023-02-1604:33:59.453901|13801671153213841
2023-02-1604:35:47.812599|11878645968394898
2023-02-1604:38:23.790441|15466597246636169
2023-02-1604:52:59.568934|8511056622237941
2023-02-1604:57:11.606635|9433009870938034
2023-02-1604:39:47.270513|85466274568079137
2023-02-1604:42:12.254647|7562138782164663
2023-02-1605:47:24.183339|32871769164699743
2023-02-1605:06:59.574396|127586763963221724
2023-02-1605:50:11.780379|68971656544341412
2023-02-1606:03:34.976698|20819738010514118
2023-02-1605:22:11.476133|39039689643676646
2023-02-1606:24:23.625416|146376008214622328
2023-02-1605:28:35.918219|69115025556255316
2023-02-1605:38:00.09899|63203911551524443
2023-02-1606:27:47.455527|17641050527517628
2023-02-1606:29:35.92721|211071278232839512
2023-02-1606:31:47.935849|22050447563426924
2023-02-1606:32:35.686843|11162956616722078
2023-02-1606:48:12.01408|54951366449801771
2023-02-1606:36:10.613042|40341438270401497
2023-02-1606:51:36.549787|16886433492219006
2023-02-1606:51:47.470771|74602876674212825
2023-02-1606:52:11.212212|90447904968569963
2023-02-1606:52:36.752624|45186881527732365
2023-02-1606:36:11.540975|40341438270401497
2023-02-1607:29:47.636822|11584060543742683
2023-02-1606:53:32.477554|24443786725494195
2023-02-1607:35:48.086965|41014294878106683
2023-02-1606:55:23.569622|74950083402663400
2023-02-1607:39:23.790966|67811576621844187
2023-02-1607:17:47.370771|287800532187454128
2023-02-1607:18:23.774573|54898588106411852
2023-02-1607:40:35.613735|48821671046017107
2023-02-1607:45:11.596816|266859145871466486
2023-02-1608:17:11.493665|83774028509145180
2023-02-1607:45:47.76095|30951454035473793
2023-02-1608:03:11.163729|70985627605438234
2023-02-1608:28:36.01494|44337222271721177
2023-02-1608:34:59.882501|23927361212907888
2023-02-1608:36:11.895463|21647878018717253
2023-02-1609:15:35.952483|31646779038445426
2023-02-1608:43:47.969127|10955844751263752
2023-02-1608:44:47.456762|31212931682343729
2023-02-1608:46:10.994051|62222858885643251
2023-02-1608:51:11.596269|39334418726980472
2023-02-1609:36:34.912434|21207738847334916
2023-02-1609:00:11.044791|70033860389920245
2023-02-1609:50:59.538487|51603935667916741
2023-02-1609:54:11.555996|167745552317014184
2023-02-1609:37:47.657578|17692905565810228
2023-02-1609:44:11.875485|32851033639688722
2023-02-1610:00:23.810982|74001548943237092
2023-02-1610:03:59.211352|25485952049672030
2023-02-1609:50:11.759377|89012387374875827
2023-02-1610:06:11.836521|16374231822983156
2023-02-1610:11:11.77398|56522410870547130
2023-02-1610:12:35.634554|44103361511525832
2023-02-1610:34:11.670893|126536872695931847
2023-02-1610:13:47.500639|68624939544311585
2023-02-1610:56:35.519562|29158726085128072
2023-02-1610:23:11.6865|51744834775429074
2023-02-1610:58:35.779292|13374192832744517
2023-02-1610:24:11.401992|73584775902378977
2023-02-1611:09:59.998394|67655788524894504
2023-02-1610:26:59.76871|41574074685027754
2023-02-1610:28:23.322749|94320007263319648
2023-02-1610:30:11.696826|91794120994872361
2023-02-1611:13:47.014654|14522099800075651
2023-02-1610:31:23.862524|86412893055220752
2023-02-1611:17:59.68496|61028613942827542
2023-02-1611:44:47.527109|17622085043802897
2023-02-1611:23:11.585834|62778834986063334
2023-02-1611:56:11.705826|70312686670266841
2023-02-1611:36:12.049968|27530212228517667
2023-02-1612:08:35.975701|24507476716424695
