redis
16048
6342
6376
5882
6587
6021
6612
6364
6188
5563
6632
5663
14515
8513
11634
7482
6149
6780
7082
6915
9761
7257
8336
9270
7943
9296
8638
9384
11071
8352
8944
8794
8961
8834
7866
9884
8851
10130
10231
6348
5415
5086
87879
89719
88008
9851
7505
86032
5659
12571
99537
5725
6752
6028
6782
6416
13668
5980
5762
6460
6082
6190
7991
8096
8870
7884
6603
8274
8180
7008
8455
8621
7736
7879
7502
7886
7242
34111
12689
54528
11132
12261
10999
5508
8879
9117
8758
9370
9446
17170
9003
9775
9364
8299
9833
10055
10109
10994
11558
27604
10043
10872
10748
9570
9627
11680
12372
43200
11766
55388
12445
16089
11395
12000
11153
19031
17023
16344
11572
12070
11697
4213
5009
4541
5165
5218
5202
6358
5726
5778
7135
6487
6265
4657
7999
7529
8333
6396
6633
6766
6619
6515
7975
11523
8840
8203
7531
7968
8494
8692
8830
8120
8215
8896
8387
8523
9029
8790
7867
8175
8198
9786
8675
7699
7761
4582
4222
4991
5689
5329
5063
4671
5065
5631
5116
5434
5114
4993
5670
4913
6326
13414
5601
6157
5749
5477
5967
7557
8064
6679
6985
7193
5960
7331
7514
7963
7071
8206
6693
6905
7626
8342
7382
7821
6425
8972
7366
18641
15637
14376
13260
14375
40175
15727
13873
13678
13711
18471
38305
13742
14648
13835
16541
13303
32910
194405
32445
14224
13094
13729
14230
12616
26173
45170
19932
23751
14382
14961
15547
14481
26956
20482
14958
25996
16431
14502
14895
21052
4987
6166
6178
5309
6167
5444
6507
6387
5306
5997
6181
6187
5197
6362
7246
7923
7881
6200
5925
7292
7287
7216
5276
6672
7034
6505
6578
8044
7301
7136
6934
6265
7213
7670
7301
7548
7138
7801
6290
6437
8056
6899
7185
