read_header_duration|read_duration|decode_duration|cache_read_duration|randao_lock_2_duration|simulation_duration|redis_update_duration|submission_duration|optimistic_submission
68|14696|918|519|2896|8|8476|27554|t
75|100078|2012|1422|4089|13|111050|218821|t
67|1393|846|321|3015|10|14471|20072|t
108|3566|1018|1142|3137|8|295699|304589|t
102|2891|1078|358|3047|10|195927|203375|t
84|100350|1263|5855|3229|9|94467|205201|t
57|2382|1266|274|87087|12|107375|198429|t
62|2367|1563|6666|97616|7|99782|208022|t
83|102728|1368|2734|97763|14|102978|307729|t
78|100327|1276|2691|3402|9|298576|406309|t
68|102009|2491|351|3190|9|101059|209131|t
74|301097|2211|310|3816|31|99210|406699|t
153|100657|2135|604|3347|27|499190|605983|t
110|201360|2688|1748|3863|13|193065|402769|t
99|101664|2460|404|3901|10|96316|204774|t
50|100399|2622|326|3215|10|205017|311608|t
66|101875|2323|559|4217|92773|105814|307580|f
114|205274|3201|94741|7504|12|398391|709150|t
93|102877|2695|701|4151|14|103629|214096|t
61|203011|2853|323|5318|7|198893|410430|t
53|105797|2570|94718|3210|92648|211351|510312|f
48|196950|3888|96979|94612|13|311991|704469|t
133|196844|2528|1821|2909|8|695468|899635|t
90|195799|2527|93753|9509|11|600022|901642|t
62|91336|2304|314|3117|93770|12677|203556|f
82|102719|2462|5021|3026|9|197743|311000|t
110|199556|2564|205391|193238|99992|711043|1411826|f
72|86194|1987|1175|3881|92697|701812|887763|f
90|196742|2587|5383|194542|96545|607154|1102973|f
175|104274|2615|103294|90189|101374|311265|713037|f
59|103058|2189|2416|6818|193464|296817|604798|f
60|108758|2427|98374|96163|14|201711|507477|t
55|104598|3277|4924|91079|7|496584|700494|t
7086|35918|218|393|2823|16|4100|43501|t
125|8907|259|466|2542|10|6142|18349|t
7041|42752|380|705|3299|10|5226|52396|t
7617|57774|316|412|2297|13|5337|66208|t
60|9741|378|420|2467|11|4569|17604|t
7061|102407|368|441|2718|15|5153|111125|t
66|62265|347|323|2295|11|5189|70450|t
5387|102347|366|339|2531|15|5865|111488|t
102|10801|476|403|2946|12|5954|20614|t
7346|110106|441|378|2296|8|5336|118583|t
1912|32801|371|402|2583|16|5983|42178|t
66|21195|392|362|2486|15|5378|29848|t
7456|118772|442|393|2734|19|5669|128048|t
55|11352|434|337|2679|14|5115|19971|t
7596|86359|491|346|2634|37|5218|95137|t
7464|91221|455|434|2738|14|5748|100631|t
60|9955|534|384|3323|16|6814|21049|t
5770|73548|767|402|5130|23|6848|86740|t
57|27742|515|362|3326|23|6331|38320|t
3331|47713|525|451|2552|17|5628|56910|t
3260|48595|551|375|2608|14|5487|57656|t
44|11286|447|536|2692|38|7452|22475|t
3176|51165|630|355|3202|4|6265|61644|t
50|10000|521|375|2319|15|7155|20407|t
1926|41174|428|321|2475|9|6202|50625|t
5146|191259|912|490|2321|15|7069|202090|t
75|82998|701|415|2940|16|6335|93424|t
2724|106522|852|371|2510|17|5737|116031|t
79|84894|641|419|2456|16|6679|95127|t
5000|112005|962|458|2553|14|5456|121469|t
4731|106261|852|389|2553|14|6157|116246|t
3783|94299|907|359|2433|16|7084|105117|t
23528|133584|964|369|3383|13|7224|145558|t
2923|93057|967|339|2544|14|7843|104789|t
46|95736|1065|467|2014|14|7880|107201|t
3601|92988|946|406|2445|22|7112|103942|t
39|86779|1075|375|2682|22|10825|101777|t
1203|46175|703|635|2577|14|6871|56996|t
3638|96498|1133|599|3658|64|9140|111126|t
68|136018|1055|418|2499|20|7945|147978|t
1416|48192|978|439|2420|14|7453|59522|t
55|87034|1133|374|3240|29|8251|100090|t
62|80614|993|373|2127|38639|7771|130549|f
2455|82578|1138|471|3444|8|8616|96273|t
56|81368|1041|409|2470|43445|6693|135449|f
51|110283|1071|365|2677|18|7631|122084|t
71|81934|1003|352|2538|44412|8058|138317|f
404|89600|1099|385|2818|23|11241|105196|t
43|81971|1180|337|2330|43239|6258|135334|f
2379|68920|773|291|2900|8|7449|80375|t
63|82798|1205|553|2621|40808|8879|136912|f
2282|71107|1068|411|2520|8|7190|82335|t
45|88116|836|380|2184|5|7407|98951|t
75|79502|1101|409|2463|42473|7762|133733|f
53|84041|1060|405|2619|42580|10916|141643|f
46|82679|1282|419|2767|61077|17323|165589|f
62|81715|1056|353|10823|44580|7606|146151|f
45|84531|1099|377|2582|47434|6318|142363|f
58|82628|1070|410|2351|44484|6830|137795|f
65|88564|1081|397|2740|18|12427|105250|t
2486|65024|1149|364|19456|15|14024|100055|t
143|80664|1097|375|2550|45262|10527|140496|f
47|83376|1200|407|2621|46373|6367|140371|f
1633|75996|1055|350|2375|12|8600|88414|t
11753|26920|694|368|2756|17|7747|38523|t
53|96042|1830|1472|3457|7|80174|183004|t
52|124362|1949|400|2608|16|10204|139564|t
2123|65350|1089|358|2489|13|8916|78233|t
38|90074|1061|383|2520|17|7204|101287|t
55|81980|860|379|2498|43980|6208|135923|f
2126|63461|1233|375|2615|16|8285|76009|t
76|114537|802|405|2481|17|7879|126145|t
1062|105451|834|362|2491|15|9704|118877|t
74|8844|966|461|3375|14|5330|19009|t
51|9514|575|342|1950|4|6114|18516|t
60|81979|808|395|3271|15|6075|92588|t
58|105088|776|377|2496|7|5840|114610|t
69|104619|851|409|2465|7|6582|114953|t
110|81362|676|462|2476|13|5658|90668|t
62|106462|848|484|2654|52|6623|117148|t
85|84512|673|335|2276|15|6506|94339|t
65|108604|751|357|2238|14|6201|118193|t
54|84483|935|375|2518|25|7312|95672|t
48|108659|1095|335|2779|16|5783|118691|t
69|109884|862|452|2337|17|6230|119802|t
57|85387|1072|497|2479|17|6876|96373|t
73|122631|1561|411|2650|18|8338|135629|t
46|94419|1748|394|2590|19|7717|106923|t
48|121761|1827|401|2731|13|9367|136128|t
64|92350|1757|366|2212|28|8483|105215|t
63|122576|1725|414|2452|17|9082|136285|t
80|93648|1763|367|2536|16|7940|106291|t
47|123142|2083|419|2389|16|8042|136114|t
103|119860|2231|385|2390|14|84636|209538|t
49|94021|2399|438|2733|35|78702|178354|t
54|127955|1825|428|2544|11|9126|141911|t
151|125464|2290|250|3552|17|40227|171818|t
83|101498|1918|301|3127|54556|8774|170193|f
55|86459|2758|401|2620|57391|9942|159592|f
67|91910|2052|489|2578|59807|9976|166836|f
52|96228|2045|341|2414|12|56608|157674|t
51|127695|2133|335|2554|16|8837|141593|t
73|92534|1507|460|3052|62746|7944|168267|f
89|95427|1838|317|2705|19|77144|177479|t
41|124509|1993|389|2764|14|9392|139083|t
93|93027|1880|345|2889|17|72317|170494|t
66|124664|2010|30582|2607|16|8382|168282|t
37|95671|1747|398|2585|16|9167|109604|t
61|130382|2628|436|4433|7|12677|150587|t
45|125047|1448|337|2514|15|7705|137085|t
52|101393|1959|417|2896|16|9130|115830|t
101|126317|1871|419|2839|17|10632|142116|t
86|97824|1504|306|2537|16|9309|111533|t
54|122029|1922|405|2852|24|9644|136897|t
46|96705|1965|378|2327|12|9306|110715|t
70|91743|1962|442|31305|52899|9529|187903|f
46|91312|2783|391|2425|71285|14141|182360|f
53|173108|2603|7885|87315|9|102388|373328|t
61|147026|2581|338|2745|15|54251|206978|t
76|101537|2979|458|4015|90891|13710|213614|f
41|99571|2554|71464|3241|71320|10551|258724|f
84|107455|2180|421|2864|17|36776|149750|t
82|142346|2987|296|1911|3|93130|240692|t
67|101300|2890|641|3292|70086|29078|207308|f
65|102070|2598|437|3230|8|204020|312397|t
848|100872|2613|363|2500|77547|13706|197620|f
50|141162|2999|541|3765|6|101358|249850|t
64|116179|1902|350|19640|15|10965|149073|t
45|113777|1380|307|2499|7|8582|126572|t
48|94669|1448|376|2399|13|9064|107991|t
68|120027|1469|333|3922|24|9372|135270|t
63|136773|2704|482|2545|14|10452|153017|t
1173|4927|446|334|2351|12|5967|14058|t
98|3560|413|525|2462|14|6832|13828|t
11710|15800|483|317|2713|16|5793|25143|t
43|4927|515|345|3165|19|6191|15184|t
60|4219|402|364|2601|25|5317|12951|t
41|22274|530|292|2375|17|5855|31363|t
78|6536|601|290|2579|71|6067|16165|t
39|5372|640|281|2517|13|6365|15212|t
57|10495|734|312|3466|11|7008|22054|t
57|7521|669|431|2636|20|6177|17479|t
40|9026|672|326|2345|12|6608|19014|t
64|7360|839|355|2537|12|6619|17751|t
92|9647|753|307|2500|16|6306|19558|t
64|104534|742|446|2379|10|6928|115060|t
41|81271|829|467|2609|27|6694|91917|t
67|105424|790|414|3518|30|9423|119623|t
58|82886|614|356|2794|21|6569|93259|t
68|105472|921|410|2516|17|6582|115937|t
77|105302|501|358|2688|14|7364|116247|t
47|105189|771|350|2543|13|6105|114992|t
11606|94148|823|315|2425|22|6727|104480|t
97|106290|841|395|2220|12|6651|116429|t
66|82212|718|499|2571|25|8582|94627|t
57|108246|739|337|2234|12|6977|118568|t
67|89688|1461|357|2522|10|9661|103717|t
42|116389|1102|368|2757|16|6657|127329|t
58|90104|1568|414|4896|14|14014|111034|t
60|107549|4484|367|2370|33|62482|177306|t
103|97304|1562|478|2771|16|8934|111163|t
60|131330|1620|389|2965|12|8736|145081|t
60|101587|2379|63506|2500|15|9593|179621|t
89|127293|2172|392|2696|20|9548|142146|t
106|103561|2278|340|2765|18|9657|118642|t
39|132716|2325|345|47751|25|11668|194850|t
61|103432|1592|328|2585|14|8897|116867|t
61|137560|1947|326|2729|13|9960|152577|t
56|99555|2321|381|2723|14|10010|115025|t
56|132794|2315|341|2528|13|10218|148234|t
58|106714|3546|416|2667|16|11307|124708|t
64|132535|2708|314|42928|18|9843|188369|t
62|139509|41315|711|3508|9|92163|277238|t
63|107567|3312|390|2545|15|15541|129389|t
1455|3500|349|424|2539|20083|5202|32120|f
55|109247|1182|371|2963|18884|6501|139172|f
11111|98433|1164|442|2535|18624|6497|127718|f
54|111435|1271|382|2389|20728|6564|142791|f
47|88031|1174|367|2529|20537|6680|119339|f
63|114515|1126|369|2592|22104|6700|147430|f
126|88854|756|313|2813|24455|6563|123776|f
34|112701|770|352|2225|21737|6578|144386|f
50|93412|1262|395|2585|25405|6931|130016|f
83|112315|1253|353|3377|21693|31613|170625|f
54|111251|1625|356|2460|26400|6069|148181|f
48|92606|1454|305|2502|26729|50713|174355|f
54|111985|894|428|2425|24976|9274|150018|f
52|88899|1166|320|2577|24887|7359|125228|f
85|114059|1351|366|2515|26507|6940|151756|f
81|86960|1264|357|2735|30655|6776|128769|f
62|111641|789|344|2171|30083|6612|151663|f
50|202083|1164|415|2573|32051|7588|245894|f
85|115614|1373|403|2192|32439|7540|159579|f
112|92623|1134|445|2469|34862|6632|138188|f
253|119300|994|370|2202|35292|7540|165723|f
59|96702|1350|382|2831|45897|8785|155968|f
75|116944|1888|663|3605|34191|8946|166265|f
55|116993|1073|390|3360|42210|6387|170447|f
42|121563|1534|364|2519|44854|8015|178870|f
78|116537|1264|422|2263|42644|8262|171415|f
40|100596|1925|244|4051|42964|9029|158830|f
82|117872|2119|400|2584|44645|8250|175907|f
63|91426|1775|329|2306|45882|7147|148882|f
77|119501|1893|392|2579|43898|8810|177097|f
77|92470|1547|391|2648|45526|8442|151044|f
38|116978|1879|418|2207|53138|8335|182988|f
67|93888|1880|323|2946|48929|6639|154629|f
67|118845|2050|333|2572|47347|8761|179928|f
47|93370|1895|427|2451|49114|8581|155900|f
46|118617|1491|300|2601|48561|8491|180095|f
74|97533|1990|412|2533|47793|8831|159123|f
98|121994|2058|335|2867|46095|8798|182170|f
62|119152|11964|687|5048|61209|17970|216084|f
66|92309|1793|402|2542|56261|8767|162116|f
62|90540|1421|285|1986|46051|8066|148369|f
55|89065|2209|376|2601|46615|7882|148771|f
71|92453|2781|258|30031|46425|11604|183575|f
97|88413|2297|298|4003|76281|10269|181588|f
104|89191|2763|421|4800|58893|21207|177310|f
92|88042|1946|429|2618|54637|10051|157746|f
97|84985|1945|406|2570|44189|9205|143328|f
86|117971|1977|342|2709|45136|8856|177015|f
69|88311|1891|317|2437|49196|8896|151081|f
50|136263|91917|2330|3284|95076|105443|434335|f
56|89931|2212|1213|3718|290848|200097|588053|f
72|103763|2256|1561|2896|291908|198210|600647|f
90|99241|2270|2111|5299|88374|10766|208078|f
185|99438|1002|936|4299|95278|11884|212861|f
69|100296|1211|708|5028|93028|105963|306259|f
68|102425|1169|402|5315|192037|107433|408810|f
77|204037|2066|1102|92432|103287|206056|609028|f
85|167348|2379|1255|6913|89215|108333|375496|f
82|100922|2167|1185|2501|100445|10786|218026|f
117|100159|1764|493|2861|93786|10618|209704|f
59|132517|2151|373|2220|92994|12072|242366|f
64|93957|2820|203|3196|157944|9589|267726|f
80|235212|3155|346|3917|100892|11009|354556|f
7412|16932|308|405|2488|11122|5349|36628|f
76|12808|625|431|2059|16452|5521|37919|f
60|3460|2155|92425|4825|97990|207190|408066|f
65|204930|2352|997|4671|87938|107643|408550|f
62|103253|2018|5718|3428|137490|60109|312038|f
89|101115|2115|320|8061|88467|102575|302685|f
62|90568|1352|395|2489|55129|10432|160389|f
39|13037|190|357|2570|13561|4853|34592|f
55|23404|621|356|2641|21993|6804|55838|f
108|101353|377|374|2653|21008|7062|132852|f
58|47528|660|382|2507|23531|5676|80304|f
67|103469|459|341|2183|20876|6766|134114|f
54|13500|416|329|2443|23522|6847|47098|f
130|129956|652|344|2126|24480|6867|164443|f
41|195602|989|390|2990|33428|5801|239233|f
81|187924|1218|272|2766|36088|9037|237326|f
111|85247|3097|415|2564|57501|93245|242093|f
73|113874|2923|383|2795|68637|34230|222867|f
56|236312|2790|417|2552|114283|9490|365867|f
41|84587|2112|339|2830|62239|10094|162219|f
52|194715|754|305|2684|38055|8253|244783|f
46|102739|1058|396|2738|38749|6601|152318|f
52|173800|1030|397|2008|37420|8576|223256|f
49|102884|1707|389|3412|37078|7707|153201|f
60|227016|819|406|2879|37488|7864|276498|f
57|91437|1063|372|2436|40399|8212|143943|f
56|140231|853|400|2504|37904|8579|190493|f
65|109498|1362|387|2494|40847|7325|161936|f
61|166776|2165|1359|4735|40975|10870|226907|f
81|106020|1248|394|2711|41763|7804|159980|f
56|166595|1334|427|2530|38901|8157|217967|f
61|120719|1294|380|2282|41669|7422|173787|f
58|155386|1171|437|3188|39271|7126|206605|f
54|156030|1287|486|2667|72072|8704|241272|f
19268|139558|1577|406|2705|42837|9921|197031|f
44|192603|1803|430|3169|42964|10224|251216|f
55|151993|2431|380|2347|45832|9747|212751|f
120|196047|2366|433|2506|46546|9947|257865|f
67|121398|2585|425|2484|49927|9711|186550|f
74|196820|2418|384|2388|46310|10335|258692|f
39|141909|2818|389|2545|48870|10613|207183|f
76|94093|2558|402|2983|48394|11259|159713|f
51|225349|5721|1548|8644|48724|54767|344794|f
68|190236|3430|2640|4219|88978|11271|300795|f
64|95492|2828|437|2522|63163|11256|175724|f
58|81769|2657|373|2039|60696|11067|158664|f
70|156226|2958|394|29128|73716|26872|289319|f
76|85509|2719|374|2677|57952|10174|159433|f
95|189591|2415|367|2866|60068|10810|266141|f
42|89258|2528|366|2470|63929|10388|168960|f
130|236666|2390|371|2760|62331|26820|331365|f
57|95932|2594|375|3248|65012|10725|177912|f
34|183271|1721|445|3357|76201|12616|277636|f
39|89460|2148|45507|3743|90355|10795|242032|f
73|85202|2529|330|2348|90502|10155|191089|f
62|83434|2665|344|2026|93220|66840|248549|f
48|116601|38053|348|4286|104267|94144|357719|f
50|99362|3899|813|35271|98351|17638|255357|f
67|446|193|483|2640|7534|4487|15807|f
84|363|173|391|2791|8992|4541|17275|f
44|405|185|393|2747|12386|4419|20556|f
53|319|185|425|2284|9349|4377|16960|f
39|436|170|392|3312|10758|4920|20009|f
89|679|420|404|2319|21254|5848|30948|f
10750|11541|647|424|2717|19736|5162|40249|f
59|239101|37613|268|4393|112886|91260|485537|f
79|7703|682|279|2685|13931|8872|34170|f
70|6615|663|390|3609|14809|6477|32591|f
57|9712|775|373|2608|22746|6235|42472|f
66|10250|726|388|2350|18190|7130|39053|f
118|11630|945|1902|4247|26421|9126|54295|f
91|11549|85740|453|3638|95852|7679|204951|f
69|1202|1127|547|3127|94096|6710|106839|f
58|18120|784|1126|3774|26249|49453|99539|f
16488|27928|602|350|2591|12662|5924|50079|f
53|14552|497|393|2444|16996|5910|40818|f
58|13049|703|360|2469|16585|7854|41042|f
67|85281|983|296|4272|30436|11305|132592|f
61|111705|846|351|2631|30629|7093|153282|f
62|91381|682|375|2721|28328|6614|130119|f
63|107726|702|390|2461|28460|7130|146896|f
57|91457|720|486|2619|28296|6385|129983|f
78|108004|816|362|2691|29499|7283|148680|f
69|12471|801|408|2606|29372|6938|52615|f
61|26348|899|376|3564|30992|10461|72663|f
53|129249|1233|1966|2573|43843|40358|219242|f
80|90356|1333|2213|4666|42615|8772|149980|f
72|115534|1126|330|2605|41432|8222|169271|f
71|90093|1228|397|2394|45062|9917|149113|f
53|129575|1208|225|2412|53246|8315|194998|f
53|106166|1224|412|3974|44935|13059|169792|f
53|124272|1895|4294|3090|82700|20907|237176|f
59|99979|1138|348|2568|40358|8002|152415|f
39|112572|706|19170|2094|38480|7326|180404|f
72|98847|986|482|2766|40881|8003|151987|f
87|114074|1192|466|2544|40405|6643|165349|f
57|137107|1160|491|3884|41456|44368|228490|f
59|131139|1214|280|3396|48614|44970|229634|f
54|101274|1305|481|2564|70430|9244|185319|f
45|117136|1306|427|4318|54930|7767|185920|f
70|108505|1013|512|2739|57742|9190|179723|f
163|119571|1384|354|2387|60440|15852|200009|f
63|101008|1545|372|2971|61341|7367|174628|f
56|121954|1641|360|2618|59528|7178|193301|f
55|86854|1502|362|2521|65046|9198|165510|f
55|82810|1441|333|2814|64158|13060|164641|f
85|105067|1943|348|4017|73786|9622|194818|f
84|86413|2200|454|6417|85975|11804|193307|f
87|84837|1495|354|2605|74707|9010|173029|f
55|86858|1467|325|2508|69679|9327|170185|f
73|53294|45921|512|4684|69899|10926|185262|f
82|80173|2944|313|6523|121264|9300|220542|f
78|98412|1741|317|2461|79772|10111|192847|f
48|144879|1097|371|2431|81114|9536|239447|f
70|123553|1076|454|2775|68336|9202|205422|f
74|80581|1564|305|2471|73076|9430|167451|f
56|98050|1647|348|2599|69749|10153|182577|f
54|87994|1950|261|6882|66843|9303|173253|f
96|146702|1234|359|2235|68938|9111|228613|f
48|83837|1485|364|2249|73353|8546|169858|f
55|133383|1074|389|2830|67862|8192|213748|f
52|81420|3442|324|2814|71256|26372|185650|f
36|232235|5044|411|2011|83275|16000|338996|f
48|328452|5139|416|2295|81560|14610|432492|f
41|134878|7059|419|3347|97080|16614|259436|f
73|237002|5837|333|1968|84288|18317|347765|f
76|415357|209223|102422|190896|113987|188704|1220617|f
1197|295316|14081|80974|3648|196064|108457|698578|f
81|87561|1647|386|2444|68950|9890|170901|f
51|88206|1712|373|3255|79172|9728|182475|f
39|97954|1627|346|2594|82298|10139|194979|f
85|149614|1668|407|2556|88091|9085|251459|f
50|86140|1944|398|2864|92893|10829|195094|f
2856|231210|4955|378|3172|90348|14066|344153|f
16651|295685|6010|469|2688|89709|13308|407891|f
54|231197|5467|339|1996|100065|22305|361389|f
64|257241|5562|416|2346|89651|19745|374980|f
58|237171|5307|386|1983|79539|14914|339323|f
52|135670|6079|409|1972|97377|15239|256769|f
47|194629|8016|401|1961|93873|14761|313663|f
77|405143|94828|7936|3577|187678|113817|813025|f
33|262272|67613|2737|10082|132701|54636|530069|f
55|170873|6051|403|2336|135812|19300|334801|f
61|133589|7407|378|2018|150342|29775|323531|f
3364|324576|7582|423|2310|190613|22281|547812|f
66|153883|5327|399|1963|203376|28765|393735|f
54|180518|7806|403|1946|133256|20974|344928|f
60|284391|7989|405|1967|135099|32487|462362|f
53|408523|87771|1595|2173|130425|177722|808231|f
41|98203|5810|271|3632|104935|15402|228273|f
119|105283|4254|352|3194|106309|14207|233620|f
55|134455|4228|435|3058|107725|22156|272086|f
57|96073|4673|397|2224|104841|13518|221752|f
48|105288|4223|358|2668|103826|13093|229482|f
52|129692|3896|366|2101|101902|63587|301568|f
52|118302|6480|419|1989|164708|110648|402568|f
48|204116|96289|341|194561|200168|206342|901856|f
50|32008|4137|374|64158|104545|96823|302067|f
90|88490|3771|316|36196|100248|20456|249499|f
58|103554|3715|338|2364|103127|183027|396147|f
54|124722|3759|496|2810|94191|106719|332724|f
41|110152|2802|287|2777|94818|13141|223998|f
101|137360|3285|449|5104|107128|12923|266279|f
52|98550|3826|348|2477|170700|12201|288126|f
72|103764|6385|806|3379|96533|12203|223104|f
60|94982|3574|393|2452|95654|14923|212003|f
69|88444|3554|267|2797|95739|13669|204517|f
48|142103|3622|450|23500|99811|13289|282802|f
59|100147|2642|541|2401|98367|11401|215528|f
68|93479|2100|425|2031|98500|12271|208826|f
47|95975|2515|369|2578|94593|19866|215918|f
57|87826|3354|368|2054|95165|10850|199655|f
62|125140|3289|417|3297|109646|13953|255769|f
46|89692|2682|1703|161511|100148|105595|461372|f
107|105062|1530|88524|2716|201115|106447|505425|f
82|201590|2363|439|3629|91853|111763|411658|f
62|102740|2369|508|3438|92209|107592|308876|f
53|92255|2554|894|3562|93855|12908|206068|f
67|100169|1986|1314|2682|94435|199590|400194|f
51|104722|980|449|2549|34160|7782|150663|f
52|116173|687|382|2650|39195|8318|167428|f
47|105116|1304|550|2589|38975|7940|156499|f
86|880|531|392|2652|21104|5486|31091|f
63|2082|490|411|2548|22866|5586|34005|f
46|9882|389|387|2435|20551|5319|38987|f
54|1185|427|463|2740|22359|6004|33244|f
79|5080|571|368|3794|29093|6556|45487|f
37|90022|753|328|2411|41219|8423|143176|f
56|81338|886|415|2819|44333|7221|137034|f
60|102732|829|435|3355|43169|6663|157208|f
76|79527|1022|316|2606|43260|8003|134759|f
81|3204|691|377|4434|27546|7372|43644|f
43|1306|610|390|2439|26193|6300|37276|f
65|9848|514|398|2763|25097|6460|45106|f
43|1939|316|377|2316|24207|5472|34659|f
50|1707|413|343|2439|24644|6366|35932|f
43|8896|418|347|2611|26385|5962|44637|f
63|3078|547|316|3005|26069|6088|39125|f
42|11064|524|292|2830|27528|6411|48674|f
44|3002|589|371|2302|25262|6208|37767|f
49|4746|577|434|2842|27621|7063|43310|f
72|10556|639|1443|3190|28368|7036|51264|f
63|3082|432|306|2214|27057|6327|39437|f
47|4703|478|325|2635|30117|6289|44566|f
49|10471|629|265|2177|29330|6954|49850|f
53|2333|378|368|2148|31211|8574|45044|f
56|11051|485|399|2599|31617|5875|52043|f
